Year,Geography,Selected demographic characteristics,Gender,Value
2018,Northwest Territories,55 years and over,Total - gender,20.54
2018,Northwest Territories,55 years and over,Male gender,10.07
2018,Northwest Territories,55 years and over,Female gender,32.15
2018,Northwest Territories,55 years and over,Gender diverse,
2018,Northwest Territories,Total - immigrant status,Total - gender,24.3
2018,Northwest Territories,Total - immigrant status,Male gender,11.85
2018,Northwest Territories,Total - immigrant status,Female gender,37.04
2018,Northwest Territories,Total - immigrant status,Gender diverse,
2018,Northwest Territories,Non-immigrants,Total - gender,24.97
2018,Northwest Territories,Non-immigrants,Male gender,10.71
2018,Northwest Territories,Non-immigrants,Female gender,39.55
2018,Northwest Territories,Non-immigrants,Gender diverse,
2018,Northwest Territories,Immigrants,Total - gender,19.68
2018,Northwest Territories,Immigrants,Male gender,19.83
2018,Northwest Territories,Immigrants,Female gender,19.54
2018,Northwest Territories,Immigrants,Gender diverse,
2018,Northwest Territories,Not stated - immigrant status,Total - gender,
2018,Northwest Territories,Not stated - immigrant status,Male gender,
2018,Northwest Territories,Not stated - immigrant status,Female gender,
2018,Northwest Territories,Not stated - immigrant status,Gender diverse,
2018,Northwest Territories,Total - visible minority population,Total - gender,24.3
2018,Northwest Territories,Total - visible minority population,Male gender,11.85
2018,Northwest Territories,Total - visible minority population,Female gender,37.04
2018,Northwest Territories,Total - visible minority population,Gender diverse,
2018,Northwest Territories,Visible minority population,Total - gender,13.05
2018,Northwest Territories,Visible minority population,Male gender,
2018,Northwest Territories,Visible minority population,Female gender,
2018,Northwest Territories,Visible minority population,Gender diverse,
2018,Northwest Territories,Not a visible minority,Total - gender,25.26
2018,Northwest Territories,Not a visible minority,Male gender,11.61
2018,Northwest Territories,Not a visible minority,Female gender,39.51
2018,Northwest Territories,Not a visible minority,Gender diverse,
2018,Northwest Territories,Not stated - visible minority population,Total - gender,
2018,Northwest Territories,Not stated - visible minority population,Male gender,
2018,Northwest Territories,Not stated - visible minority population,Female gender,
2018,Northwest Territories,Not stated - visible minority population,Gender diverse,
2018,Northwest Territories,Total - population by indigenous identity,Total - gender,24.3
2018,Northwest Territories,Total - population by indigenous identity,Male gender,11.85
2018,Northwest Territories,Total - population by indigenous identity,Female gender,37.04
2018,Northwest Territories,Total - population by indigenous identity,Gender diverse,
2018,Northwest Territories,Indigenous identity,Total - gender,21.45
2018,Northwest Territories,Indigenous identity,Male gender,9.51
2018,Northwest Territories,Indigenous identity,Female gender,34.29
2018,Northwest Territories,Indigenous identity,Gender diverse,
2018,Northwest Territories,First Nations (North American Indian),Total - gender,21.18
2018,Northwest Territories,First Nations (North American Indian),Male gender,
2018,Northwest Territories,First Nations (North American Indian),Female gender,38.04
2018,Northwest Territories,First Nations (North American Indian),Gender diverse,
2018,Northwest Territories,data.M�tis,Total - gender,18.65
2018,Northwest Territories,data.M�tis,Male gender,
2018,Northwest Territories,data.M�tis,Female gender,
2018,Northwest Territories,data.M�tis,Gender diverse,
2018,Northwest Territories,Inuk (Inuit),Total - gender,25.04
2018,Northwest Territories,Inuk (Inuit),Male gender,
2018,Northwest Territories,Inuk (Inuit),Female gender,
2018,Northwest Territories,Inuk (Inuit),Gender diverse,
2018,Northwest Territories,Other indigenous identity,Total - gender,
2018,Northwest Territories,Other indigenous identity,Male gender,
2018,Northwest Territories,Other indigenous identity,Female gender,
2018,Northwest Territories,Other indigenous identity,Gender diverse,
2018,Northwest Territories,Non-indigenous identity,Total - gender,26.66
2018,Northwest Territories,Non-indigenous identity,Male gender,13.83
2018,Northwest Territories,Non-indigenous identity,Female gender,39.19
2018,Northwest Territories,Non-indigenous identity,Gender diverse,
2018,Northwest Territories,Not stated - population by indigenous identity,Total - gender,
2018,Northwest Territories,Not stated - population by indigenous identity,Male gender,
2018,Northwest Territories,Not stated - population by indigenous identity,Female gender,
2018,Northwest Territories,Not stated - population by indigenous identity,Gender diverse,
2018,Northwest Territories,Total - disability status,Total - gender,24.3
2018,Northwest Territories,Total - disability status,Male gender,11.85
2018,Northwest Territories,Total - disability status,Female gender,37.04
2018,Northwest Territories,Total - disability status,Gender diverse,
2018,Northwest Territories,Has a disability,Total - gender,37.08
2018,Northwest Territories,Has a disability,Male gender,23.72
2018,Northwest Territories,Has a disability,Female gender,47.92
2018,Northwest Territories,Has a disability,Gender diverse,
2018,Northwest Territories,Does not have a disability,Total - gender,17.59
2018,Northwest Territories,Does not have a disability,Male gender,6.68
2018,Northwest Territories,Does not have a disability,Female gender,30.18
2018,Northwest Territories,Does not have a disability,Gender diverse,
2018,Northwest Territories,Total - sexual orientation,Total - gender,24.3
2018,Northwest Territories,Total - sexual orientation,Male gender,11.85
2018,Northwest Territories,Total - sexual orientation,Female gender,37.04
2018,Northwest Territories,Total - sexual orientation,Gender diverse,
2018,Northwest Territories,Heterosexual,Total - gender,23.31
2018,Northwest Territories,Heterosexual,Male gender,10.75
2018,Northwest Territories,Heterosexual,Female gender,36.78
2018,Northwest Territories,Heterosexual,Gender diverse,
2018,Northwest Territories,Sexual minority,Total - gender,
2018,Northwest Territories,Sexual minority,Male gender,
2018,Northwest Territories,Sexual minority,Female gender,
2018,Northwest Territories,Sexual minority,Gender diverse,
2018,Northwest Territories,Lesbian or gay,Total - gender,
2018,Northwest Territories,Lesbian or gay,Male gender,
2018,Northwest Territories,Lesbian or gay,Female gender,
2018,Northwest Territories,Lesbian or gay,Gender diverse,
2018,Northwest Territories,Bisexual or pansexual,Total - gender,
2018,Northwest Territories,Bisexual or pansexual,Male gender,
2018,Northwest Territories,Bisexual or pansexual,Female gender,
2018,Northwest Territories,Bisexual or pansexual,Gender diverse,
2018,Northwest Territories,Sexual orientation not elsewhere classified,Total - gender,
2018,Northwest Territories,Sexual orientation not elsewhere classified,Male gender,
2018,Northwest Territories,Sexual orientation not elsewhere classified,Female gender,
2018,Northwest Territories,Sexual orientation not elsewhere classified,Gender diverse,
2018,Northwest Territories,Not stated - sexual orientation,Total - gender,
2018,Northwest Territories,Not stated - sexual orientation,Male gender,
2018,Northwest Territories,Not stated - sexual orientation,Female gender,
2018,Northwest Territories,Not stated - sexual orientation,Gender diverse,
2018,Nunavut,Total - age,Total - gender,18.68
2018,Nunavut,Total - age,Male gender,7.84
2018,Nunavut,Total - age,Female gender,30.53
2018,Nunavut,Total - age,Gender diverse,
2018,Nunavut,15 to 24 years,Total - gender,13.97
2018,Nunavut,15 to 24 years,Male gender,
2018,Nunavut,15 to 24 years,Female gender,26.76
2018,Nunavut,15 to 24 years,Gender diverse,
2018,Nunavut,25 to 34 years,Total - gender,19.97
2018,Nunavut,25 to 34 years,Male gender,9.86
2018,Nunavut,25 to 34 years,Female gender,30.42
2018,Nunavut,25 to 34 years,Gender diverse,
2018,Nunavut,35 to 44 years,Total - gender,19.39
2018,Nunavut,35 to 44 years,Male gender,
2018,Nunavut,35 to 44 years,Female gender,33.65
2018,Nunavut,35 to 44 years,Gender diverse,
2018,Nunavut,45 to 54 years,Total - gender,22.14
2018,Nunavut,45 to 54 years,Male gender,10.69
2018,Nunavut,45 to 54 years,Female gender,35.32
2018,Nunavut,45 to 54 years,Gender diverse,
2018,Nunavut,55 years and over,Total - gender,19.23
2018,Nunavut,55 years and over,Male gender,
2018,Nunavut,55 years and over,Female gender,28.59
2018,Nunavut,55 years and over,Gender diverse,
2018,Nunavut,Total - immigrant status,Total - gender,18.68
2018,Nunavut,Total - immigrant status,Male gender,7.84
2018,Nunavut,Total - immigrant status,Female gender,30.53
2018,Nunavut,Total - immigrant status,Gender diverse,
2018,Nunavut,Non-immigrants,Total - gender,18.22
2018,Nunavut,Non-immigrants,Male gender,7.34
2018,Nunavut,Non-immigrants,Female gender,29.94
2018,Nunavut,Non-immigrants,Gender diverse,
2018,Nunavut,Immigrants,Total - gender,29.05
2018,Nunavut,Immigrants,Male gender,
2018,Nunavut,Immigrants,Female gender,
2018,Nunavut,Immigrants,Gender diverse,
2018,Nunavut,Not stated - immigrant status,Total - gender,
2018,Nunavut,Not stated - immigrant status,Male gender,
2018,Nunavut,Not stated - immigrant status,Female gender,
2018,Nunavut,Not stated - immigrant status,Gender diverse,
2018,Nunavut,Total - visible minority population,Total - gender,18.68
2018,Nunavut,Total - visible minority population,Male gender,7.84
2018,Nunavut,Total - visible minority population,Female gender,30.53
2018,Nunavut,Total - visible minority population,Gender diverse,
2018,Nunavut,Visible minority population,Total - gender,
2018,Nunavut,Visible minority population,Male gender,
2018,Nunavut,Visible minority population,Female gender,
2018,Nunavut,Visible minority population,Gender diverse,
2018,Nunavut,Not a visible minority,Total - gender,18.43
2018,Nunavut,Not a visible minority,Male gender,7.65
2018,Nunavut,Not a visible minority,Female gender,29.98
2018,Nunavut,Not a visible minority,Gender diverse,
2018,Nunavut,Not stated - visible minority population,Total - gender,
2018,Nunavut,Not stated - visible minority population,Male gender,
2018,Nunavut,Not stated - visible minority population,Female gender,
2018,Nunavut,Not stated - visible minority population,Gender diverse,
2018,Nunavut,Total - population by indigenous identity,Total - gender,18.68
2018,Nunavut,Total - population by indigenous identity,Male gender,7.84
2018,Nunavut,Total - population by indigenous identity,Female gender,30.53
2018,Nunavut,Total - population by indigenous identity,Gender diverse,
2018,Nunavut,Indigenous identity,Total - gender,16.36
2018,Nunavut,Indigenous identity,Male gender,5.93
2018,Nunavut,Indigenous identity,Female gender,26.94
2018,Nunavut,Indigenous identity,Gender diverse,
2018,Nunavut,First Nations (North American Indian),Total - gender,
2018,Nunavut,First Nations (North American Indian),Male gender,
2018,Nunavut,First Nations (North American Indian),Female gender,
2018,Nunavut,First Nations (North American Indian),Gender diverse,
2018,Nunavut,data.M�tis,Total - gender,
2018,Nunavut,data.M�tis,Male gender,
2018,Nunavut,data.M�tis,Female gender,
2018,Nunavut,data.M�tis,Gender diverse,
2018,Nunavut,Inuk (Inuit),Total - gender,16.03
2018,Nunavut,Inuk (Inuit),Male gender,5.72
2018,Nunavut,Inuk (Inuit),Female gender,26.52
2018,Nunavut,Inuk (Inuit),Gender diverse,
2018,Nunavut,Other indigenous identity,Total - gender,
2018,Nunavut,Other indigenous identity,Male gender,
2018,Nunavut,Other indigenous identity,Female gender,
2018,Nunavut,Other indigenous identity,Gender diverse,
2018,Nunavut,Non-indigenous identity,Total - gender,29.63
2018,Nunavut,Non-indigenous identity,Male gender,15.42
2018,Nunavut,Non-indigenous identity,Female gender,51.18
2018,Nunavut,Non-indigenous identity,Gender diverse,
2018,Nunavut,Not stated - population by indigenous identity,Total - gender,
2018,Nunavut,Not stated - population by indigenous identity,Male gender,
2018,Nunavut,Not stated - population by indigenous identity,Female gender,
2018,Nunavut,Not stated - population by indigenous identity,Gender diverse,
2018,Nunavut,Total - disability status,Total - gender,18.68
2018,Nunavut,Total - disability status,Male gender,7.84
2018,Nunavut,Total - disability status,Female gender,30.53
2018,Nunavut,Total - disability status,Gender diverse,
2018,Nunavut,Has a disability,Total - gender,28.6
2018,Nunavut,Has a disability,Male gender,14.26
2018,Nunavut,Has a disability,Female gender,39.88
2018,Nunavut,Has a disability,Gender diverse,
2018,Nunavut,Does not have a disability,Total - gender,13.77
2018,Nunavut,Does not have a disability,Male gender,5.35
2018,Nunavut,Does not have a disability,Female gender,24.6
2018,Nunavut,Does not have a disability,Gender diverse,
2018,Nunavut,Total - sexual orientation,Total - gender,18.68
2018,Nunavut,Total - sexual orientation,Male gender,7.84
2018,Nunavut,Total - sexual orientation,Female gender,30.53
2018,Nunavut,Total - sexual orientation,Gender diverse,
2018,Nunavut,Heterosexual,Total - gender,18.14
2018,Nunavut,Heterosexual,Male gender,7.62
2018,Nunavut,Heterosexual,Female gender,29.92
2018,Nunavut,Heterosexual,Gender diverse,
2018,Nunavut,Sexual minority,Total - gender,
2018,Nunavut,Sexual minority,Male gender,
2018,Nunavut,Sexual minority,Female gender,
2018,Nunavut,Sexual minority,Gender diverse,
2018,Nunavut,Lesbian or gay,Total - gender,
2018,Nunavut,Lesbian or gay,Male gender,
2018,Nunavut,Lesbian or gay,Female gender,
2018,Nunavut,Lesbian or gay,Gender diverse,
2018,Nunavut,Bisexual or pansexual,Total - gender,
2018,Nunavut,Bisexual or pansexual,Male gender,
2018,Nunavut,Bisexual or pansexual,Female gender,
2018,Nunavut,Bisexual or pansexual,Gender diverse,
2018,Nunavut,Sexual orientation not elsewhere classified,Total - gender,
2018,Nunavut,Sexual orientation not elsewhere classified,Male gender,
2018,Nunavut,Sexual orientation not elsewhere classified,Female gender,
2018,Nunavut,Sexual orientation not elsewhere classified,Gender diverse,
2018,Nunavut,Not stated - sexual orientation,Total - gender,
2018,Nunavut,Not stated - sexual orientation,Male gender,
2018,Nunavut,Not stated - sexual orientation,Female gender,
2018,Nunavut,Not stated - sexual orientation,Gender diverse,
