Year,data.Geography,data.Selected demographic characteristics,data.Gender,Value
2018,data.Alberta,data.Lesbian or gay,data.Male gender,
2018,data.Alberta,data.Lesbian or gay,data.Female gender,
2018,data.Alberta,data.Lesbian or gay,data.Gender diverse,
2018,data.Alberta,data.Bisexual or pansexual,data.Total - gender,65.25
2018,data.Alberta,data.Bisexual or pansexual,data.Male gender,
2018,data.Alberta,data.Bisexual or pansexual,data.Female gender,68.84
2018,data.Alberta,data.Bisexual or pansexual,data.Gender diverse,
2018,data.Alberta,data.Sexual orientation not elsewhere classified,data.Total - gender,
2018,data.Alberta,data.Sexual orientation not elsewhere classified,data.Male gender,
2018,data.Alberta,data.Sexual orientation not elsewhere classified,data.Female gender,
2018,data.Alberta,data.Sexual orientation not elsewhere classified,data.Gender diverse,
2018,data.Alberta,data.Not stated - sexual orientation,data.Total - gender,9.92
2018,data.Alberta,data.Not stated - sexual orientation,data.Male gender,
2018,data.Alberta,data.Not stated - sexual orientation,data.Female gender,15.88
2018,data.Alberta,data.Not stated - sexual orientation,data.Gender diverse,
2018,data.British Columbia,data.Total - age,data.Total - gender,23.95
2018,data.British Columbia,data.Total - age,data.Male gender,11.08
2018,data.British Columbia,data.Total - age,data.Female gender,36.54
2018,data.British Columbia,data.Total - age,data.Gender diverse,
2018,data.British Columbia,data.15 to 24 years,data.Total - gender,19.59
2018,data.British Columbia,data.15 to 24 years,data.Male gender,7.55
2018,data.British Columbia,data.15 to 24 years,data.Female gender,32.76
2018,data.British Columbia,data.15 to 24 years,data.Gender diverse,
2018,data.British Columbia,data.25 to 34 years,data.Total - gender,32.01
2018,data.British Columbia,data.25 to 34 years,data.Male gender,17.63
2018,data.British Columbia,data.25 to 34 years,data.Female gender,46.79
2018,data.British Columbia,data.25 to 34 years,data.Gender diverse,
2018,data.British Columbia,data.35 to 44 years,data.Total - gender,29.13
2018,data.British Columbia,data.35 to 44 years,data.Male gender,12.98
2018,data.British Columbia,data.35 to 44 years,data.Female gender,44.93
2018,data.British Columbia,data.35 to 44 years,data.Gender diverse,
2018,data.British Columbia,data.45 to 54 years,data.Total - gender,26.31
2018,data.British Columbia,data.45 to 54 years,data.Male gender,14.36
2018,data.British Columbia,data.45 to 54 years,data.Female gender,37.59
2018,data.British Columbia,data.45 to 54 years,data.Gender diverse,
2018,data.British Columbia,data.55 years and over,data.Total - gender,19.14
2018,data.British Columbia,data.55 years and over,data.Male gender,7.46
2018,data.British Columbia,data.55 years and over,data.Female gender,30.01
2018,data.British Columbia,data.55 years and over,data.Gender diverse,
2018,data.British Columbia,data.Total - immigrant status,data.Total - gender,23.95
2018,data.British Columbia,data.Total - immigrant status,data.Male gender,11.08
2018,data.British Columbia,data.Total - immigrant status,data.Female gender,36.54
2018,data.British Columbia,data.Total - immigrant status,data.Gender diverse,
2018,data.British Columbia,data.Non-immigrants,data.Total - gender,28.25
2018,data.British Columbia,data.Non-immigrants,data.Male gender,12.76
2018,data.British Columbia,data.Non-immigrants,data.Female gender,42.54
2018,data.British Columbia,data.Non-immigrants,data.Gender diverse,
2018,data.British Columbia,data.Immigrants,data.Total - gender,14.79
2018,data.British Columbia,data.Immigrants,data.Male gender,7.44
2018,data.British Columbia,data.Immigrants,data.Female gender,22.85
2018,data.British Columbia,data.Immigrants,data.Gender diverse,
2018,data.British Columbia,data.Not stated - immigrant status,data.Total - gender,
2018,data.British Columbia,data.Not stated - immigrant status,data.Male gender,
2018,data.British Columbia,data.Not stated - immigrant status,data.Female gender,
2018,data.British Columbia,data.Not stated - immigrant status,data.Gender diverse,
2018,data.British Columbia,data.Total - visible minority population,data.Total - gender,23.95
2018,data.British Columbia,data.Total - visible minority population,data.Male gender,11.08
2018,data.British Columbia,data.Total - visible minority population,data.Female gender,36.54
2018,data.British Columbia,data.Total - visible minority population,data.Gender diverse,
2018,data.British Columbia,data.Visible minority population,data.Total - gender,13.89
2018,data.British Columbia,data.Visible minority population,data.Male gender,6.81
2018,data.British Columbia,data.Visible minority population,data.Female gender,21.5
2018,data.British Columbia,data.Visible minority population,data.Gender diverse,
2018,data.British Columbia,data.Not a visible minority,data.Total - gender,28.44
2018,data.British Columbia,data.Not a visible minority,data.Male gender,13.02
2018,data.British Columbia,data.Not a visible minority,data.Female gender,42.87
2018,data.British Columbia,data.Not a visible minority,data.Gender diverse,
2018,data.British Columbia,data.Not stated - visible minority population,data.Total - gender,
2018,data.British Columbia,data.Not stated - visible minority population,data.Male gender,
2018,data.British Columbia,data.Not stated - visible minority population,data.Female gender,
2018,data.British Columbia,data.Not stated - visible minority population,data.Gender diverse,
2018,data.British Columbia,data.Total - population by indigenous identity,data.Total - gender,23.95
2018,data.British Columbia,data.Total - population by indigenous identity,data.Male gender,11.08
2018,data.British Columbia,data.Total - population by indigenous identity,data.Female gender,36.54
2018,data.British Columbia,data.Total - population by indigenous identity,data.Gender diverse,
2018,data.British Columbia,data.Indigenous identity,data.Total - gender,36.77
2018,data.British Columbia,data.Indigenous identity,data.Male gender,21.13
2018,data.British Columbia,data.Indigenous identity,data.Female gender,50.75
2018,data.British Columbia,data.Indigenous identity,data.Gender diverse,
2018,data.British Columbia,data.First Nations (North American Indian),data.Total - gender,33.19
2018,data.British Columbia,data.First Nations (North American Indian),data.Male gender,
2018,data.British Columbia,data.First Nations (North American Indian),data.Female gender,
2018,data.British Columbia,data.First Nations (North American Indian),data.Gender diverse,
2018,data.British Columbia,data.M�tis,data.Total - gender,43.27
2018,data.British Columbia,data.M�tis,data.Male gender,
2018,data.British Columbia,data.M�tis,data.Female gender,
2018,data.British Columbia,data.M�tis,data.Gender diverse,
2018,data.British Columbia,data.Inuk (Inuit),data.Total - gender,
2018,data.British Columbia,data.Inuk (Inuit),data.Male gender,
2018,data.British Columbia,data.Inuk (Inuit),data.Female gender,
2018,data.British Columbia,data.Inuk (Inuit),data.Gender diverse,
2018,data.British Columbia,data.Other indigenous identity,data.Total - gender,
2018,data.British Columbia,data.Other indigenous identity,data.Male gender,
2018,data.British Columbia,data.Other indigenous identity,data.Female gender,
2018,data.British Columbia,data.Other indigenous identity,data.Gender diverse,
2018,data.British Columbia,data.Non-indigenous identity,data.Total - gender,23.53
2018,data.British Columbia,data.Non-indigenous identity,data.Male gender,10.75
2018,data.British Columbia,data.Non-indigenous identity,data.Female gender,36.11
2018,data.British Columbia,data.Non-indigenous identity,data.Gender diverse,
2018,data.British Columbia,data.Not stated - population by indigenous identity,data.Total - gender,15.92
2018,data.British Columbia,data.Not stated - population by indigenous identity,data.Male gender,
2018,data.British Columbia,data.Not stated - population by indigenous identity,data.Female gender,
2018,data.British Columbia,data.Not stated - population by indigenous identity,data.Gender diverse,
2018,data.British Columbia,data.Total - disability status,data.Total - gender,23.95
2018,data.British Columbia,data.Total - disability status,data.Male gender,11.08
2018,data.British Columbia,data.Total - disability status,data.Female gender,36.54
2018,data.British Columbia,data.Total - disability status,data.Gender diverse,
2018,data.British Columbia,data.Has a disability,data.Total - gender,31.54
2018,data.British Columbia,data.Has a disability,data.Male gender,13.74
2018,data.British Columbia,data.Has a disability,data.Female gender,45.72
2018,data.British Columbia,data.Has a disability,data.Gender diverse,
2018,data.British Columbia,data.Does not have a disability,data.Total - gender,19.28
2018,data.British Columbia,data.Does not have a disability,data.Male gender,9.69
2018,data.British Columbia,data.Does not have a disability,data.Female gender,29.92
2018,data.British Columbia,data.Does not have a disability,data.Gender diverse,
2018,data.British Columbia,data.Total - sexual orientation,data.Total - gender,23.95
2018,data.British Columbia,data.Total - sexual orientation,data.Male gender,11.08
2018,data.British Columbia,data.Total - sexual orientation,data.Female gender,36.54
2018,data.British Columbia,data.Total - sexual orientation,data.Gender diverse,
2018,data.British Columbia,data.Heterosexual,data.Total - gender,23.42
2018,data.British Columbia,data.Heterosexual,data.Male gender,10.71
2018,data.British Columbia,data.Heterosexual,data.Female gender,35.95
2018,data.British Columbia,data.Heterosexual,data.Gender diverse,
2018,data.British Columbia,data.Sexual minority,data.Total - gender,42.65
2018,data.British Columbia,data.Sexual minority,data.Male gender,27.17
2018,data.British Columbia,data.Sexual minority,data.Female gender,55.72
2018,data.British Columbia,data.Sexual minority,data.Gender diverse,
2018,data.British Columbia,data.Lesbian or gay,data.Total - gender,34.37
2018,data.British Columbia,data.Lesbian or gay,data.Male gender,33.75
2018,data.British Columbia,data.Lesbian or gay,data.Female gender,
2018,data.British Columbia,data.Lesbian or gay,data.Gender diverse,
2018,data.British Columbia,data.Bisexual or pansexual,data.Total - gender,54.78
2018,data.British Columbia,data.Bisexual or pansexual,data.Male gender,
2018,data.British Columbia,data.Bisexual or pansexual,data.Female gender,68.65
2018,data.British Columbia,data.Bisexual or pansexual,data.Gender diverse,
2018,data.British Columbia,data.Sexual orientation not elsewhere classified,data.Total - gender,
2018,data.British Columbia,data.Sexual orientation not elsewhere classified,data.Male gender,
2018,data.British Columbia,data.Sexual orientation not elsewhere classified,data.Female gender,
2018,data.British Columbia,data.Sexual orientation not elsewhere classified,data.Gender diverse,
2018,data.British Columbia,data.Not stated - sexual orientation,data.Total - gender,13.86
2018,data.British Columbia,data.Not stated - sexual orientation,data.Male gender,
2018,data.British Columbia,data.Not stated - sexual orientation,data.Female gender,24.28
2018,data.British Columbia,data.Not stated - sexual orientation,data.Gender diverse,
2018,data.Yukon,data.Total - age,data.Total - gender,32.67
2018,data.Yukon,data.Total - age,data.Male gender,16.47
2018,data.Yukon,data.Total - age,data.Female gender,49.55
2018,data.Yukon,data.Total - age,data.Gender diverse,
2018,data.Yukon,data.15 to 24 years,data.Total - gender,19.82
2018,data.Yukon,data.15 to 24 years,data.Male gender,
2018,data.Yukon,data.15 to 24 years,data.Female gender,
2018,data.Yukon,data.15 to 24 years,data.Gender diverse,
2018,data.Yukon,data.25 to 34 years,data.Total - gender,38.85
2018,data.Yukon,data.25 to 34 years,data.Male gender,20.29
2018,data.Yukon,data.25 to 34 years,data.Female gender,58.39
2018,data.Yukon,data.25 to 34 years,data.Gender diverse,
2018,data.Yukon,data.35 to 44 years,data.Total - gender,36.23
2018,data.Yukon,data.35 to 44 years,data.Male gender,12.43
2018,data.Yukon,data.35 to 44 years,data.Female gender,59.49
2018,data.Yukon,data.35 to 44 years,data.Gender diverse,
2018,data.Yukon,data.45 to 54 years,data.Total - gender,40.99
2018,data.Yukon,data.45 to 54 years,data.Male gender,26.73
2018,data.Yukon,data.45 to 54 years,data.Female gender,54.99
2018,data.Yukon,data.45 to 54 years,data.Gender diverse,
2018,data.Yukon,data.55 years and over,data.Total - gender,29.12
2018,data.Yukon,data.55 years and over,data.Male gender,17.49
2018,data.Yukon,data.55 years and over,data.Female gender,41.54
2018,data.Yukon,data.55 years and over,data.Gender diverse,
2018,data.Yukon,data.Total - immigrant status,data.Total - gender,32.67
2018,data.Yukon,data.Total - immigrant status,data.Male gender,16.47
2018,data.Yukon,data.Total - immigrant status,data.Female gender,49.55
2018,data.Yukon,data.Total - immigrant status,data.Gender diverse,
2018,data.Yukon,data.Non-immigrants,data.Total - gender,35.17
2018,data.Yukon,data.Non-immigrants,data.Male gender,17.15
2018,data.Yukon,data.Non-immigrants,data.Female gender,54.69
2018,data.Yukon,data.Non-immigrants,data.Gender diverse,
2018,data.Yukon,data.Immigrants,data.Total - gender,21.58
2018,data.Yukon,data.Immigrants,data.Male gender,13.21
2018,data.Yukon,data.Immigrants,data.Female gender,29.08
2018,data.Yukon,data.Immigrants,data.Gender diverse,
2018,data.Yukon,data.Not stated - immigrant status,data.Total - gender,
2018,data.Yukon,data.Not stated - immigrant status,data.Male gender,
2018,data.Yukon,data.Not stated - immigrant status,data.Female gender,
2018,data.Yukon,data.Not stated - immigrant status,data.Gender diverse,
2018,data.Yukon,data.Total - visible minority population,data.Total - gender,32.67
2018,data.Yukon,data.Total - visible minority population,data.Male gender,16.47
2018,data.Yukon,data.Total - visible minority population,data.Female gender,49.55
2018,data.Yukon,data.Total - visible minority population,data.Gender diverse,
2018,data.Yukon,data.Visible minority population,data.Total - gender,16.56
2018,data.Yukon,data.Visible minority population,data.Male gender,
2018,data.Yukon,data.Visible minority population,data.Female gender,
2018,data.Yukon,data.Visible minority population,data.Gender diverse,
2018,data.Yukon,data.Not a visible minority,data.Total - gender,34.52
2018,data.Yukon,data.Not a visible minority,data.Male gender,16.75
2018,data.Yukon,data.Not a visible minority,data.Female gender,53.43
2018,data.Yukon,data.Not a visible minority,data.Gender diverse,
2018,data.Yukon,data.Not stated - visible minority population,data.Total - gender,
2018,data.Yukon,data.Not stated - visible minority population,data.Male gender,
2018,data.Yukon,data.Not stated - visible minority population,data.Female gender,
2018,data.Yukon,data.Not stated - visible minority population,data.Gender diverse,
2018,data.Yukon,data.Total - population by indigenous identity,data.Total - gender,32.67
2018,data.Yukon,data.Total - population by indigenous identity,data.Male gender,16.47
2018,data.Yukon,data.Total - population by indigenous identity,data.Female gender,49.55
2018,data.Yukon,data.Total - population by indigenous identity,data.Gender diverse,
2018,data.Yukon,data.Indigenous identity,data.Total - gender,32.93
2018,data.Yukon,data.Indigenous identity,data.Male gender,10.94
2018,data.Yukon,data.Indigenous identity,data.Female gender,57.98
2018,data.Yukon,data.Indigenous identity,data.Gender diverse,
2018,data.Yukon,data.First Nations (North American Indian),data.Total - gender,33.18
2018,data.Yukon,data.First Nations (North American Indian),data.Male gender,11.65
2018,data.Yukon,data.First Nations (North American Indian),data.Female gender,60.55
2018,data.Yukon,data.First Nations (North American Indian),data.Gender diverse,
2018,data.Yukon,data.M�tis,data.Total - gender,
2018,data.Yukon,data.M�tis,data.Male gender,
2018,data.Yukon,data.M�tis,data.Female gender,
2018,data.Yukon,data.M�tis,data.Gender diverse,
2018,data.Yukon,data.Inuk (Inuit),data.Total - gender,
2018,data.Yukon,data.Inuk (Inuit),data.Male gender,
2018,data.Yukon,data.Inuk (Inuit),data.Female gender,
2018,data.Yukon,data.Inuk (Inuit),data.Gender diverse,
2018,data.Yukon,data.Other indigenous identity,data.Total - gender,
2018,data.Yukon,data.Other indigenous identity,data.Male gender,
2018,data.Yukon,data.Other indigenous identity,data.Female gender,
2018,data.Yukon,data.Other indigenous identity,data.Gender diverse,
2018,data.Yukon,data.Non-indigenous identity,data.Total - gender,32.47
2018,data.Yukon,data.Non-indigenous identity,data.Male gender,18.29
2018,data.Yukon,data.Non-indigenous identity,data.Female gender,46.79
2018,data.Yukon,data.Non-indigenous identity,data.Gender diverse,
2018,data.Yukon,data.Not stated - population by indigenous identity,data.Total - gender,
2018,data.Yukon,data.Not stated - population by indigenous identity,data.Male gender,
2018,data.Yukon,data.Not stated - population by indigenous identity,data.Female gender,
2018,data.Yukon,data.Not stated - population by indigenous identity,data.Gender diverse,
2018,data.Yukon,data.Total - disability status,data.Total - gender,32.67
2018,data.Yukon,data.Total - disability status,data.Male gender,16.47
2018,data.Yukon,data.Total - disability status,data.Female gender,49.55
2018,data.Yukon,data.Total - disability status,data.Gender diverse,
2018,data.Yukon,data.Has a disability,data.Total - gender,42.86
2018,data.Yukon,data.Has a disability,data.Male gender,20.52
2018,data.Yukon,data.Has a disability,data.Female gender,61.44
2018,data.Yukon,data.Has a disability,data.Gender diverse,
2018,data.Yukon,data.Does not have a disability,data.Total - gender,25.59
2018,data.Yukon,data.Does not have a disability,data.Male gender,14.15
2018,data.Yukon,data.Does not have a disability,data.Female gender,39.54
2018,data.Yukon,data.Does not have a disability,data.Gender diverse,
2018,data.Yukon,data.Total - sexual orientation,data.Total - gender,32.67
2018,data.Yukon,data.Total - sexual orientation,data.Male gender,16.47
2018,data.Yukon,data.Total - sexual orientation,data.Female gender,49.55
2018,data.Yukon,data.Total - sexual orientation,data.Gender diverse,
2018,data.Yukon,data.Heterosexual,data.Total - gender,31.56
2018,data.Yukon,data.Heterosexual,data.Male gender,16.19
2018,data.Yukon,data.Heterosexual,data.Female gender,48.28
2018,data.Yukon,data.Heterosexual,data.Gender diverse,
2018,data.Yukon,data.Sexual minority,data.Total - gender,
2018,data.Yukon,data.Sexual minority,data.Male gender,
2018,data.Yukon,data.Sexual minority,data.Female gender,
2018,data.Yukon,data.Sexual minority,data.Gender diverse,
2018,data.Yukon,data.Lesbian or gay,data.Total - gender,
2018,data.Yukon,data.Lesbian or gay,data.Male gender,
2018,data.Yukon,data.Lesbian or gay,data.Female gender,
2018,data.Yukon,data.Lesbian or gay,data.Gender diverse,
2018,data.Yukon,data.Bisexual or pansexual,data.Total - gender,
2018,data.Yukon,data.Bisexual or pansexual,data.Male gender,
2018,data.Yukon,data.Bisexual or pansexual,data.Female gender,
2018,data.Yukon,data.Bisexual or pansexual,data.Gender diverse,
2018,data.Yukon,data.Sexual orientation not elsewhere classified,data.Total - gender,
2018,data.Yukon,data.Sexual orientation not elsewhere classified,data.Male gender,
2018,data.Yukon,data.Sexual orientation not elsewhere classified,data.Female gender,
2018,data.Yukon,data.Sexual orientation not elsewhere classified,data.Gender diverse,
2018,data.Yukon,data.Not stated - sexual orientation,data.Total - gender,
2018,data.Yukon,data.Not stated - sexual orientation,data.Male gender,
2018,data.Yukon,data.Not stated - sexual orientation,data.Female gender,
2018,data.Yukon,data.Not stated - sexual orientation,data.Gender diverse,
2018,data.Northwest Territories,data.Total - age,data.Total - gender,24.3
2018,data.Northwest Territories,data.Total - age,data.Male gender,11.85
2018,data.Northwest Territories,data.Total - age,data.Female gender,37.04
2018,data.Northwest Territories,data.Total - age,data.Gender diverse,
2018,data.Northwest Territories,data.15 to 24 years,data.Total - gender,21.22
2018,data.Northwest Territories,data.15 to 24 years,data.Male gender,
2018,data.Northwest Territories,data.15 to 24 years,data.Female gender,
2018,data.Northwest Territories,data.15 to 24 years,data.Gender diverse,
2018,data.Northwest Territories,data.25 to 34 years,data.Total - gender,22.62
2018,data.Northwest Territories,data.25 to 34 years,data.Male gender,
2018,data.Northwest Territories,data.25 to 34 years,data.Female gender,35.99
2018,data.Northwest Territories,data.25 to 34 years,data.Gender diverse,
2018,data.Northwest Territories,data.35 to 44 years,data.Total - gender,28.27
2018,data.Northwest Territories,data.35 to 44 years,data.Male gender,17.06
2018,data.Northwest Territories,data.35 to 44 years,data.Female gender,39.53
2018,data.Northwest Territories,data.35 to 44 years,data.Gender diverse,
2018,data.Northwest Territories,data.45 to 54 years,data.Total - gender,30.79
2018,data.Northwest Territories,data.45 to 54 years,data.Male gender,15.3
2018,data.Northwest Territories,data.45 to 54 years,data.Female gender,46.94
2018,data.Northwest Territories,data.45 to 54 years,data.Gender diverse,
2018,data.Northwest Territories,data.55 years and over,data.Total - gender,20.54
2018,data.Northwest Territories,data.55 years and over,data.Male gender,10.07
2018,data.Northwest Territories,data.55 years and over,data.Female gender,32.15
2018,data.Northwest Territories,data.55 years and over,data.Gender diverse,
2018,data.Northwest Territories,data.Total - immigrant status,data.Total - gender,24.3
2018,data.Northwest Territories,data.Total - immigrant status,data.Male gender,11.85
2018,data.Northwest Territories,data.Total - immigrant status,data.Female gender,37.04
2018,data.Northwest Territories,data.Total - immigrant status,data.Gender diverse,
2018,data.Northwest Territories,data.Non-immigrants,data.Total - gender,24.97
2018,data.Northwest Territories,data.Non-immigrants,data.Male gender,10.71
2018,data.Northwest Territories,data.Non-immigrants,data.Female gender,39.55
2018,data.Northwest Territories,data.Non-immigrants,data.Gender diverse,
2018,data.Northwest Territories,data.Immigrants,data.Total - gender,19.68
2018,data.Northwest Territories,data.Immigrants,data.Male gender,19.83
2018,data.Northwest Territories,data.Immigrants,data.Female gender,19.54
2018,data.Northwest Territories,data.Immigrants,data.Gender diverse,
2018,data.Northwest Territories,data.Not stated - immigrant status,data.Total - gender,
2018,data.Northwest Territories,data.Not stated - immigrant status,data.Male gender,
2018,data.Northwest Territories,data.Not stated - immigrant status,data.Female gender,
2018,data.Northwest Territories,data.Not stated - immigrant status,data.Gender diverse,
2018,data.Northwest Territories,data.Total - visible minority population,data.Total - gender,24.3
2018,data.Northwest Territories,data.Total - visible minority population,data.Male gender,11.85
2018,data.Northwest Territories,data.Total - visible minority population,data.Female gender,37.04
2018,data.Northwest Territories,data.Total - visible minority population,data.Gender diverse,
2018,data.Northwest Territories,data.Visible minority population,data.Total - gender,13.05
2018,data.Northwest Territories,data.Visible minority population,data.Male gender,
2018,data.Northwest Territories,data.Visible minority population,data.Female gender,
2018,data.Northwest Territories,data.Visible minority population,data.Gender diverse,
2018,data.Northwest Territories,data.Not a visible minority,data.Total - gender,25.26
2018,data.Northwest Territories,data.Not a visible minority,data.Male gender,11.61
2018,data.Northwest Territories,data.Not a visible minority,data.Female gender,39.51
2018,data.Northwest Territories,data.Not a visible minority,data.Gender diverse,
2018,data.Northwest Territories,data.Not stated - visible minority population,data.Total - gender,
2018,data.Northwest Territories,data.Not stated - visible minority population,data.Male gender,
2018,data.Northwest Territories,data.Not stated - visible minority population,data.Female gender,
2018,data.Northwest Territories,data.Not stated - visible minority population,data.Gender diverse,
2018,data.Northwest Territories,data.Total - population by indigenous identity,data.Total - gender,24.3
2018,data.Northwest Territories,data.Total - population by indigenous identity,data.Male gender,11.85
2018,data.Northwest Territories,data.Total - population by indigenous identity,data.Female gender,37.04
2018,data.Northwest Territories,data.Total - population by indigenous identity,data.Gender diverse,
2018,data.Northwest Territories,data.Indigenous identity,data.Total - gender,21.45
2018,data.Northwest Territories,data.Indigenous identity,data.Male gender,9.51
2018,data.Northwest Territories,data.Indigenous identity,data.Female gender,34.29
2018,data.Northwest Territories,data.Indigenous identity,data.Gender diverse,
2018,data.Northwest Territories,data.First Nations (North American Indian),data.Total - gender,21.18
2018,data.Northwest Territories,data.First Nations (North American Indian),data.Male gender,
2018,data.Northwest Territories,data.First Nations (North American Indian),data.Female gender,38.04
2018,data.Northwest Territories,data.First Nations (North American Indian),data.Gender diverse,
2018,data.Northwest Territories,data.M�tis,data.Total - gender,18.65
2018,data.Northwest Territories,data.M�tis,data.Male gender,
2018,data.Northwest Territories,data.M�tis,data.Female gender,
2018,data.Northwest Territories,data.M�tis,data.Gender diverse,
2018,data.Northwest Territories,data.Inuk (Inuit),data.Total - gender,25.04
2018,data.Northwest Territories,data.Inuk (Inuit),data.Male gender,
2018,data.Northwest Territories,data.Inuk (Inuit),data.Female gender,
2018,data.Northwest Territories,data.Inuk (Inuit),data.Gender diverse,
2018,data.Northwest Territories,data.Other indigenous identity,data.Total - gender,
2018,data.Northwest Territories,data.Other indigenous identity,data.Male gender,
2018,data.Northwest Territories,data.Other indigenous identity,data.Female gender,
2018,data.Northwest Territories,data.Other indigenous identity,data.Gender diverse,
2018,data.Northwest Territories,data.Non-indigenous identity,data.Total - gender,26.66
2018,data.Northwest Territories,data.Non-indigenous identity,data.Male gender,13.83
2018,data.Northwest Territories,data.Non-indigenous identity,data.Female gender,39.19
2018,data.Northwest Territories,data.Non-indigenous identity,data.Gender diverse,
2018,data.Northwest Territories,data.Not stated - population by indigenous identity,data.Total - gender,
2018,data.Northwest Territories,data.Not stated - population by indigenous identity,data.Male gender,
2018,data.Northwest Territories,data.Not stated - population by indigenous identity,data.Female gender,
2018,data.Northwest Territories,data.Not stated - population by indigenous identity,data.Gender diverse,
2018,data.Northwest Territories,data.Total - disability status,data.Total - gender,24.3
2018,data.Northwest Territories,data.Total - disability status,data.Male gender,11.85
2018,data.Northwest Territories,data.Total - disability status,data.Female gender,37.04
2018,data.Northwest Territories,data.Total - disability status,data.Gender diverse,
2018,data.Northwest Territories,data.Has a disability,data.Total - gender,37.08
2018,data.Northwest Territories,data.Has a disability,data.Male gender,23.72
2018,data.Northwest Territories,data.Has a disability,data.Female gender,47.92
2018,data.Northwest Territories,data.Has a disability,data.Gender diverse,
2018,data.Northwest Territories,data.Does not have a disability,data.Total - gender,17.59
2018,data.Northwest Territories,data.Does not have a disability,data.Male gender,6.68
2018,data.Northwest Territories,data.Does not have a disability,data.Female gender,30.18
2018,data.Northwest Territories,data.Does not have a disability,data.Gender diverse,
2018,data.Northwest Territories,data.Total - sexual orientation,data.Total - gender,24.3
2018,data.Northwest Territories,data.Total - sexual orientation,data.Male gender,11.85
2018,data.Northwest Territories,data.Total - sexual orientation,data.Female gender,37.04
2018,data.Northwest Territories,data.Total - sexual orientation,data.Gender diverse,
2018,data.Northwest Territories,data.Heterosexual,data.Total - gender,23.31
2018,data.Northwest Territories,data.Heterosexual,data.Male gender,10.75
2018,data.Northwest Territories,data.Heterosexual,data.Female gender,36.78
2018,data.Northwest Territories,data.Heterosexual,data.Gender diverse,
2018,data.Northwest Territories,data.Sexual minority,data.Total - gender,
2018,data.Northwest Territories,data.Sexual minority,data.Male gender,
2018,data.Northwest Territories,data.Sexual minority,data.Female gender,
2018,data.Northwest Territories,data.Sexual minority,data.Gender diverse,
2018,data.Northwest Territories,data.Lesbian or gay,data.Total - gender,
2018,data.Northwest Territories,data.Lesbian or gay,data.Male gender,
2018,data.Northwest Territories,data.Lesbian or gay,data.Female gender,
2018,data.Northwest Territories,data.Lesbian or gay,data.Gender diverse,
2018,data.Northwest Territories,data.Bisexual or pansexual,data.Total - gender,
2018,data.Northwest Territories,data.Bisexual or pansexual,data.Male gender,
2018,data.Northwest Territories,data.Bisexual or pansexual,data.Female gender,
2018,data.Northwest Territories,data.Bisexual or pansexual,data.Gender diverse,
2018,data.Northwest Territories,data.Sexual orientation not elsewhere classified,data.Total - gender,
2018,data.Northwest Territories,data.Sexual orientation not elsewhere classified,data.Male gender,
2018,data.Northwest Territories,data.Sexual orientation not elsewhere classified,data.Female gender,
2018,data.Northwest Territories,data.Sexual orientation not elsewhere classified,data.Gender diverse,
2018,data.Northwest Territories,data.Not stated - sexual orientation,data.Total - gender,
2018,data.Northwest Territories,data.Not stated - sexual orientation,data.Male gender,
2018,data.Northwest Territories,data.Not stated - sexual orientation,data.Female gender,
2018,data.Northwest Territories,data.Not stated - sexual orientation,data.Gender diverse,
2018,data.Nunavut,data.Total - age,data.Total - gender,18.68
2018,data.Nunavut,data.Total - age,data.Male gender,7.84
2018,data.Nunavut,data.Total - age,data.Female gender,30.53
2018,data.Nunavut,data.Total - age,data.Gender diverse,
2018,data.Nunavut,data.15 to 24 years,data.Total - gender,13.97
2018,data.Nunavut,data.15 to 24 years,data.Male gender,
2018,data.Nunavut,data.15 to 24 years,data.Female gender,26.76
2018,data.Nunavut,data.15 to 24 years,data.Gender diverse,
2018,data.Nunavut,data.25 to 34 years,data.Total - gender,19.97
2018,data.Nunavut,data.25 to 34 years,data.Male gender,9.86
2018,data.Nunavut,data.25 to 34 years,data.Female gender,30.42
2018,data.Nunavut,data.25 to 34 years,data.Gender diverse,
2018,data.Nunavut,data.35 to 44 years,data.Total - gender,19.39
2018,data.Nunavut,data.35 to 44 years,data.Male gender,
2018,data.Nunavut,data.35 to 44 years,data.Female gender,33.65
2018,data.Nunavut,data.35 to 44 years,data.Gender diverse,
2018,data.Nunavut,data.45 to 54 years,data.Total - gender,22.14
2018,data.Nunavut,data.45 to 54 years,data.Male gender,10.69
2018,data.Nunavut,data.45 to 54 years,data.Female gender,35.32
2018,data.Nunavut,data.45 to 54 years,data.Gender diverse,
2018,data.Nunavut,data.55 years and over,data.Total - gender,19.23
2018,data.Nunavut,data.55 years and over,data.Male gender,
2018,data.Nunavut,data.55 years and over,data.Female gender,28.59
2018,data.Nunavut,data.55 years and over,data.Gender diverse,
2018,data.Nunavut,data.Total - immigrant status,data.Total - gender,18.68
2018,data.Nunavut,data.Total - immigrant status,data.Male gender,7.84
2018,data.Nunavut,data.Total - immigrant status,data.Female gender,30.53
2018,data.Nunavut,data.Total - immigrant status,data.Gender diverse,
2018,data.Nunavut,data.Non-immigrants,data.Total - gender,18.22
2018,data.Nunavut,data.Non-immigrants,data.Male gender,7.34
2018,data.Nunavut,data.Non-immigrants,data.Female gender,29.94
2018,data.Nunavut,data.Non-immigrants,data.Gender diverse,
