"Year","Geography","Education attainment level","Gender","Population characteristics","Age group","GeoCode","Value"
"2020","Alberta","Short-cycle tertiary","Men+","Total population","30 to 34 years",48,18
"2020","Alberta","Short-cycle tertiary","Women+","Total population","30 to 34 years",48,26
"2020","Alberta","Short-cycle tertiary","Total - Gender","Total population","35 to 44 years",48,23
"2020","Alberta","Short-cycle tertiary","Men+","Total population","35 to 44 years",48,18
"2020","Alberta","Short-cycle tertiary","Women+","Total population","35 to 44 years",48,28
"2020","Alberta","Short-cycle tertiary","Total - Gender","Total population","45 to 54 years",48,23
"2020","Alberta","Short-cycle tertiary","Men+","Total population","45 to 54 years",48,16
"2020","Alberta","Short-cycle tertiary","Women+","Total population","45 to 54 years",48,30
"2020","Alberta","Short-cycle tertiary","Total - Gender","Total population","55 to 64 years",48,22
"2020","Alberta","Short-cycle tertiary","Men+","Total population","55 to 64 years",48,16
"2020","Alberta","Short-cycle tertiary","Women+","Total population","55 to 64 years",48,28
"2020","Alberta","Bachelor's level","Total - Gender","Total population","Total, 25 to 64 years",48,23
"2020","Alberta","Bachelor's level","Men+","Total population","Total, 25 to 64 years",48,21
"2020","Alberta","Bachelor's level","Women+","Total population","Total, 25 to 64 years",48,26
"2020","Alberta","Bachelor's level","Total - Gender","Total population","25 to 34 years",48,29
"2020","Alberta","Bachelor's level","Men+","Total population","25 to 34 years",48,23
"2020","Alberta","Bachelor's level","Women+","Total population","25 to 34 years",48,34
"2020","Alberta","Bachelor's level","Total - Gender","Total population","30 to 34 years",48,29
"2020","Alberta","Bachelor's level","Men+","Total population","30 to 34 years",48,23
"2020","Alberta","Bachelor's level","Women+","Total population","30 to 34 years",48,35
"2020","Alberta","Bachelor's level","Total - Gender","Total population","35 to 44 years",48,24
"2020","Alberta","Bachelor's level","Men+","Total population","35 to 44 years",48,21
"2020","Alberta","Bachelor's level","Women+","Total population","35 to 44 years",48,28
"2020","Alberta","Bachelor's level","Total - Gender","Total population","45 to 54 years",48,23
"2020","Alberta","Bachelor's level","Men+","Total population","45 to 54 years",48,21
"2020","Alberta","Bachelor's level","Women+","Total population","45 to 54 years",48,25
"2020","Alberta","Bachelor's level","Total - Gender","Total population","55 to 64 years",48,17
"2020","Alberta","Bachelor's level","Men+","Total population","55 to 64 years",48,16
"2020","Alberta","Bachelor's level","Women+","Total population","55 to 64 years",48,17
"2020","Alberta","Master's or Doctoral level","Total - Gender","Total population","Total, 25 to 64 years",48,9
"2020","Alberta","Master's or Doctoral level","Men+","Total population","Total, 25 to 64 years",48,9
"2020","Alberta","Master's or Doctoral level","Women+","Total population","Total, 25 to 64 years",48,10
"2020","Alberta","Master's or Doctoral level","Total - Gender","Total population","25 to 34 years",48,8
"2020","Alberta","Master's or Doctoral level","Men+","Total population","25 to 34 years",48,8
"2020","Alberta","Master's or Doctoral level","Women+","Total population","25 to 34 years",48,9
"2020","Alberta","Master's or Doctoral level","Total - Gender","Total population","30 to 34 years",48,10
"2020","Alberta","Master's or Doctoral level","Men+","Total population","30 to 34 years",48,9
"2020","Alberta","Master's or Doctoral level","Women+","Total population","30 to 34 years",48,10
"2020","Alberta","Master's or Doctoral level","Total - Gender","Total population","35 to 44 years",48,11
"2020","Alberta","Master's or Doctoral level","Men+","Total population","35 to 44 years",48,10
"2020","Alberta","Master's or Doctoral level","Women+","Total population","35 to 44 years",48,13
"2020","Alberta","Master's or Doctoral level","Total - Gender","Total population","45 to 54 years",48,10
"2020","Alberta","Master's or Doctoral level","Men+","Total population","45 to 54 years",48,11
"2020","Alberta","Master's or Doctoral level","Women+","Total population","45 to 54 years",48,9
"2020","Alberta","Master's or Doctoral level","Total - Gender","Total population","55 to 64 years",48,8
"2020","Alberta","Master's or Doctoral level","Men+","Total population","55 to 64 years",48,9
"2020","Alberta","Master's or Doctoral level","Women+","Total population","55 to 64 years",48,7
"2020","British Columbia","Tertiary education","Total - Gender","Total population","Total, 25 to 64 years",59,59
"2020","British Columbia","Tertiary education","Men+","Total population","Total, 25 to 64 years",59,51
"2020","British Columbia","Tertiary education","Women+","Total population","Total, 25 to 64 years",59,68
"2020","British Columbia","Tertiary education","Total - Gender","Total population","25 to 34 years",59,64
"2020","British Columbia","Tertiary education","Men+","Total population","25 to 34 years",59,53
"2020","British Columbia","Tertiary education","Women+","Total population","25 to 34 years",59,75
"2020","British Columbia","Tertiary education","Total - Gender","Total population","30 to 34 years",59,66
"2020","British Columbia","Tertiary education","Men+","Total population","30 to 34 years",59,55
"2020","British Columbia","Tertiary education","Women+","Total population","30 to 34 years",59,77
"2020","British Columbia","Tertiary education","Total - Gender","Total population","35 to 44 years",59,64
"2020","British Columbia","Tertiary education","Men+","Total population","35 to 44 years",59,55
"2020","British Columbia","Tertiary education","Women+","Total population","35 to 44 years",59,74
"2020","British Columbia","Tertiary education","Total - Gender","Total population","45 to 54 years",59,59
"2020","British Columbia","Tertiary education","Men+","Total population","45 to 54 years",59,50
"2020","British Columbia","Tertiary education","Women+","Total population","45 to 54 years",59,67
"2020","British Columbia","Tertiary education","Total - Gender","Total population","55 to 64 years",59,50
"2020","British Columbia","Tertiary education","Men+","Total population","55 to 64 years",59,44
"2020","British Columbia","Tertiary education","Women+","Total population","55 to 64 years",59,56
"2020","British Columbia","Short-cycle tertiary","Total - Gender","Total population","Total, 25 to 64 years",59,23
"2020","British Columbia","Short-cycle tertiary","Men+","Total population","Total, 25 to 64 years",59,18
"2020","British Columbia","Short-cycle tertiary","Women+","Total population","Total, 25 to 64 years",59,29
"2020","British Columbia","Short-cycle tertiary","Total - Gender","Total population","25 to 34 years",59,21
"2020","British Columbia","Short-cycle tertiary","Men+","Total population","25 to 34 years",59,16
"2020","British Columbia","Short-cycle tertiary","Women+","Total population","25 to 34 years",59,26
"2020","British Columbia","Short-cycle tertiary","Total - Gender","Total population","30 to 34 years",59,23
"2020","British Columbia","Short-cycle tertiary","Men+","Total population","30 to 34 years",59,16
"2020","British Columbia","Short-cycle tertiary","Women+","Total population","30 to 34 years",59,29
"2020","British Columbia","Short-cycle tertiary","Total - Gender","Total population","35 to 44 years",59,24
"2020","British Columbia","Short-cycle tertiary","Men+","Total population","35 to 44 years",59,19
"2020","British Columbia","Short-cycle tertiary","Women+","Total population","35 to 44 years",59,29
"2020","British Columbia","Short-cycle tertiary","Total - Gender","Total population","45 to 54 years",59,25
"2020","British Columbia","Short-cycle tertiary","Men+","Total population","45 to 54 years",59,20
"2020","British Columbia","Short-cycle tertiary","Women+","Total population","45 to 54 years",59,30
"2020","British Columbia","Short-cycle tertiary","Total - Gender","Total population","55 to 64 years",59,24
"2020","British Columbia","Short-cycle tertiary","Men+","Total population","55 to 64 years",59,16
"2020","British Columbia","Short-cycle tertiary","Women+","Total population","55 to 64 years",59,30
"2020","British Columbia","Bachelor's level","Total - Gender","Total population","Total, 25 to 64 years",59,25
"2020","British Columbia","Bachelor's level","Men+","Total population","Total, 25 to 64 years",59,23
"2020","British Columbia","Bachelor's level","Women+","Total population","Total, 25 to 64 years",59,27
"2020","British Columbia","Bachelor's level","Total - Gender","Total population","25 to 34 years",59,32
"2020","British Columbia","Bachelor's level","Men+","Total population","25 to 34 years",59,28
"2020","British Columbia","Bachelor's level","Women+","Total population","25 to 34 years",59,37
"2020","British Columbia","Bachelor's level","Total - Gender","Total population","30 to 34 years",59,31
"2020","British Columbia","Bachelor's level","Men+","Total population","30 to 34 years",59,28
"2020","British Columbia","Bachelor's level","Women+","Total population","30 to 34 years",59,34
"2020","British Columbia","Bachelor's level","Total - Gender","Total population","35 to 44 years",59,27
"2020","British Columbia","Bachelor's level","Men+","Total population","35 to 44 years",59,24
"2020","British Columbia","Bachelor's level","Women+","Total population","35 to 44 years",59,30
"2020","British Columbia","Bachelor's level","Total - Gender","Total population","45 to 54 years",59,23
"2020","British Columbia","Bachelor's level","Men+","Total population","45 to 54 years",59,21
"2020","British Columbia","Bachelor's level","Women+","Total population","45 to 54 years",59,25
"2020","British Columbia","Bachelor's level","Total - Gender","Total population","55 to 64 years",59,17
"2020","British Columbia","Bachelor's level","Men+","Total population","55 to 64 years",59,18
"2020","British Columbia","Bachelor's level","Women+","Total population","55 to 64 years",59,16
"2020","British Columbia","Master's or Doctoral level","Total - Gender","Total population","Total, 25 to 64 years",59,11
"2020","British Columbia","Master's or Doctoral level","Men+","Total population","Total, 25 to 64 years",59,10
"2020","British Columbia","Master's or Doctoral level","Women+","Total population","Total, 25 to 64 years",59,12
"2020","British Columbia","Master's or Doctoral level","Total - Gender","Total population","25 to 34 years",59,11
"2020","British Columbia","Master's or Doctoral level","Men+","Total population","25 to 34 years",59,9
"2020","British Columbia","Master's or Doctoral level","Women+","Total population","25 to 34 years",59,12
"2020","British Columbia","Master's or Doctoral level","Total - Gender","Total population","30 to 34 years",59,12
"2020","British Columbia","Master's or Doctoral level","Men+","Total population","30 to 34 years",59,11
"2020","British Columbia","Master's or Doctoral level","Women+","Total population","30 to 34 years",59,14
"2020","British Columbia","Master's or Doctoral level","Total - Gender","Total population","35 to 44 years",59,13
"2020","British Columbia","Master's or Doctoral level","Men+","Total population","35 to 44 years",59,12
"2020","British Columbia","Master's or Doctoral level","Women+","Total population","35 to 44 years",59,14
"2020","British Columbia","Master's or Doctoral level","Total - Gender","Total population","45 to 54 years",59,11
"2020","British Columbia","Master's or Doctoral level","Men+","Total population","45 to 54 years",59,10
"2020","British Columbia","Master's or Doctoral level","Women+","Total population","45 to 54 years",59,12
"2020","British Columbia","Master's or Doctoral level","Total - Gender","Total population","55 to 64 years",59,10
"2020","British Columbia","Master's or Doctoral level","Men+","Total population","55 to 64 years",59,10
"2020","British Columbia","Master's or Doctoral level","Women+","Total population","55 to 64 years",59,9
"2020","Yukon","Tertiary education","Total - Gender","Total population","Total, 25 to 64 years",60,56
"2020","Yukon","Tertiary education","Men+","Total population","Total, 25 to 64 years",60,43
"2020","Yukon","Tertiary education","Women+","Total population","Total, 25 to 64 years",60,68
"2020","Yukon","Tertiary education","Total - Gender","Total population","25 to 34 years",60,50
"2020","Yukon","Tertiary education","Men+","Total population","25 to 34 years",60,41
"2020","Yukon","Tertiary education","Women+","Total population","25 to 34 years",60,59
"2020","Yukon","Tertiary education","Total - Gender","Total population","30 to 34 years",60,59
"2020","Yukon","Tertiary education","Men+","Total population","30 to 34 years",60,51
"2020","Yukon","Tertiary education","Women+","Total population","30 to 34 years",60,65
"2020","Yukon","Tertiary education","Total - Gender","Total population","35 to 44 years",60,60
"2020","Yukon","Tertiary education","Men+","Total population","35 to 44 years",60,45
"2020","Yukon","Tertiary education","Women+","Total population","35 to 44 years",60,74
"2020","Yukon","Tertiary education","Total - Gender","Total population","45 to 54 years",60,60
"2020","Yukon","Tertiary education","Men+","Total population","45 to 54 years",60,46
"2020","Yukon","Tertiary education","Women+","Total population","45 to 54 years",60,74
"2020","Yukon","Tertiary education","Total - Gender","Total population","55 to 64 years",60,52
"2020","Yukon","Tertiary education","Men+","Total population","55 to 64 years",60,39
"2020","Yukon","Tertiary education","Women+","Total population","55 to 64 years",60,65
"2020","Yukon","Short-cycle tertiary","Total - Gender","Total population","Total, 25 to 64 years",60,23
"2020","Yukon","Short-cycle tertiary","Men+","Total population","Total, 25 to 64 years",60,18
"2020","Yukon","Short-cycle tertiary","Women+","Total population","Total, 25 to 64 years",60,28
"2020","Yukon","Short-cycle tertiary","Total - Gender","Total population","25 to 34 years",60,19
"2020","Yukon","Short-cycle tertiary","Men+","Total population","25 to 34 years",60,18
"2020","Yukon","Short-cycle tertiary","Women+","Total population","25 to 34 years",60,20
"2020","Yukon","Short-cycle tertiary","Total - Gender","Total population","30 to 34 years",60,19
"2020","Yukon","Short-cycle tertiary","Men+","Total population","30 to 34 years",60,18
"2020","Yukon","Short-cycle tertiary","Women+","Total population","30 to 34 years",60,20
"2020","Yukon","Short-cycle tertiary","Total - Gender","Total population","35 to 44 years",60,23
"2020","Yukon","Short-cycle tertiary","Men+","Total population","35 to 44 years",60,17
"2020","Yukon","Short-cycle tertiary","Women+","Total population","35 to 44 years",60,29
"2020","Yukon","Short-cycle tertiary","Total - Gender","Total population","45 to 54 years",60,27
"2020","Yukon","Short-cycle tertiary","Men+","Total population","45 to 54 years",60,20
"2020","Yukon","Short-cycle tertiary","Women+","Total population","45 to 54 years",60,34
"2020","Yukon","Short-cycle tertiary","Total - Gender","Total population","55 to 64 years",60,23
"2020","Yukon","Short-cycle tertiary","Men+","Total population","55 to 64 years",60,16
"2020","Yukon","Short-cycle tertiary","Women+","Total population","55 to 64 years",60,30
"2020","Yukon","Bachelor's level","Total - Gender","Total population","Total, 25 to 64 years",60,20
"2020","Yukon","Bachelor's level","Men+","Total population","Total, 25 to 64 years",60,14
"2020","Yukon","Bachelor's level","Women+","Total population","Total, 25 to 64 years",60,25
"2020","Yukon","Bachelor's level","Total - Gender","Total population","25 to 34 years",60,19
"2020","Yukon","Bachelor's level","Men+","Total population","25 to 34 years",60,14
"2020","Yukon","Bachelor's level","Women+","Total population","25 to 34 years",60,24
"2020","Yukon","Bachelor's level","Total - Gender","Total population","30 to 34 years",60,24
"2020","Yukon","Bachelor's level","Men+","Total population","30 to 34 years",60,21
"2020","Yukon","Bachelor's level","Women+","Total population","30 to 34 years",60,26
"2020","Yukon","Bachelor's level","Total - Gender","Total population","35 to 44 years",60,18
"2020","Yukon","Bachelor's level","Men+","Total population","35 to 44 years",60,12
"2020","Yukon","Bachelor's level","Women+","Total population","35 to 44 years",60,25
"2020","Yukon","Bachelor's level","Total - Gender","Total population","45 to 54 years",60,24
"2020","Yukon","Bachelor's level","Men+","Total population","45 to 54 years",60,19
"2020","Yukon","Bachelor's level","Women+","Total population","45 to 54 years",60,29
"2020","Yukon","Bachelor's level","Total - Gender","Total population","55 to 64 years",60,19
"2020","Yukon","Bachelor's level","Men+","Total population","55 to 64 years",60,14
"2020","Yukon","Bachelor's level","Women+","Total population","55 to 64 years",60,24
"2020","Yukon","Master's or Doctoral level","Total - Gender","Total population","Total, 25 to 64 years",60,13
"2020","Yukon","Master's or Doctoral level","Men+","Total population","Total, 25 to 64 years",60,11
"2020","Yukon","Master's or Doctoral level","Women+","Total population","Total, 25 to 64 years",60,15
"2020","Yukon","Master's or Doctoral level","Total - Gender","Total population","25 to 34 years",60,12
"2020","Yukon","Master's or Doctoral level","Men+","Total population","25 to 34 years",60,8
"2020","Yukon","Master's or Doctoral level","Women+","Total population","25 to 34 years",60,15
"2020","Yukon","Master's or Doctoral level","Total - Gender","Total population","30 to 34 years",60,16
"2020","Yukon","Master's or Doctoral level","Men+","Total population","30 to 34 years",60,
"2020","Yukon","Master's or Doctoral level","Women+","Total population","30 to 34 years",60,19
"2020","Yukon","Master's or Doctoral level","Total - Gender","Total population","35 to 44 years",60,18
"2020","Yukon","Master's or Doctoral level","Men+","Total population","35 to 44 years",60,17
"2020","Yukon","Master's or Doctoral level","Women+","Total population","35 to 44 years",60,20
"2020","Yukon","Master's or Doctoral level","Total - Gender","Total population","45 to 54 years",60,9
"2020","Yukon","Master's or Doctoral level","Men+","Total population","45 to 54 years",60,7
"2020","Yukon","Master's or Doctoral level","Women+","Total population","45 to 54 years",60,11
"2020","Yukon","Master's or Doctoral level","Total - Gender","Total population","55 to 64 years",60,10
"2020","Yukon","Master's or Doctoral level","Men+","Total population","55 to 64 years",60,9
"2020","Yukon","Master's or Doctoral level","Women+","Total population","55 to 64 years",60,12
"2020","Northwest Territories","Tertiary education","Total - Gender","Total population","Total, 25 to 64 years",61,49
"2020","Northwest Territories","Tertiary education","Men+","Total population","Total, 25 to 64 years",61,39
"2020","Northwest Territories","Tertiary education","Women+","Total population","Total, 25 to 64 years",61,59
"2020","Northwest Territories","Tertiary education","Total - Gender","Total population","25 to 34 years",61,44
"2020","Northwest Territories","Tertiary education","Men+","Total population","25 to 34 years",61,31
"2020","Northwest Territories","Tertiary education","Women+","Total population","25 to 34 years",61,57
"2020","Northwest Territories","Tertiary education","Total - Gender","Total population","30 to 34 years",61,49
"2020","Northwest Territories","Tertiary education","Men+","Total population","30 to 34 years",61,34
"2020","Northwest Territories","Tertiary education","Women+","Total population","30 to 34 years",61,66
"2020","Northwest Territories","Tertiary education","Total - Gender","Total population","35 to 44 years",61,55
"2020","Northwest Territories","Tertiary education","Men+","Total population","35 to 44 years",61,47
"2020","Northwest Territories","Tertiary education","Women+","Total population","35 to 44 years",61,63
"2020","Northwest Territories","Tertiary education","Total - Gender","Total population","45 to 54 years",61,46
"2020","Northwest Territories","Tertiary education","Men+","Total population","45 to 54 years",61,35
"2020","Northwest Territories","Tertiary education","Women+","Total population","45 to 54 years",61,57
"2020","Northwest Territories","Tertiary education","Total - Gender","Total population","55 to 64 years",61,50
"2020","Northwest Territories","Tertiary education","Men+","Total population","55 to 64 years",61,42
"2020","Northwest Territories","Tertiary education","Women+","Total population","55 to 64 years",61,59
"2020","Northwest Territories","Short-cycle tertiary","Total - Gender","Total population","Total, 25 to 64 years",61,25
"2020","Northwest Territories","Short-cycle tertiary","Men+","Total population","Total, 25 to 64 years",61,19
"2020","Northwest Territories","Short-cycle tertiary","Women+","Total population","Total, 25 to 64 years",61,31
"2020","Northwest Territories","Short-cycle tertiary","Total - Gender","Total population","25 to 34 years",61,19
"2020","Northwest Territories","Short-cycle tertiary","Men+","Total population","25 to 34 years",61,14
"2020","Northwest Territories","Short-cycle tertiary","Women+","Total population","25 to 34 years",61,25
"2020","Northwest Territories","Short-cycle tertiary","Total - Gender","Total population","30 to 34 years",61,21
"2020","Northwest Territories","Short-cycle tertiary","Men+","Total population","30 to 34 years",61,16
"2020","Northwest Territories","Short-cycle tertiary","Women+","Total population","30 to 34 years",61,26
"2020","Northwest Territories","Short-cycle tertiary","Total - Gender","Total population","35 to 44 years",61,22
"2020","Northwest Territories","Short-cycle tertiary","Men+","Total population","35 to 44 years",61,15
"2020","Northwest Territories","Short-cycle tertiary","Women+","Total population","35 to 44 years",61,28
"2020","Northwest Territories","Short-cycle tertiary","Total - Gender","Total population","45 to 54 years",61,27
"2020","Northwest Territories","Short-cycle tertiary","Men+","Total population","45 to 54 years",61,24
"2020","Northwest Territories","Short-cycle tertiary","Women+","Total population","45 to 54 years",61,31
"2020","Northwest Territories","Short-cycle tertiary","Total - Gender","Total population","55 to 64 years",61,31
"2020","Northwest Territories","Short-cycle tertiary","Men+","Total population","55 to 64 years",61,22
"2020","Northwest Territories","Short-cycle tertiary","Women+","Total population","55 to 64 years",61,42
"2020","Northwest Territories","Bachelor's level","Total - Gender","Total population","Total, 25 to 64 years",61,17
"2020","Northwest Territories","Bachelor's level","Men+","Total population","Total, 25 to 64 years",61,14
"2020","Northwest Territories","Bachelor's level","Women+","Total population","Total, 25 to 64 years",61,20
"2020","Northwest Territories","Bachelor's level","Total - Gender","Total population","25 to 34 years",61,21
"2020","Northwest Territories","Bachelor's level","Men+","Total population","25 to 34 years",61,15
"2020","Northwest Territories","Bachelor's level","Women+","Total population","25 to 34 years",61,26
"2020","Northwest Territories","Bachelor's level","Total - Gender","Total population","30 to 34 years",61,23
"2020","Northwest Territories","Bachelor's level","Men+","Total population","30 to 34 years",61,15
"2020","Northwest Territories","Bachelor's level","Women+","Total population","30 to 34 years",61,32
"2020","Northwest Territories","Bachelor's level","Total - Gender","Total population","35 to 44 years",61,21
"2020","Northwest Territories","Bachelor's level","Men+","Total population","35 to 44 years",61,19
"2020","Northwest Territories","Bachelor's level","Women+","Total population","35 to 44 years",61,23
"2020","Northwest Territories","Bachelor's level","Total - Gender","Total population","45 to 54 years",61,13
"2020","Northwest Territories","Bachelor's level","Men+","Total population","45 to 54 years",61,10
"2020","Northwest Territories","Bachelor's level","Women+","Total population","45 to 54 years",61,17
"2020","Northwest Territories","Bachelor's level","Total - Gender","Total population","55 to 64 years",61,12
"2020","Northwest Territories","Bachelor's level","Men+","Total population","55 to 64 years",61,12
"2020","Northwest Territories","Bachelor's level","Women+","Total population","55 to 64 years",61,12
"2020","Northwest Territories","Master's or Doctoral level","Total - Gender","Total population","Total, 25 to 64 years",61,7
"2020","Northwest Territories","Master's or Doctoral level","Men+","Total population","Total, 25 to 64 years",61,6
"2020","Northwest Territories","Master's or Doctoral level","Women+","Total population","Total, 25 to 64 years",61,9
"2020","Northwest Territories","Master's or Doctoral level","Total - Gender","Total population","25 to 34 years",61,4
"2020","Northwest Territories","Master's or Doctoral level","Men+","Total population","25 to 34 years",61,
"2020","Northwest Territories","Master's or Doctoral level","Women+","Total population","25 to 34 years",61,
"2020","Northwest Territories","Master's or Doctoral level","Total - Gender","Total population","30 to 34 years",61,
"2020","Northwest Territories","Master's or Doctoral level","Men+","Total population","30 to 34 years",61,
"2020","Northwest Territories","Master's or Doctoral level","Women+","Total population","30 to 34 years",61,
"2020","Northwest Territories","Master's or Doctoral level","Total - Gender","Total population","35 to 44 years",61,13
"2020","Northwest Territories","Master's or Doctoral level","Men+","Total population","35 to 44 years",61,13
"2020","Northwest Territories","Master's or Doctoral level","Women+","Total population","35 to 44 years",61,13
"2020","Northwest Territories","Master's or Doctoral level","Total - Gender","Total population","45 to 54 years",61,6
"2020","Northwest Territories","Master's or Doctoral level","Men+","Total population","45 to 54 years",61,
"2020","Northwest Territories","Master's or Doctoral level","Women+","Total population","45 to 54 years",61,10
"2020","Northwest Territories","Master's or Doctoral level","Total - Gender","Total population","55 to 64 years",61,7
"2020","Northwest Territories","Master's or Doctoral level","Men+","Total population","55 to 64 years",61,8
"2020","Northwest Territories","Master's or Doctoral level","Women+","Total population","55 to 64 years",61,
"2020","Nunavut","Tertiary education","Total - Gender","Total population","Total, 25 to 64 years",62,39
"2020","Nunavut","Tertiary education","Men+","Total population","Total, 25 to 64 years",62,30
"2020","Nunavut","Tertiary education","Women+","Total population","Total, 25 to 64 years",62,48
"2020","Nunavut","Tertiary education","Total - Gender","Total population","25 to 34 years",62,38
"2020","Nunavut","Tertiary education","Men+","Total population","25 to 34 years",62,27
"2020","Nunavut","Tertiary education","Women+","Total population","25 to 34 years",62,48
"2020","Nunavut","Tertiary education","Total - Gender","Total population","30 to 34 years",62,46
"2020","Nunavut","Tertiary education","Men+","Total population","30 to 34 years",62,40
"2020","Nunavut","Tertiary education","Women+","Total population","30 to 34 years",62,51
"2020","Nunavut","Tertiary education","Total - Gender","Total population","35 to 44 years",62,40
"2020","Nunavut","Tertiary education","Men+","Total population","35 to 44 years",62,33
"2020","Nunavut","Tertiary education","Women+","Total population","35 to 44 years",62,47
"2020","Nunavut","Tertiary education","Total - Gender","Total population","45 to 54 years",62,39
"2020","Nunavut","Tertiary education","Men+","Total population","45 to 54 years",62,31
"2020","Nunavut","Tertiary education","Women+","Total population","45 to 54 years",62,49
"2020","Nunavut","Tertiary education","Total - Gender","Total population","55 to 64 years",62,37
"2020","Nunavut","Tertiary education","Men+","Total population","55 to 64 years",62,27
"2020","Nunavut","Tertiary education","Women+","Total population","55 to 64 years",62,47
"2020","Nunavut","Short-cycle tertiary","Total - Gender","Total population","Total, 25 to 64 years",62,23
"2020","Nunavut","Short-cycle tertiary","Men+","Total population","Total, 25 to 64 years",62,18
"2020","Nunavut","Short-cycle tertiary","Women+","Total population","Total, 25 to 64 years",62,28
"2020","Nunavut","Short-cycle tertiary","Total - Gender","Total population","25 to 34 years",62,22
"2020","Nunavut","Short-cycle tertiary","Men+","Total population","25 to 34 years",62,15
"2020","Nunavut","Short-cycle tertiary","Women+","Total population","25 to 34 years",62,27
"2020","Nunavut","Short-cycle tertiary","Total - Gender","Total population","30 to 34 years",62,22
"2020","Nunavut","Short-cycle tertiary","Men+","Total population","30 to 34 years",62,19
"2020","Nunavut","Short-cycle tertiary","Women+","Total population","30 to 34 years",62,25
"2020","Nunavut","Short-cycle tertiary","Total - Gender","Total population","35 to 44 years",62,23
"2020","Nunavut","Short-cycle tertiary","Men+","Total population","35 to 44 years",62,19
"2020","Nunavut","Short-cycle tertiary","Women+","Total population","35 to 44 years",62,28
"2020","Nunavut","Short-cycle tertiary","Total - Gender","Total population","45 to 54 years",62,22
"2020","Nunavut","Short-cycle tertiary","Men+","Total population","45 to 54 years",62,20
"2020","Nunavut","Short-cycle tertiary","Women+","Total population","45 to 54 years",62,26
"2020","Nunavut","Short-cycle tertiary","Total - Gender","Total population","55 to 64 years",62,28
"2020","Nunavut","Short-cycle tertiary","Men+","Total population","55 to 64 years",62,19
"2020","Nunavut","Short-cycle tertiary","Women+","Total population","55 to 64 years",62,37
"2020","Nunavut","Bachelor's level","Total - Gender","Total population","Total, 25 to 64 years",62,9
"2020","Nunavut","Bachelor's level","Men+","Total population","Total, 25 to 64 years",62,6
"2020","Nunavut","Bachelor's level","Women+","Total population","Total, 25 to 64 years",62,12
"2020","Nunavut","Bachelor's level","Total - Gender","Total population","25 to 34 years",62,9
"2020","Nunavut","Bachelor's level","Men+","Total population","25 to 34 years",62,
"2020","Nunavut","Bachelor's level","Women+","Total population","25 to 34 years",62,14
"2020","Nunavut","Bachelor's level","Total - Gender","Total population","30 to 34 years",62,11
"2020","Nunavut","Bachelor's level","Men+","Total population","30 to 34 years",62,
"2020","Nunavut","Bachelor's level","Women+","Total population","30 to 34 years",62,16
"2020","Nunavut","Bachelor's level","Total - Gender","Total population","35 to 44 years",62,11
"2020","Nunavut","Bachelor's level","Men+","Total population","35 to 44 years",62,11
"2020","Nunavut","Bachelor's level","Women+","Total population","35 to 44 years",62,12
"2020","Nunavut","Bachelor's level","Total - Gender","Total population","45 to 54 years",62,9
"2020","Nunavut","Bachelor's level","Men+","Total population","45 to 54 years",62,
"2020","Nunavut","Bachelor's level","Women+","Total population","45 to 54 years",62,13
"2020","Nunavut","Bachelor's level","Total - Gender","Total population","55 to 64 years",62,
"2020","Nunavut","Bachelor's level","Men+","Total population","55 to 64 years",62,
"2020","Nunavut","Bachelor's level","Women+","Total population","55 to 64 years",62,
"2020","Nunavut","Master's or Doctoral level","Total - Gender","Total population","Total, 25 to 64 years",62,7
"2020","Nunavut","Master's or Doctoral level","Men+","Total population","Total, 25 to 64 years",62,6
"2020","Nunavut","Master's or Doctoral level","Women+","Total population","Total, 25 to 64 years",62,8
"2020","Nunavut","Master's or Doctoral level","Total - Gender","Total population","25 to 34 years",62,8
"2020","Nunavut","Master's or Doctoral level","Men+","Total population","25 to 34 years",62,
"2020","Nunavut","Master's or Doctoral level","Women+","Total population","25 to 34 years",62,8
"2020","Nunavut","Master's or Doctoral level","Total - Gender","Total population","30 to 34 years",62,12
"2020","Nunavut","Master's or Doctoral level","Men+","Total population","30 to 34 years",62,
"2020","Nunavut","Master's or Doctoral level","Women+","Total population","30 to 34 years",62,
"2020","Nunavut","Master's or Doctoral level","Total - Gender","Total population","35 to 44 years",62,6
"2020","Nunavut","Master's or Doctoral level","Men+","Total population","35 to 44 years",62,
"2020","Nunavut","Master's or Doctoral level","Women+","Total population","35 to 44 years",62,
"2020","Nunavut","Master's or Doctoral level","Total - Gender","Total population","45 to 54 years",62,8
"2020","Nunavut","Master's or Doctoral level","Men+","Total population","45 to 54 years",62,
"2020","Nunavut","Master's or Doctoral level","Women+","Total population","45 to 54 years",62,
"2020","Nunavut","Master's or Doctoral level","Total - Gender","Total population","55 to 64 years",62,
"2020","Nunavut","Master's or Doctoral level","Men+","Total population","55 to 64 years",62,
"2020","Nunavut","Master's or Doctoral level","Women+","Total population","55 to 64 years",62,
"2021","Canada","Tertiary education","Men+","Total population","Total, 25 to 64 years",,55
"2021","Canada","Tertiary education","Women+","Total population","Total, 25 to 64 years",,68
"2021","Canada","Tertiary education","Total - Gender","Total population","25 to 34 years",,66
"2021","Canada","Tertiary education","Men+","Total population","25 to 34 years",,58
"2021","Canada","Tertiary education","Women+","Total population","25 to 34 years",,75
"2021","Canada","Tertiary education","Total - Gender","Total population","30 to 34 years",,68
