"Year","Geography","Industries","Environmental management practices","GeoCode","Value","Environmental protection activities"
"2020","Newfoundland and Labrador","Total, industries",,10,,"Clean vehicles and transportation technologies"
"2020","Newfoundland and Labrador","Total, industries",,10,8.4,"Other environmental protection activities"
"2020","Prince Edward Island","Total, industries",,11,84.1,"Total, environmental protection activities"
"2020","Prince Edward Island","Total, industries",,11,82.2,"Solid waste management"
"2020","Prince Edward Island","Total, industries",,11,54.2,"Wastewater management"
"2020","Prince Edward Island","Total, industries",,11,8.4,"Air pollution management"
"2020","Prince Edward Island","Total, industries",,11,5.6,"Protection and remediation of soil, groundwater and surface water"
"2020","Prince Edward Island","Total, industries",,11,3.7,"Protection of biodiversity and habitat"
"2020","Prince Edward Island","Total, industries",,11,2.8,"Noise and vibration abatement"
"2020","Prince Edward Island","Total, industries",,11,0,"Protection against radiation"
"2020","Prince Edward Island","Total, industries",,11,4.7,"Environmental charges"
"2020","Prince Edward Island","Total, industries",,11,,"Clean vehicles and transportation technologies"
"2020","Prince Edward Island","Total, industries",,11,5.6,"Other environmental protection activities"
"2020","Nova Scotia","Total, industries",,12,80.4,"Total, environmental protection activities"
"2020","Nova Scotia","Total, industries",,12,79.8,"Solid waste management"
"2020","Nova Scotia","Total, industries",,12,54.8,"Wastewater management"
"2020","Nova Scotia","Total, industries",,12,6.1,"Air pollution management"
"2020","Nova Scotia","Total, industries",,12,12.4,"Protection and remediation of soil, groundwater and surface water"
"2020","Nova Scotia","Total, industries",,12,8,"Protection of biodiversity and habitat"
"2020","Nova Scotia","Total, industries",,12,3.4,"Noise and vibration abatement"
"2020","Nova Scotia","Total, industries",,12,0,"Protection against radiation"
"2020","Nova Scotia","Total, industries",,12,7.1,"Environmental charges"
"2020","Nova Scotia","Total, industries",,12,,"Clean vehicles and transportation technologies"
"2020","Nova Scotia","Total, industries",,12,5.8,"Other environmental protection activities"
"2020","New Brunswick","Total, industries",,13,85.1,"Total, environmental protection activities"
"2020","New Brunswick","Total, industries",,13,83.5,"Solid waste management"
"2020","New Brunswick","Total, industries",,13,65.1,"Wastewater management"
"2020","New Brunswick","Total, industries",,13,9.1,"Air pollution management"
"2020","New Brunswick","Total, industries",,13,12.1,"Protection and remediation of soil, groundwater and surface water"
"2020","New Brunswick","Total, industries",,13,8.1,"Protection of biodiversity and habitat"
"2020","New Brunswick","Total, industries",,13,,"Noise and vibration abatement"
"2020","New Brunswick","Total, industries",,13,,"Protection against radiation"
"2020","New Brunswick","Total, industries",,13,12.5,"Environmental charges"
"2020","New Brunswick","Total, industries",,13,,"Clean vehicles and transportation technologies"
"2020","New Brunswick","Total, industries",,13,6.7,"Other environmental protection activities"
"2020","Quebec","Total, industries",,24,87.7,"Total, environmental protection activities"
"2020","Quebec","Total, industries",,24,85.8,"Solid waste management"
"2020","Quebec","Total, industries",,24,65.9,"Wastewater management"
"2020","Quebec","Total, industries",,24,14.5,"Air pollution management"
"2020","Quebec","Total, industries",,24,6.4,"Protection and remediation of soil, groundwater and surface water"
"2020","Quebec","Total, industries",,24,1.8,"Protection of biodiversity and habitat"
"2020","Quebec","Total, industries",,24,4.1,"Noise and vibration abatement"
"2020","Quebec","Total, industries",,24,0.5,"Protection against radiation"
"2020","Quebec","Total, industries",,24,6.8,"Environmental charges"
"2020","Quebec","Total, industries",,24,4,"Clean vehicles and transportation technologies"
"2020","Quebec","Total, industries",,24,7.1,"Other environmental protection activities"
"2020","Ontario","Total, industries",,35,87.4,"Total, environmental protection activities"
"2020","Ontario","Total, industries",,35,85.8,"Solid waste management"
"2020","Ontario","Total, industries",,35,60,"Wastewater management"
"2020","Ontario","Total, industries",,35,14.5,"Air pollution management"
"2020","Ontario","Total, industries",,35,7,"Protection and remediation of soil, groundwater and surface water"
"2020","Ontario","Total, industries",,35,1.6,"Protection of biodiversity and habitat"
"2020","Ontario","Total, industries",,35,6.9,"Noise and vibration abatement"
"2020","Ontario","Total, industries",,35,0.4,"Protection against radiation"
"2020","Ontario","Total, industries",,35,12.5,"Environmental charges"
"2020","Ontario","Total, industries",,35,4.5,"Clean vehicles and transportation technologies"
"2020","Ontario","Total, industries",,35,5.5,"Other environmental protection activities"
"2020","Prairie provinces","Total, industries",,,87.6,"Total, environmental protection activities"
"2020","Prairie provinces","Total, industries",,,85.3,"Solid waste management"
"2020","Prairie provinces","Total, industries",,,66.9,"Wastewater management"
"2020","Prairie provinces","Total, industries",,,17.1,"Air pollution management"
"2020","Prairie provinces","Total, industries",,,13.6,"Protection and remediation of soil, groundwater and surface water"
"2020","Prairie provinces","Total, industries",,,7,"Protection of biodiversity and habitat"
"2020","Prairie provinces","Total, industries",,,4.6,"Noise and vibration abatement"
"2020","Prairie provinces","Total, industries",,,1,"Protection against radiation"
"2020","Prairie provinces","Total, industries",,,13,"Environmental charges"
"2020","Prairie provinces","Total, industries",,,1.9,"Clean vehicles and transportation technologies"
"2020","Prairie provinces","Total, industries",,,12.4,"Other environmental protection activities"
"2020","Manitoba","Total, industries",,46,88.5,"Total, environmental protection activities"
"2020","Manitoba","Total, industries",,46,82.9,"Solid waste management"
"2020","Manitoba","Total, industries",,46,73.7,"Wastewater management"
"2020","Manitoba","Total, industries",,46,13.7,"Air pollution management"
"2020","Manitoba","Total, industries",,46,6.8,"Protection and remediation of soil, groundwater and surface water"
"2020","Manitoba","Total, industries",,46,1.5,"Protection of biodiversity and habitat"
"2020","Manitoba","Total, industries",,46,1.7,"Noise and vibration abatement"
"2020","Manitoba","Total, industries",,46,0.6,"Protection against radiation"
"2020","Manitoba","Total, industries",,46,13.5,"Environmental charges"
"2020","Manitoba","Total, industries",,46,2.9,"Clean vehicles and transportation technologies"
"2020","Manitoba","Total, industries",,46,10.5,"Other environmental protection activities"
"2020","Saskatchewan","Total, industries",,47,92.1,"Total, environmental protection activities"
"2020","Saskatchewan","Total, industries",,47,90.4,"Solid waste management"
"2020","Saskatchewan","Total, industries",,47,71.4,"Wastewater management"
"2020","Saskatchewan","Total, industries",,47,15.3,"Air pollution management"
"2020","Saskatchewan","Total, industries",,47,15.7,"Protection and remediation of soil, groundwater and surface water"
"2020","Saskatchewan","Total, industries",,47,10,"Protection of biodiversity and habitat"
"2020","Saskatchewan","Total, industries",,47,6,"Noise and vibration abatement"
"2020","Saskatchewan","Total, industries",,47,1.2,"Protection against radiation"
"2020","Saskatchewan","Total, industries",,47,10.3,"Environmental charges"
"2020","Saskatchewan","Total, industries",,47,1.8,"Clean vehicles and transportation technologies"
"2020","Saskatchewan","Total, industries",,47,11.9,"Other environmental protection activities"
"2020","Alberta","Total, industries",,48,86.3,"Total, environmental protection activities"
"2020","Alberta","Total, industries",,48,84.6,"Solid waste management"
"2020","Alberta","Total, industries",,48,64,"Wastewater management"
"2020","Alberta","Total, industries",,48,18.4,"Air pollution management"
"2020","Alberta","Total, industries",,48,14.8,"Protection and remediation of soil, groundwater and surface water"
"2020","Alberta","Total, industries",,48,7.7,"Protection of biodiversity and habitat"
"2020","Alberta","Total, industries",,48,5,"Noise and vibration abatement"
"2020","Alberta","Total, industries",,48,1,"Protection against radiation"
"2020","Alberta","Total, industries",,48,13.5,"Environmental charges"
"2020","Alberta","Total, industries",,48,1.7,"Clean vehicles and transportation technologies"
"2020","Alberta","Total, industries",,48,13,"Other environmental protection activities"
"2020","British Columbia","Total, industries",,59,81.7,"Total, environmental protection activities"
"2020","British Columbia","Total, industries",,59,79.8,"Solid waste management"
"2020","British Columbia","Total, industries",,59,53.4,"Wastewater management"
"2020","British Columbia","Total, industries",,59,12.8,"Air pollution management"
"2020","British Columbia","Total, industries",,59,8.9,"Protection and remediation of soil, groundwater and surface water"
"2020","British Columbia","Total, industries",,59,4.6,"Protection of biodiversity and habitat"
"2020","British Columbia","Total, industries",,59,3.6,"Noise and vibration abatement"
"2020","British Columbia","Total, industries",,59,0.5,"Protection against radiation"
"2020","British Columbia","Total, industries",,59,13.9,"Environmental charges"
"2020","British Columbia","Total, industries",,59,4.1,"Clean vehicles and transportation technologies"
"2020","British Columbia","Total, industries",,59,5.9,"Other environmental protection activities"
"2020","Territories","Total, industries",,,77.2,"Total, environmental protection activities"
"2020","Territories","Total, industries",,,71,"Solid waste management"
"2020","Territories","Total, industries",,,58.5,"Wastewater management"
"2020","Territories","Total, industries",,,15.5,"Air pollution management"
"2020","Territories","Total, industries",,,29,"Protection and remediation of soil, groundwater and surface water"
"2020","Territories","Total, industries",,,24.4,"Protection of biodiversity and habitat"
"2020","Territories","Total, industries",,,10.9,"Noise and vibration abatement"
"2020","Territories","Total, industries",,,,"Protection against radiation"
"2020","Territories","Total, industries",,,14,"Environmental charges"
"2020","Territories","Total, industries",,,0,"Clean vehicles and transportation technologies"
"2020","Territories","Total, industries",,,18.7,"Other environmental protection activities"
"2021","Canada","Total, industries",,,84.3,"Solid waste management"
"2021","Canada","Total, industries",,,60.8,"Wastewater management"
"2021","Canada","Total, industries",,,16.4,"Air pollution management"
"2021","Canada","Total, industries",,,11.1,"Protection and remediation of soil, groundwater and surface water"
"2021","Canada","Total, industries",,,4.9,"Protection of biodiversity and habitat"
"2021","Canada","Total, industries",,,7.8,"Noise and vibration abatement"
"2021","Canada","Total, industries",,,2.6,"Protection against radiation"
"2021","Canada","Total, industries",,,13.3,"Environmental charges"
"2021","Canada","Total, industries",,,2.7,"Clean vehicles and transportation technologies"
"2021","Canada","Total, industries",,,9.9,"Other environmental protection activities"
"2021","Canada","Logging (except contract)",,,70.4,"Total, environmental protection activities"
"2021","Canada","Logging (except contract)",,,68.6,"Solid waste management"
"2021","Canada","Logging (except contract)",,,57.6,"Wastewater management"
"2021","Canada","Logging (except contract)",,,0,"Air pollution management"
"2021","Canada","Logging (except contract)",,,5.1,"Protection and remediation of soil, groundwater and surface water"
"2021","Canada","Logging (except contract)",,,3.5,"Protection of biodiversity and habitat"
"2021","Canada","Logging (except contract)",,,2.4,"Noise and vibration abatement"
"2021","Canada","Logging (except contract)",,,0,"Protection against radiation"
"2021","Canada","Logging (except contract)",,,18.5,"Environmental charges"
"2021","Canada","Logging (except contract)",,,,"Clean vehicles and transportation technologies"
"2021","Canada","Logging (except contract)",,,2.5,"Other environmental protection activities"
"2021","Canada","Oil and gas extraction",,,91.9,"Total, environmental protection activities"
"2021","Canada","Oil and gas extraction",,,88.2,"Solid waste management"
"2021","Canada","Oil and gas extraction",,,79.8,"Wastewater management"
"2021","Canada","Oil and gas extraction",,,73.2,"Air pollution management"
"2021","Canada","Oil and gas extraction",,,84.1,"Protection and remediation of soil, groundwater and surface water"
"2021","Canada","Oil and gas extraction",,,33.8,"Protection of biodiversity and habitat"
"2021","Canada","Oil and gas extraction",,,29.8,"Noise and vibration abatement"
"2021","Canada","Oil and gas extraction",,,6.5,"Protection against radiation"
"2021","Canada","Oil and gas extraction",,,44.5,"Environmental charges"
"2021","Canada","Oil and gas extraction",,,,"Clean vehicles and transportation technologies"
"2021","Canada","Oil and gas extraction",,,35.7,"Other environmental protection activities"
"2021","Canada","Mining and quarrying",,,100,"Total, environmental protection activities"
"2021","Canada","Mining and quarrying",,,96.3,"Solid waste management"
"2021","Canada","Mining and quarrying",,,92.6,"Wastewater management"
"2021","Canada","Mining and quarrying",,,72.8,"Air pollution management"
"2021","Canada","Mining and quarrying",,,77.8,"Protection and remediation of soil, groundwater and surface water"
"2021","Canada","Mining and quarrying",,,58,"Protection of biodiversity and habitat"
"2021","Canada","Mining and quarrying",,,30.9,"Noise and vibration abatement"
"2021","Canada","Mining and quarrying",,,4.9,"Protection against radiation"
"2021","Canada","Mining and quarrying",,,70.4,"Environmental charges"
"2021","Canada","Mining and quarrying",,,21,"Clean vehicles and transportation technologies"
"2021","Canada","Mining and quarrying",,,61.7,"Other environmental protection activities"
"2021","Canada","Electric power generation, transmission and distribution",,,85.8,"Total, environmental protection activities"
"2021","Canada","Electric power generation, transmission and distribution",,,83.6,"Solid waste management"
"2021","Canada","Electric power generation, transmission and distribution",,,77.9,"Wastewater management"
"2021","Canada","Electric power generation, transmission and distribution",,,36.2,"Air pollution management"
"2021","Canada","Electric power generation, transmission and distribution",,,30.5,"Protection and remediation of soil, groundwater and surface water"
"2021","Canada","Electric power generation, transmission and distribution",,,27.5,"Protection of biodiversity and habitat"
"2021","Canada","Electric power generation, transmission and distribution",,,12.7,"Noise and vibration abatement"
"2021","Canada","Electric power generation, transmission and distribution",,,5,"Protection against radiation"
"2021","Canada","Electric power generation, transmission and distribution",,,29.9,"Environmental charges"
"2021","Canada","Electric power generation, transmission and distribution",,,10.5,"Clean vehicles and transportation technologies"
"2021","Canada","Electric power generation, transmission and distribution",,,39.5,"Other environmental protection activities"
"2021","Canada","Natural gas distribution",,,50,"Total, environmental protection activities"
"2021","Canada","Natural gas distribution",,,50,"Solid waste management"
"2021","Canada","Natural gas distribution",,,39.3,"Wastewater management"
"2021","Canada","Natural gas distribution",,,28.6,"Air pollution management"
"2021","Canada","Natural gas distribution",,,21.4,"Protection and remediation of soil, groundwater and surface water"
"2021","Canada","Natural gas distribution",,,14.3,"Protection of biodiversity and habitat"
"2021","Canada","Natural gas distribution",,,17.9,"Noise and vibration abatement"
"2021","Canada","Natural gas distribution",,,0,"Protection against radiation"
"2021","Canada","Natural gas distribution",,,14.3,"Environmental charges"
"2021","Canada","Natural gas distribution",,,14.3,"Clean vehicles and transportation technologies"
"2021","Canada","Natural gas distribution",,,32.1,"Other environmental protection activities"
"2021","Canada","Food manufacturing",,,94,"Total, environmental protection activities"
"2021","Canada","Food manufacturing",,,92.3,"Solid waste management"
"2021","Canada","Food manufacturing",,,82.1,"Wastewater management"
"2021","Canada","Food manufacturing",,,12.8,"Air pollution management"
"2021","Canada","Food manufacturing",,,5.4,"Protection and remediation of soil, groundwater and surface water"
"2021","Canada","Food manufacturing",,,0.9,"Protection of biodiversity and habitat"
"2021","Canada","Food manufacturing",,,4.4,"Noise and vibration abatement"
"2021","Canada","Food manufacturing",,,0.4,"Protection against radiation"
"2021","Canada","Food manufacturing",,,26,"Environmental charges"
"2021","Canada","Food manufacturing",,,0.9,"Clean vehicles and transportation technologies"
"2021","Canada","Food manufacturing",,,10.7,"Other environmental protection activities"
"2021","Canada","Beverage and tobacco product manufacturing",,,95,"Total, environmental protection activities"
"2021","Canada","Beverage and tobacco product manufacturing",,,90.4,"Solid waste management"
"2021","Canada","Beverage and tobacco product manufacturing",,,75.3,"Wastewater management"
"2021","Canada","Beverage and tobacco product manufacturing",,,13.4,"Air pollution management"
"2021","Canada","Beverage and tobacco product manufacturing",,,3.3,"Protection and remediation of soil, groundwater and surface water"
"2021","Canada","Beverage and tobacco product manufacturing",,,4,"Protection of biodiversity and habitat"
"2021","Canada","Beverage and tobacco product manufacturing",,,6.1,"Noise and vibration abatement"
"2021","Canada","Beverage and tobacco product manufacturing",,,6.3,"Protection against radiation"
"2021","Canada","Beverage and tobacco product manufacturing",,,7.4,"Environmental charges"
"2021","Canada","Beverage and tobacco product manufacturing",,,0.9,"Clean vehicles and transportation technologies"
"2021","Canada","Beverage and tobacco product manufacturing",,,4.4,"Other environmental protection activities"
"2021","Canada","Wood product manufacturing",,,91.2,"Total, environmental protection activities"
"2021","Canada","Wood product manufacturing",,,90.1,"Solid waste management"
"2021","Canada","Wood product manufacturing",,,63.9,"Wastewater management"
"2021","Canada","Wood product manufacturing",,,21.2,"Air pollution management"
"2021","Canada","Wood product manufacturing",,,19.3,"Protection and remediation of soil, groundwater and surface water"
"2021","Canada","Wood product manufacturing",,,6.3,"Protection of biodiversity and habitat"
"2021","Canada","Wood product manufacturing",,,3.3,"Noise and vibration abatement"
"2021","Canada","Wood product manufacturing",,,,"Protection against radiation"
"2021","Canada","Wood product manufacturing",,,12.7,"Environmental charges"
"2021","Canada","Wood product manufacturing",,,1.9,"Clean vehicles and transportation technologies"
"2021","Canada","Wood product manufacturing",,,9.1,"Other environmental protection activities"
"2021","Canada","Paper manufacturing",,,99.4,"Total, environmental protection activities"
"2021","Canada","Paper manufacturing",,,99.4,"Solid waste management"
"2021","Canada","Paper manufacturing",,,87,"Wastewater management"
"2021","Canada","Paper manufacturing",,,46,"Air pollution management"
"2021","Canada","Paper manufacturing",,,33.6,"Protection and remediation of soil, groundwater and surface water"
"2021","Canada","Paper manufacturing",,,9.3,"Protection of biodiversity and habitat"
"2021","Canada","Paper manufacturing",,,17.9,"Noise and vibration abatement"
"2021","Canada","Paper manufacturing",,,0,"Protection against radiation"
"2021","Canada","Paper manufacturing",,,46,"Environmental charges"
"2021","Canada","Paper manufacturing",,,2.7,"Clean vehicles and transportation technologies"
"2021","Canada","Paper manufacturing",,,32.3,"Other environmental protection activities"
"2021","Canada","Petroleum and coal product manufacturing",,,86.7,"Total, environmental protection activities"
"2021","Canada","Petroleum and coal product manufacturing",,,86.7,"Solid waste management"
"2021","Canada","Petroleum and coal product manufacturing",,,80,"Wastewater management"
"2021","Canada","Petroleum and coal product manufacturing",,,63.3,"Air pollution management"
"2021","Canada","Petroleum and coal product manufacturing",,,60,"Protection and remediation of soil, groundwater and surface water"
"2021","Canada","Petroleum and coal product manufacturing",,,26.7,"Protection of biodiversity and habitat"
"2021","Canada","Petroleum and coal product manufacturing",,,23.3,"Noise and vibration abatement"
"2021","Canada","Petroleum and coal product manufacturing",,,,"Protection against radiation"
"2021","Canada","Petroleum and coal product manufacturing",,,60,"Environmental charges"
"2021","Canada","Petroleum and coal product manufacturing",,,,"Clean vehicles and transportation technologies"
"2021","Canada","Petroleum and coal product manufacturing",,,36.7,"Other environmental protection activities"
"2021","Canada","Chemical manufacturing",,,96.3,"Total, environmental protection activities"
"2021","Canada","Chemical manufacturing",,,94,"Solid waste management"
"2021","Canada","Chemical manufacturing",,,79.5,"Wastewater management"
"2021","Canada","Chemical manufacturing",,,41.7,"Air pollution management"
"2021","Canada","Chemical manufacturing",,,36,"Protection and remediation of soil, groundwater and surface water"
"2021","Canada","Chemical manufacturing",,,7.4,"Protection of biodiversity and habitat"
"2021","Canada","Chemical manufacturing",,,13.2,"Noise and vibration abatement"
"2021","Canada","Chemical manufacturing",,,3.1,"Protection against radiation"
"2021","Canada","Chemical manufacturing",,,35.7,"Environmental charges"
"2021","Canada","Chemical manufacturing",,,3.6,"Clean vehicles and transportation technologies"
"2021","Canada","Chemical manufacturing",,,31.5,"Other environmental protection activities"
"2021","Canada","Non-metallic mineral product manufacturing",,,94.3,"Total, environmental protection activities"
"2021","Canada","Non-metallic mineral product manufacturing",,,90.9,"Solid waste management"
"2021","Canada","Non-metallic mineral product manufacturing",,,72.9,"Wastewater management"
"2021","Canada","Non-metallic mineral product manufacturing",,,43.1,"Air pollution management"
"2021","Canada","Non-metallic mineral product manufacturing",,,20,"Protection and remediation of soil, groundwater and surface water"
"2021","Canada","Non-metallic mineral product manufacturing",,,0.4,"Protection of biodiversity and habitat"
"2021","Canada","Non-metallic mineral product manufacturing",,,15.5,"Noise and vibration abatement"
"2021","Canada","Non-metallic mineral product manufacturing",,,,"Protection against radiation"
"2021","Canada","Non-metallic mineral product manufacturing",,,16.4,"Environmental charges"
"2021","Canada","Non-metallic mineral product manufacturing",,,0.6,"Clean vehicles and transportation technologies"
"2021","Canada","Non-metallic mineral product manufacturing",,,12.7,"Other environmental protection activities"
"2021","Canada","Primary metal manufacturing",,,95.4,"Total, environmental protection activities"
"2021","Canada","Primary metal manufacturing",,,94.6,"Solid waste management"
"2021","Canada","Primary metal manufacturing",,,78.4,"Wastewater management"
"2021","Canada","Primary metal manufacturing",,,58.4,"Air pollution management"
"2021","Canada","Primary metal manufacturing",,,41,"Protection and remediation of soil, groundwater and surface water"
"2021","Canada","Primary metal manufacturing",,,12.9,"Protection of biodiversity and habitat"
"2021","Canada","Primary metal manufacturing",,,19.2,"Noise and vibration abatement"
"2021","Canada","Primary metal manufacturing",,,9.9,"Protection against radiation"
"2021","Canada","Primary metal manufacturing",,,53.7,"Environmental charges"
"2021","Canada","Primary metal manufacturing",,,10.4,"Clean vehicles and transportation technologies"
"2021","Canada","Primary metal manufacturing",,,43.7,"Other environmental protection activities"
"2021","Canada","Fabricated metal product manufacturing",,,86.3,"Total, environmental protection activities"
"2021","Canada","Fabricated metal product manufacturing",,,83.8,"Solid waste management"
"2021","Canada","Fabricated metal product manufacturing",,,57.5,"Wastewater management"
"2021","Canada","Fabricated metal product manufacturing",,,11.8,"Air pollution management"
"2021","Canada","Fabricated metal product manufacturing",,,1.5,"Protection and remediation of soil, groundwater and surface water"
"2021","Canada","Fabricated metal product manufacturing",,,0.2,"Protection of biodiversity and habitat"
"2021","Canada","Fabricated metal product manufacturing",,,1.4,"Noise and vibration abatement"
"2021","Canada","Fabricated metal product manufacturing",,,0.3,"Protection against radiation"
"2021","Canada","Fabricated metal product manufacturing",,,6.3,"Environmental charges"
"2021","Canada","Fabricated metal product manufacturing",,,1.9,"Clean vehicles and transportation technologies"
"2021","Canada","Fabricated metal product manufacturing",,,3.1,"Other environmental protection activities"
"2021","Canada","Transportation equipment manufacturing",,,92.8,"Total, environmental protection activities"
"2021","Canada","Transportation equipment manufacturing",,,90.9,"Solid waste management"
"2021","Canada","Transportation equipment manufacturing",,,69.5,"Wastewater management"
"2021","Canada","Transportation equipment manufacturing",,,20.6,"Air pollution management"
"2021","Canada","Transportation equipment manufacturing",,,8.3,"Protection and remediation of soil, groundwater and surface water"
"2021","Canada","Transportation equipment manufacturing",,,3.1,"Protection of biodiversity and habitat"
"2021","Canada","Transportation equipment manufacturing",,,13,"Noise and vibration abatement"
"2021","Canada","Transportation equipment manufacturing",,,0,"Protection against radiation"
"2021","Canada","Transportation equipment manufacturing",,,15.2,"Environmental charges"
"2021","Canada","Transportation equipment manufacturing",,,2.6,"Clean vehicles and transportation technologies"
"2021","Canada","Transportation equipment manufacturing",,,15.5,"Other environmental protection activities"
"2021","Canada","Plastics and rubber products manufacturing",,,93.1,"Total, environmental protection activities"
"2021","Canada","Plastics and rubber products manufacturing",,,92.9,"Solid waste management"
"2021","Canada","Plastics and rubber products manufacturing",,,71,"Wastewater management"
"2021","Canada","Plastics and rubber products manufacturing",,,11,"Air pollution management"
"2021","Canada","Plastics and rubber products manufacturing",,,5.5,"Protection and remediation of soil, groundwater and surface water"
"2021","Canada","Plastics and rubber products manufacturing",,,2.9,"Protection of biodiversity and habitat"
"2021","Canada","Plastics and rubber products manufacturing",,,2.7,"Noise and vibration abatement"
"2021","Canada","Plastics and rubber products manufacturing",,,0,"Protection against radiation"
"2021","Canada","Plastics and rubber products manufacturing",,,9.7,"Environmental charges"
"2021","Canada","Plastics and rubber products manufacturing",,,4.3,"Clean vehicles and transportation technologies"
"2021","Canada","Plastics and rubber products manufacturing",,,7.5,"Other environmental protection activities"
"2021","Canada","Machinery manufacturing",,,85.8,"Total, environmental protection activities"
"2021","Canada","Machinery manufacturing",,,81.8,"Solid waste management"
"2021","Canada","Machinery manufacturing",,,57.5,"Wastewater management"
"2021","Canada","Machinery manufacturing",,,5.4,"Air pollution management"
"2021","Canada","Machinery manufacturing",,,1.7,"Protection and remediation of soil, groundwater and surface water"
"2021","Canada","Machinery manufacturing",,,0.3,"Protection of biodiversity and habitat"
"2021","Canada","Machinery manufacturing",,,9.6,"Noise and vibration abatement"
"2021","Canada","Machinery manufacturing",,,,"Protection against radiation"
"2021","Canada","Machinery manufacturing",,,4.6,"Environmental charges"
"2021","Canada","Machinery manufacturing",,,1,"Clean vehicles and transportation technologies"
"2021","Canada","Machinery manufacturing",,,1.8,"Other environmental protection activities"
"2021","Canada","Furniture and related product manufacturing",,,88.1,"Total, environmental protection activities"
"2021","Canada","Furniture and related product manufacturing",,,86,"Solid waste management"
"2021","Canada","Furniture and related product manufacturing",,,51.7,"Wastewater management"
"2021","Canada","Furniture and related product manufacturing",,,9.2,"Air pollution management"
"2021","Canada","Furniture and related product manufacturing",,,0.8,"Protection and remediation of soil, groundwater and surface water"
"2021","Canada","Furniture and related product manufacturing",,,0,"Protection of biodiversity and habitat"
"2021","Canada","Furniture and related product manufacturing",,,4,"Noise and vibration abatement"
"2021","Canada","Furniture and related product manufacturing",,,0,"Protection against radiation"
"2021","Canada","Furniture and related product manufacturing",,,1.5,"Environmental charges"
"2021","Canada","Furniture and related product manufacturing",,,4,"Clean vehicles and transportation technologies"
"2021","Canada","Furniture and related product manufacturing",,,4.6,"Other environmental protection activities"
"2021","Canada","Other manufacturing industries",,,78.8,"Total, environmental protection activities"
"2021","Canada","Other manufacturing industries",,,77.3,"Solid waste management"
"2021","Canada","Other manufacturing industries",,,47.8,"Wastewater management"
"2021","Canada","Other manufacturing industries",,,11.3,"Air pollution management"
"2021","Canada","Other manufacturing industries",,,12.2,"Protection and remediation of soil, groundwater and surface water"
"2021","Canada","Other manufacturing industries",,,8.3,"Protection of biodiversity and habitat"
"2021","Canada","Other manufacturing industries",,,11.3,"Noise and vibration abatement"
"2021","Canada","Other manufacturing industries",,,8.4,"Protection against radiation"
"2021","Canada","Other manufacturing industries",,,11.7,"Environmental charges"
"2021","Canada","Other manufacturing industries",,,3.7,"Clean vehicles and transportation technologies"
"2021","Canada","Other manufacturing industries",,,10.5,"Other environmental protection activities"
"2021","Canada","Pipeline transportation",,,88,"Total, environmental protection activities"
"2021","Canada","Pipeline transportation",,,84,"Solid waste management"
"2021","Canada","Pipeline transportation",,,68,"Wastewater management"
"2021","Canada","Pipeline transportation",,,66,"Air pollution management"
"2021","Canada","Pipeline transportation",,,76,"Protection and remediation of soil, groundwater and surface water"
"2021","Canada","Pipeline transportation",,,54,"Protection of biodiversity and habitat"
"2021","Canada","Pipeline transportation",,,,"Noise and vibration abatement"
"2021","Canada","Pipeline transportation",,,0,"Protection against radiation"
"2021","Canada","Pipeline transportation",,,34,"Environmental charges"
"2021","Canada","Pipeline transportation",,,0,"Clean vehicles and transportation technologies"
"2021","Canada","Pipeline transportation",,,50,"Other environmental protection activities"
"2021","Atlantic provinces","Total, industries",,,84,"Total, environmental protection activities"
"2021","Atlantic provinces","Total, industries",,,82.8,"Solid waste management"
"2021","Atlantic provinces","Total, industries",,,54.8,"Wastewater management"
"2021","Atlantic provinces","Total, industries",,,9.5,"Air pollution management"
"2021","Atlantic provinces","Total, industries",,,8.6,"Protection and remediation of soil, groundwater and surface water"
"2021","Atlantic provinces","Total, industries",,,4.2,"Protection of biodiversity and habitat"
"2021","Atlantic provinces","Total, industries",,,2,"Noise and vibration abatement"
"2021","Atlantic provinces","Total, industries",,,0.8,"Protection against radiation"
"2021","Atlantic provinces","Total, industries",,,14.8,"Environmental charges"
"2021","Atlantic provinces","Total, industries",,,1.1,"Clean vehicles and transportation technologies"
"2021","Atlantic provinces","Total, industries",,,7.3,"Other environmental protection activities"
"2021","Newfoundland and Labrador","Total, industries",,10,85.8,"Total, environmental protection activities"
"2021","Newfoundland and Labrador","Total, industries",,10,84.9,"Solid waste management"
"2021","Newfoundland and Labrador","Total, industries",,10,55.6,"Wastewater management"
"2021","Newfoundland and Labrador","Total, industries",,10,8.7,"Air pollution management"
"2021","Newfoundland and Labrador","Total, industries",,10,11.1,"Protection and remediation of soil, groundwater and surface water"
"2021","Newfoundland and Labrador","Total, industries",,10,7.2,"Protection of biodiversity and habitat"
"2021","Newfoundland and Labrador","Total, industries",,10,1.7,"Noise and vibration abatement"
"2021","Newfoundland and Labrador","Total, industries",,10,3.9,"Protection against radiation"
"2021","Newfoundland and Labrador","Total, industries",,10,17.8,"Environmental charges"
"2021","Newfoundland and Labrador","Total, industries",,10,3.3,"Clean vehicles and transportation technologies"
"2021","Newfoundland and Labrador","Total, industries",,10,7.2,"Other environmental protection activities"
"2021","Prince Edward Island","Total, industries",,11,81.4,"Total, environmental protection activities"
"2021","Prince Edward Island","Total, industries",,11,79.6,"Solid waste management"
