"Year","Units","Geography","Economic family type","GeoCode","Value"
"2022","2023 constant dollars","Canada","Other non-senior families",,88600
"2022","2023 constant dollars","Canada","Persons not in an economic family",,39300
"2022","2023 constant dollars","Canada","Seniors not in an economic family",,34900
"2022","2023 constant dollars","Canada","Senior males not in an economic family",,35900
"2022","2023 constant dollars","Canada","Senior females not in an economic family",,34500
"2022","2023 constant dollars","Canada","Non-seniors not in an economic family",,41700
"2022","2023 constant dollars","Canada","Non-senior males not in an economic family",,43500
"2022","2023 constant dollars","Canada","Non-senior females not in an economic family",,39500
"2022","2023 constant dollars","Atlantic provinces","Economic families and persons not in an economic family",,62400
"2022","2023 constant dollars","Atlantic provinces","Economic families",,87500
"2022","2023 constant dollars","Atlantic provinces","Senior families",,67800
"2022","2023 constant dollars","Atlantic provinces","Senior couples",,66700
"2022","2023 constant dollars","Atlantic provinces","Other senior families",,74900
"2022","2023 constant dollars","Atlantic provinces","Non-senior families",,97500
"2022","2023 constant dollars","Atlantic provinces","Couples",,87700
"2022","2023 constant dollars","Atlantic provinces","Couples with children",,114900
"2022","2023 constant dollars","Atlantic provinces","Couples with other relatives",,136500
"2022","2023 constant dollars","Atlantic provinces","Lone-parent families",,57500
"2022","2023 constant dollars","Atlantic provinces","Male lone-parent families",,65500
"2022","2023 constant dollars","Atlantic provinces","Female lone-parent families",,55800
"2022","2023 constant dollars","Atlantic provinces","Other non-senior families",,74200
"2022","2023 constant dollars","Atlantic provinces","Persons not in an economic family",,33900
"2022","2023 constant dollars","Atlantic provinces","Seniors not in an economic family",,30000
"2022","2023 constant dollars","Atlantic provinces","Senior males not in an economic family",,32100
"2022","2023 constant dollars","Atlantic provinces","Senior females not in an economic family",,29400
"2022","2023 constant dollars","Atlantic provinces","Non-seniors not in an economic family",,36300
"2022","2023 constant dollars","Atlantic provinces","Non-senior males not in an economic family",,37100
"2022","2023 constant dollars","Atlantic provinces","Non-senior females not in an economic family",,35400
"2022","2023 constant dollars","Newfoundland and Labrador","Economic families and persons not in an economic family",10,65600
"2022","2023 constant dollars","Newfoundland and Labrador","Economic families",10,91500
"2022","2023 constant dollars","Newfoundland and Labrador","Senior families",10,65800
"2022","2023 constant dollars","Newfoundland and Labrador","Senior couples",10,62500
"2022","2023 constant dollars","Newfoundland and Labrador","Other senior families",10,77000
"2022","2023 constant dollars","Newfoundland and Labrador","Non-senior families",10,106300
"2022","2023 constant dollars","Newfoundland and Labrador","Couples",10,91700
"2022","2023 constant dollars","Newfoundland and Labrador","Couples with children",10,125000
"2022","2023 constant dollars","Newfoundland and Labrador","Couples with other relatives",10,140000
"2022","2023 constant dollars","Newfoundland and Labrador","Lone-parent families",10,53000
"2022","2023 constant dollars","Newfoundland and Labrador","Male lone-parent families",10,73700
"2022","2023 constant dollars","Newfoundland and Labrador","Female lone-parent families",10,48800
"2022","2023 constant dollars","Newfoundland and Labrador","Other non-senior families",10,71500
"2022","2023 constant dollars","Newfoundland and Labrador","Persons not in an economic family",10,32400
"2022","2023 constant dollars","Newfoundland and Labrador","Seniors not in an economic family",10,29500
"2022","2023 constant dollars","Newfoundland and Labrador","Senior males not in an economic family",10,32000
"2022","2023 constant dollars","Newfoundland and Labrador","Senior females not in an economic family",10,28900
"2022","2023 constant dollars","Newfoundland and Labrador","Non-seniors not in an economic family",10,35400
"2022","2023 constant dollars","Newfoundland and Labrador","Non-senior males not in an economic family",10,36300
"2022","2023 constant dollars","Newfoundland and Labrador","Non-senior females not in an economic family",10,34400
"2022","2023 constant dollars","Prince Edward Island","Economic families and persons not in an economic family",11,65700
"2022","2023 constant dollars","Prince Edward Island","Economic families",11,89000
"2022","2023 constant dollars","Prince Edward Island","Senior families",11,75700
"2022","2023 constant dollars","Prince Edward Island","Senior couples",11,73700
"2022","2023 constant dollars","Prince Edward Island","Other senior families",11,85700
"2022","2023 constant dollars","Prince Edward Island","Non-senior families",11,94500
"2022","2023 constant dollars","Prince Edward Island","Couples",11,84200
"2022","2023 constant dollars","Prince Edward Island","Couples with children",11,114200
"2022","2023 constant dollars","Prince Edward Island","Couples with other relatives",11,129900
"2022","2023 constant dollars","Prince Edward Island","Lone-parent families",11,61300
"2022","2023 constant dollars","Prince Edward Island","Male lone-parent families",11,
"2022","2023 constant dollars","Prince Edward Island","Female lone-parent families",11,60500
"2022","2023 constant dollars","Prince Edward Island","Other non-senior families",11,79800
"2022","2023 constant dollars","Prince Edward Island","Persons not in an economic family",11,35100
"2022","2023 constant dollars","Prince Edward Island","Seniors not in an economic family",11,31700
"2022","2023 constant dollars","Prince Edward Island","Senior males not in an economic family",11,37600
"2022","2023 constant dollars","Prince Edward Island","Senior females not in an economic family",11,30600
"2022","2023 constant dollars","Prince Edward Island","Non-seniors not in an economic family",11,36900
"2022","2023 constant dollars","Prince Edward Island","Non-senior males not in an economic family",11,37800
"2022","2023 constant dollars","Prince Edward Island","Non-senior females not in an economic family",11,34300
"2022","2023 constant dollars","Nova Scotia","Economic families and persons not in an economic family",12,60800
"2022","2023 constant dollars","Nova Scotia","Economic families",12,86500
"2022","2023 constant dollars","Nova Scotia","Senior families",12,68400
"2022","2023 constant dollars","Nova Scotia","Senior couples",12,67100
"2022","2023 constant dollars","Nova Scotia","Other senior families",12,75100
"2022","2023 constant dollars","Nova Scotia","Non-senior families",12,95500
"2022","2023 constant dollars","Nova Scotia","Couples",12,85900
"2022","2023 constant dollars","Nova Scotia","Couples with children",12,113500
"2022","2023 constant dollars","Nova Scotia","Couples with other relatives",12,139500
"2022","2023 constant dollars","Nova Scotia","Lone-parent families",12,55800
"2022","2023 constant dollars","Nova Scotia","Male lone-parent families",12,58700
"2022","2023 constant dollars","Nova Scotia","Female lone-parent families",12,55300
"2022","2023 constant dollars","Nova Scotia","Other non-senior families",12,74100
"2022","2023 constant dollars","Nova Scotia","Persons not in an economic family",12,33500
"2022","2023 constant dollars","Nova Scotia","Seniors not in an economic family",12,30100
"2022","2023 constant dollars","Nova Scotia","Senior males not in an economic family",12,30500
"2022","2023 constant dollars","Nova Scotia","Senior females not in an economic family",12,29700
"2022","2023 constant dollars","Nova Scotia","Non-seniors not in an economic family",12,35200
"2022","2023 constant dollars","Nova Scotia","Non-senior males not in an economic family",12,35900
"2022","2023 constant dollars","Nova Scotia","Non-senior females not in an economic family",12,34700
"2022","2023 constant dollars","New Brunswick","Economic families and persons not in an economic family",13,62000
"2022","2023 constant dollars","New Brunswick","Economic families",13,86000
"2022","2023 constant dollars","New Brunswick","Senior families",13,67300
"2022","2023 constant dollars","New Brunswick","Senior couples",13,67300
"2022","2023 constant dollars","New Brunswick","Other senior families",13,67700
"2022","2023 constant dollars","New Brunswick","Non-senior families",13,95600
"2022","2023 constant dollars","New Brunswick","Couples",13,89300
"2022","2023 constant dollars","New Brunswick","Couples with children",13,110200
"2022","2023 constant dollars","New Brunswick","Couples with other relatives",13,132000
"2022","2023 constant dollars","New Brunswick","Lone-parent families",13,58900
"2022","2023 constant dollars","New Brunswick","Male lone-parent families",13,66400
"2022","2023 constant dollars","New Brunswick","Female lone-parent families",13,58100
"2022","2023 constant dollars","New Brunswick","Other non-senior families",13,74800
"2022","2023 constant dollars","New Brunswick","Persons not in an economic family",13,35300
"2022","2023 constant dollars","New Brunswick","Seniors not in an economic family",13,29900
"2022","2023 constant dollars","New Brunswick","Senior males not in an economic family",13,33000
"2022","2023 constant dollars","New Brunswick","Senior females not in an economic family",13,29100
"2022","2023 constant dollars","New Brunswick","Non-seniors not in an economic family",13,38200
"2022","2023 constant dollars","New Brunswick","Non-senior males not in an economic family",13,38800
"2022","2023 constant dollars","New Brunswick","Non-senior females not in an economic family",13,37400
"2022","2023 constant dollars","Quebec","Economic families and persons not in an economic family",24,67100
"2022","2023 constant dollars","Quebec","Economic families",24,96500
"2022","2023 constant dollars","Quebec","Senior families",24,70000
"2022","2023 constant dollars","Quebec","Senior couples",24,68600
"2022","2023 constant dollars","Quebec","Other senior families",24,81300
"2022","2023 constant dollars","Quebec","Non-senior families",24,110100
"2022","2023 constant dollars","Quebec","Couples",24,94800
"2022","2023 constant dollars","Quebec","Couples with children",24,125700
"2022","2023 constant dollars","Quebec","Couples with other relatives",24,154200
"2022","2023 constant dollars","Quebec","Lone-parent families",24,69200
"2022","2023 constant dollars","Quebec","Male lone-parent families",24,77700
"2022","2023 constant dollars","Quebec","Female lone-parent families",24,66400
"2022","2023 constant dollars","Quebec","Other non-senior families",24,87700
"2022","2023 constant dollars","Quebec","Persons not in an economic family",24,39100
"2022","2023 constant dollars","Quebec","Seniors not in an economic family",24,32900
"2022","2023 constant dollars","Quebec","Senior males not in an economic family",24,33400
"2022","2023 constant dollars","Quebec","Senior females not in an economic family",24,32700
"2022","2023 constant dollars","Quebec","Non-seniors not in an economic family",24,43000
"2022","2023 constant dollars","Quebec","Non-senior males not in an economic family",24,44700
"2022","2023 constant dollars","Quebec","Non-senior females not in an economic family",24,41300
"2022","2023 constant dollars","Ontario","Economic families and persons not in an economic family",35,77500
"2022","2023 constant dollars","Ontario","Economic families",35,108700
"2022","2023 constant dollars","Ontario","Senior families",35,83300
"2022","2023 constant dollars","Ontario","Senior couples",35,79700
"2022","2023 constant dollars","Ontario","Other senior families",35,98500
"2022","2023 constant dollars","Ontario","Non-senior families",35,117500
"2022","2023 constant dollars","Ontario","Couples",35,104100
"2022","2023 constant dollars","Ontario","Couples with children",35,129100
"2022","2023 constant dollars","Ontario","Couples with other relatives",35,163100
"2022","2023 constant dollars","Ontario","Lone-parent families",35,66500
"2022","2023 constant dollars","Ontario","Male lone-parent families",35,73200
"2022","2023 constant dollars","Ontario","Female lone-parent families",35,65100
"2022","2023 constant dollars","Ontario","Other non-senior families",35,91900
"2022","2023 constant dollars","Ontario","Persons not in an economic family",35,39500
"2022","2023 constant dollars","Ontario","Seniors not in an economic family",35,38300
"2022","2023 constant dollars","Ontario","Senior males not in an economic family",35,40800
"2022","2023 constant dollars","Ontario","Senior females not in an economic family",35,37100
"2022","2023 constant dollars","Ontario","Non-seniors not in an economic family",35,40300
"2022","2023 constant dollars","Ontario","Non-senior males not in an economic family",35,41700
"2022","2023 constant dollars","Ontario","Non-senior females not in an economic family",35,38600
"2022","2023 constant dollars","Prairie provinces","Economic families and persons not in an economic family",,80100
"2022","2023 constant dollars","Prairie provinces","Economic families",,107900
"2022","2023 constant dollars","Prairie provinces","Senior families",,81200
"2022","2023 constant dollars","Prairie provinces","Senior couples",,77400
"2022","2023 constant dollars","Prairie provinces","Other senior families",,103900
"2022","2023 constant dollars","Prairie provinces","Non-senior families",,116100
"2022","2023 constant dollars","Prairie provinces","Couples",,105300
"2022","2023 constant dollars","Prairie provinces","Couples with children",,126500
"2022","2023 constant dollars","Prairie provinces","Couples with other relatives",,156900
"2022","2023 constant dollars","Prairie provinces","Lone-parent families",,62500
"2022","2023 constant dollars","Prairie provinces","Male lone-parent families",,72500
"2022","2023 constant dollars","Prairie provinces","Female lone-parent families",,59500
"2022","2023 constant dollars","Prairie provinces","Other non-senior families",,89900
"2022","2023 constant dollars","Prairie provinces","Persons not in an economic family",,41700
"2022","2023 constant dollars","Prairie provinces","Seniors not in an economic family",,35600
"2022","2023 constant dollars","Prairie provinces","Senior males not in an economic family",,35300
"2022","2023 constant dollars","Prairie provinces","Senior females not in an economic family",,35800
"2022","2023 constant dollars","Prairie provinces","Non-seniors not in an economic family",,44500
"2022","2023 constant dollars","Prairie provinces","Non-senior males not in an economic family",,47100
"2022","2023 constant dollars","Prairie provinces","Non-senior females not in an economic family",,41600
"2022","2023 constant dollars","Manitoba","Economic families and persons not in an economic family",46,69600
"2022","2023 constant dollars","Manitoba","Economic families",46,92900
"2022","2023 constant dollars","Manitoba","Senior families",46,74800
"2022","2023 constant dollars","Manitoba","Senior couples",46,73000
"2022","2023 constant dollars","Manitoba","Other senior families",46,89400
"2022","2023 constant dollars","Manitoba","Non-senior families",46,99100
"2022","2023 constant dollars","Manitoba","Couples",46,89600
"2022","2023 constant dollars","Manitoba","Couples with children",46,108600
"2022","2023 constant dollars","Manitoba","Couples with other relatives",46,142800
"2022","2023 constant dollars","Manitoba","Lone-parent families",46,56700
"2022","2023 constant dollars","Manitoba","Male lone-parent families",46,62600
"2022","2023 constant dollars","Manitoba","Female lone-parent families",46,55900
"2022","2023 constant dollars","Manitoba","Other non-senior families",46,81800
"2022","2023 constant dollars","Manitoba","Persons not in an economic family",46,37700
"2022","2023 constant dollars","Manitoba","Seniors not in an economic family",46,34700
"2022","2023 constant dollars","Manitoba","Senior males not in an economic family",46,35600
"2022","2023 constant dollars","Manitoba","Senior females not in an economic family",46,34700
"2022","2023 constant dollars","Manitoba","Non-seniors not in an economic family",46,39700
"2022","2023 constant dollars","Manitoba","Non-senior males not in an economic family",46,41200
"2022","2023 constant dollars","Manitoba","Non-senior females not in an economic family",46,37500
"2022","2023 constant dollars","Saskatchewan","Economic families and persons not in an economic family",47,74900
"2022","2023 constant dollars","Saskatchewan","Economic families",47,102800
"2022","2023 constant dollars","Saskatchewan","Senior families",47,79200
"2022","2023 constant dollars","Saskatchewan","Senior couples",47,78400
"2022","2023 constant dollars","Saskatchewan","Other senior families",47,87000
"2022","2023 constant dollars","Saskatchewan","Non-senior families",47,111300
"2022","2023 constant dollars","Saskatchewan","Couples",47,102900
"2022","2023 constant dollars","Saskatchewan","Couples with children",47,124100
"2022","2023 constant dollars","Saskatchewan","Couples with other relatives",47,150100
"2022","2023 constant dollars","Saskatchewan","Lone-parent families",47,56100
"2022","2023 constant dollars","Saskatchewan","Male lone-parent families",47,62600
"2022","2023 constant dollars","Saskatchewan","Female lone-parent families",47,54900
"2022","2023 constant dollars","Saskatchewan","Other non-senior families",47,80700
"2022","2023 constant dollars","Saskatchewan","Persons not in an economic family",47,40200
"2022","2023 constant dollars","Saskatchewan","Seniors not in an economic family",47,37700
"2022","2023 constant dollars","Saskatchewan","Senior males not in an economic family",47,38400
"2022","2023 constant dollars","Saskatchewan","Senior females not in an economic family",47,37500
"2022","2023 constant dollars","Saskatchewan","Non-seniors not in an economic family",47,41200
"2022","2023 constant dollars","Saskatchewan","Non-senior males not in an economic family",47,42900
"2022","2023 constant dollars","Saskatchewan","Non-senior females not in an economic family",47,38200
"2022","2023 constant dollars","Alberta","Economic families and persons not in an economic family",48,86000
"2022","2023 constant dollars","Alberta","Economic families",48,114600
"2022","2023 constant dollars","Alberta","Senior families",48,84700
"2022","2023 constant dollars","Alberta","Senior couples",48,78900
"2022","2023 constant dollars","Alberta","Other senior families",48,107500
"2022","2023 constant dollars","Alberta","Non-senior families",48,123700
"2022","2023 constant dollars","Alberta","Couples",48,112100
"2022","2023 constant dollars","Alberta","Couples with children",48,132400
"2022","2023 constant dollars","Alberta","Couples with other relatives",48,164900
"2022","2023 constant dollars","Alberta","Lone-parent families",48,67500
"2022","2023 constant dollars","Alberta","Male lone-parent families",48,79700
"2022","2023 constant dollars","Alberta","Female lone-parent families",48,64300
"2022","2023 constant dollars","Alberta","Other non-senior families",48,96300
"2022","2023 constant dollars","Alberta","Persons not in an economic family",48,44100
"2022","2023 constant dollars","Alberta","Seniors not in an economic family",48,35600
"2022","2023 constant dollars","Alberta","Senior males not in an economic family",48,34300
"2022","2023 constant dollars","Alberta","Senior females not in an economic family",48,36100
"2022","2023 constant dollars","Alberta","Non-seniors not in an economic family",48,47500
"2022","2023 constant dollars","Alberta","Non-senior males not in an economic family",48,50300
"2022","2023 constant dollars","Alberta","Non-senior females not in an economic family",48,44100
"2022","2023 constant dollars","British Columbia","Economic families and persons not in an economic family",59,73300
"2022","2023 constant dollars","British Columbia","Economic families",59,106300
"2022","2023 constant dollars","British Columbia","Senior families",59,81500
"2022","2023 constant dollars","British Columbia","Senior couples",59,79100
"2022","2023 constant dollars","British Columbia","Other senior families",59,97100
"2022","2023 constant dollars","British Columbia","Non-senior families",59,115700
"2022","2023 constant dollars","British Columbia","Couples",59,105000
"2022","2023 constant dollars","British Columbia","Couples with children",59,130400
"2022","2023 constant dollars","British Columbia","Couples with other relatives",59,164700
"2022","2023 constant dollars","British Columbia","Lone-parent families",59,64600
"2022","2023 constant dollars","British Columbia","Male lone-parent families",59,71700
"2022","2023 constant dollars","British Columbia","Female lone-parent families",59,63500
"2022","2023 constant dollars","British Columbia","Other non-senior families",59,86700
"2022","2023 constant dollars","British Columbia","Persons not in an economic family",59,39800
"2022","2023 constant dollars","British Columbia","Seniors not in an economic family",59,35000
"2022","2023 constant dollars","British Columbia","Senior males not in an economic family",59,36000
"2022","2023 constant dollars","British Columbia","Senior females not in an economic family",59,34700
"2022","2023 constant dollars","British Columbia","Non-seniors not in an economic family",59,42000
"2022","2023 constant dollars","British Columbia","Non-senior males not in an economic family",59,44000
"2022","2023 constant dollars","British Columbia","Non-senior females not in an economic family",59,39800
"2022","2023 constant dollars","Québec, Quebec","Economic families and persons not in an economic family",,70000
"2022","2023 constant dollars","Québec, Quebec","Economic families",,105200
"2022","2023 constant dollars","Québec, Quebec","Senior families",,79000
"2022","2023 constant dollars","Québec, Quebec","Senior couples",,77400
"2022","2023 constant dollars","Québec, Quebec","Other senior families",,85700
"2022","2023 constant dollars","Québec, Quebec","Non-senior families",,119400
"2022","2023 constant dollars","Québec, Quebec","Couples",,102000
"2022","2023 constant dollars","Québec, Quebec","Couples with children",,137500
"2022","2023 constant dollars","Québec, Quebec","Couples with other relatives",,171800
"2022","2023 constant dollars","Québec, Quebec","Lone-parent families",,79100
"2022","2023 constant dollars","Québec, Quebec","Male lone-parent families",,82400
"2022","2023 constant dollars","Québec, Quebec","Female lone-parent families",,79100
"2022","2023 constant dollars","Québec, Quebec","Other non-senior families",,81000
"2022","2023 constant dollars","Québec, Quebec","Persons not in an economic family",,41800
"2022","2023 constant dollars","Québec, Quebec","Seniors not in an economic family",,33400
"2022","2023 constant dollars","Québec, Quebec","Senior males not in an economic family",,34400
"2022","2023 constant dollars","Québec, Quebec","Senior females not in an economic family",,33200
"2022","2023 constant dollars","Québec, Quebec","Non-seniors not in an economic family",,45700
"2022","2023 constant dollars","Québec, Quebec","Non-senior males not in an economic family",,45300
"2022","2023 constant dollars","Québec, Quebec","Non-senior females not in an economic family",,46000
"2022","2023 constant dollars","Montréal, Quebec","Economic families and persons not in an economic family",,68800
"2022","2023 constant dollars","Montréal, Quebec","Economic families",,100500
"2022","2023 constant dollars","Montréal, Quebec","Senior families",,73300
"2022","2023 constant dollars","Montréal, Quebec","Senior couples",,71200
"2022","2023 constant dollars","Montréal, Quebec","Other senior families",,83400
"2022","2023 constant dollars","Montréal, Quebec","Non-senior families",,111600
"2022","2023 constant dollars","Montréal, Quebec","Couples",,97800
"2022","2023 constant dollars","Montréal, Quebec","Couples with children",,125800
"2022","2023 constant dollars","Montréal, Quebec","Couples with other relatives",,153800
"2022","2023 constant dollars","Montréal, Quebec","Lone-parent families",,67500
"2022","2023 constant dollars","Montréal, Quebec","Male lone-parent families",,79600
"2022","2023 constant dollars","Montréal, Quebec","Female lone-parent families",,64300
"2022","2023 constant dollars","Montréal, Quebec","Other non-senior families",,90000
"2022","2023 constant dollars","Montréal, Quebec","Persons not in an economic family",,39800
"2022","2023 constant dollars","Montréal, Quebec","Seniors not in an economic family",,33700
"2022","2023 constant dollars","Montréal, Quebec","Senior males not in an economic family",,34600
"2022","2023 constant dollars","Montréal, Quebec","Senior females not in an economic family",,33600
"2022","2023 constant dollars","Montréal, Quebec","Non-seniors not in an economic family",,42700
"2022","2023 constant dollars","Montréal, Quebec","Non-senior males not in an economic family",,44500
"2022","2023 constant dollars","Montréal, Quebec","Non-senior females not in an economic family",,41800
"2022","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Economic families and persons not in an economic family",,80500
"2022","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Economic families",,117700
"2022","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Senior families",,94000
"2022","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Senior couples",,93100
"2022","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Other senior families",,110400
"2022","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Non-senior families",,127100
"2022","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Couples",,113800
"2022","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Couples with children",,142600
"2022","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Couples with other relatives",,184300
"2022","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Lone-parent families",,72300
"2022","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Male lone-parent families",,83400
"2022","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Female lone-parent families",,70000
"2022","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Other non-senior families",,94400
"2022","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Persons not in an economic family",,41600
"2022","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Seniors not in an economic family",,43700
"2022","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Senior males not in an economic family",,42300
"2022","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Senior females not in an economic family",,44600
"2022","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Non-seniors not in an economic family",,40700
"2022","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Non-senior males not in an economic family",,41700
"2022","2023 constant dollars","Ottawa-Gatineau, Ontario/Quebec","Non-senior females not in an economic family",,40000
"2022","2023 constant dollars","Toronto, Ontario","Economic families and persons not in an economic family",,81200
"2022","2023 constant dollars","Toronto, Ontario","Economic families",,114000
"2022","2023 constant dollars","Toronto, Ontario","Senior families",,89300
"2022","2023 constant dollars","Toronto, Ontario","Senior couples",,82200
"2022","2023 constant dollars","Toronto, Ontario","Other senior families",,104800
"2022","2023 constant dollars","Toronto, Ontario","Non-senior families",,119900
"2022","2023 constant dollars","Toronto, Ontario","Couples",,104500
"2022","2023 constant dollars","Toronto, Ontario","Couples with children",,131000
"2022","2023 constant dollars","Toronto, Ontario","Couples with other relatives",,163200
"2022","2023 constant dollars","Toronto, Ontario","Lone-parent families",,66100
"2022","2023 constant dollars","Toronto, Ontario","Male lone-parent families",,67500
"2022","2023 constant dollars","Toronto, Ontario","Female lone-parent families",,65900
"2022","2023 constant dollars","Toronto, Ontario","Other non-senior families",,97500
"2022","2023 constant dollars","Toronto, Ontario","Persons not in an economic family",,40700
"2022","2023 constant dollars","Toronto, Ontario","Seniors not in an economic family",,38800
"2022","2023 constant dollars","Toronto, Ontario","Senior males not in an economic family",,43200
"2022","2023 constant dollars","Toronto, Ontario","Senior females not in an economic family",,37300
"2022","2023 constant dollars","Toronto, Ontario","Non-seniors not in an economic family",,41000
"2022","2023 constant dollars","Toronto, Ontario","Non-senior males not in an economic family",,42900
"2022","2023 constant dollars","Toronto, Ontario","Non-senior females not in an economic family",,39300
"2022","2023 constant dollars","Winnipeg, Manitoba","Economic families and persons not in an economic family",,70000
"2022","2023 constant dollars","Winnipeg, Manitoba","Economic families",,96900
"2022","2023 constant dollars","Winnipeg, Manitoba","Senior families",,78900
"2022","2023 constant dollars","Winnipeg, Manitoba","Senior couples",,76700
"2022","2023 constant dollars","Winnipeg, Manitoba","Other senior families",,92800
"2022","2023 constant dollars","Winnipeg, Manitoba","Non-senior families",,102600
"2022","2023 constant dollars","Winnipeg, Manitoba","Couples",,92400
"2022","2023 constant dollars","Winnipeg, Manitoba","Couples with children",,111900
"2022","2023 constant dollars","Winnipeg, Manitoba","Couples with other relatives",,150500
"2022","2023 constant dollars","Winnipeg, Manitoba","Lone-parent families",,60100
"2022","2023 constant dollars","Winnipeg, Manitoba","Male lone-parent families",,63800
"2022","2023 constant dollars","Winnipeg, Manitoba","Female lone-parent families",,59100
"2022","2023 constant dollars","Winnipeg, Manitoba","Other non-senior families",,81700
"2022","2023 constant dollars","Winnipeg, Manitoba","Persons not in an economic family",,38900
"2022","2023 constant dollars","Winnipeg, Manitoba","Seniors not in an economic family",,36200
"2022","2023 constant dollars","Winnipeg, Manitoba","Senior males not in an economic family",,37700
"2022","2023 constant dollars","Winnipeg, Manitoba","Senior females not in an economic family",,35500
"2022","2023 constant dollars","Winnipeg, Manitoba","Non-seniors not in an economic family",,40800
"2022","2023 constant dollars","Winnipeg, Manitoba","Non-senior males not in an economic family",,41400
"2022","2023 constant dollars","Winnipeg, Manitoba","Non-senior females not in an economic family",,39100
"2022","2023 constant dollars","Calgary, Alberta","Economic families and persons not in an economic family",,90700
"2022","2023 constant dollars","Calgary, Alberta","Economic families",,122100
"2022","2023 constant dollars","Calgary, Alberta","Senior families",,88600
"2022","2023 constant dollars","Calgary, Alberta","Senior couples",,83000
"2022","2023 constant dollars","Calgary, Alberta","Other senior families",,108900
"2022","2023 constant dollars","Calgary, Alberta","Non-senior families",,128200
"2022","2023 constant dollars","Calgary, Alberta","Couples",,117400
"2022","2023 constant dollars","Calgary, Alberta","Couples with children",,135300
"2022","2023 constant dollars","Calgary, Alberta","Couples with other relatives",,169300
"2022","2023 constant dollars","Calgary, Alberta","Lone-parent families",,69800
"2022","2023 constant dollars","Calgary, Alberta","Male lone-parent families",,
"2022","2023 constant dollars","Calgary, Alberta","Female lone-parent families",,69800
"2022","2023 constant dollars","Calgary, Alberta","Other non-senior families",,101000
"2022","2023 constant dollars","Calgary, Alberta","Persons not in an economic family",,46900
"2022","2023 constant dollars","Calgary, Alberta","Seniors not in an economic family",,36100
"2022","2023 constant dollars","Calgary, Alberta","Senior males not in an economic family",,36100
"2022","2023 constant dollars","Calgary, Alberta","Senior females not in an economic family",,36100
"2022","2023 constant dollars","Calgary, Alberta","Non-seniors not in an economic family",,49400
"2022","2023 constant dollars","Calgary, Alberta","Non-senior males not in an economic family",,50300
"2022","2023 constant dollars","Calgary, Alberta","Non-senior females not in an economic family",,48300
"2022","2023 constant dollars","Edmonton, Alberta","Economic families and persons not in an economic family",,84200
"2022","2023 constant dollars","Edmonton, Alberta","Economic families",,117500
"2022","2023 constant dollars","Edmonton, Alberta","Senior families",,90300
"2022","2023 constant dollars","Edmonton, Alberta","Senior couples",,85100
"2022","2023 constant dollars","Edmonton, Alberta","Other senior families",,113000
"2022","2023 constant dollars","Edmonton, Alberta","Non-senior families",,125700
"2022","2023 constant dollars","Edmonton, Alberta","Couples",,109100
"2022","2023 constant dollars","Edmonton, Alberta","Couples with children",,136200
"2022","2023 constant dollars","Edmonton, Alberta","Couples with other relatives",,168800
"2022","2023 constant dollars","Edmonton, Alberta","Lone-parent families",,61200
"2022","2023 constant dollars","Edmonton, Alberta","Male lone-parent families",,83300
"2022","2023 constant dollars","Edmonton, Alberta","Female lone-parent families",,57700
"2022","2023 constant dollars","Edmonton, Alberta","Other non-senior families",,98400
"2022","2023 constant dollars","Edmonton, Alberta","Persons not in an economic family",,46300
"2022","2023 constant dollars","Edmonton, Alberta","Seniors not in an economic family",,37300
"2022","2023 constant dollars","Edmonton, Alberta","Senior males not in an economic family",,34000
"2022","2023 constant dollars","Edmonton, Alberta","Senior females not in an economic family",,39900
"2022","2023 constant dollars","Edmonton, Alberta","Non-seniors not in an economic family",,48100
"2022","2023 constant dollars","Edmonton, Alberta","Non-senior males not in an economic family",,50500
"2022","2023 constant dollars","Edmonton, Alberta","Non-senior females not in an economic family",,45800
"2022","2023 constant dollars","Vancouver, British Columbia","Economic families and persons not in an economic family",,76200
"2022","2023 constant dollars","Vancouver, British Columbia","Economic families",,112000
"2022","2023 constant dollars","Vancouver, British Columbia","Senior families",,85100
"2022","2023 constant dollars","Vancouver, British Columbia","Senior couples",,80100
"2022","2023 constant dollars","Vancouver, British Columbia","Other senior families",,105200
"2022","2023 constant dollars","Vancouver, British Columbia","Non-senior families",,119800
