Year,Géographie,Situation géographique,Régions métropolitaines de recensement sélectionnées,Mode d'occupation,GeoCode,Value
2018,Québec,Moyens centres de population,,"Total, tenure",24,8.5
2018,Québec,Moyens centres de population,,Propriétaire,24,1.4
2018,Québec,Moyens centres de population,,Owner who is not a first-time homebuyer,24,1.5
2018,Québec,Moyens centres de population,,Locataire,24,19.4
2018,Québec,Moyens centres de population,,Renter not in social and affordable housing,24,19.7
2018,Québec,Moyens centres de population,,Renter in social and affordable housing,24,15.9
2018,Ontario,Moyens centres de population,,"Total, tenure",35,9.4
2018,Ontario,Moyens centres de population,,Propriétaire,35,4.3
2018,Ontario,Moyens centres de population,,Owner who is not a first-time homebuyer,35,4.8
2018,Ontario,Moyens centres de population,,Locataire,35,20.0
2018,Ontario,Moyens centres de population,,Renter not in social and affordable housing,35,19.2
2018,Ontario,Moyens centres de population,,Renter in social and affordable housing,35,25.0
2018,Manitoba,Moyens centres de population,,"Total, tenure",46,8.1
2018,Manitoba,Moyens centres de population,,Propriétaire,46,2.6
2018,Manitoba,Moyens centres de population,,Owner who is a first-time homebuyer,46,3.7
2018,Manitoba,Moyens centres de population,,Owner who is not a first-time homebuyer,46,2.3
2018,Manitoba,Moyens centres de population,,Locataire,46,18.9
2018,Manitoba,Moyens centres de population,,Renter not in social and affordable housing,46,13.0
2018,Manitoba,Moyens centres de population,,Renter in social and affordable housing,46,38.0
2018,Saskatchewan,Moyens centres de population,,"Total, tenure",47,12.3
2018,Saskatchewan,Moyens centres de population,,Propriétaire,47,4.7
2018,Saskatchewan,Moyens centres de population,,Owner who is a first-time homebuyer,47,4.7
2018,Saskatchewan,Moyens centres de population,,Owner who is not a first-time homebuyer,47,4.7
2018,Saskatchewan,Moyens centres de population,,Locataire,47,29.0
2018,Saskatchewan,Moyens centres de population,,Renter not in social and affordable housing,47,24.0
2018,Saskatchewan,Moyens centres de population,,Renter in social and affordable housing,47,43.0
2018,Alberta,Moyens centres de population,,"Total, tenure",48,9.5
2018,Alberta,Moyens centres de population,,Propriétaire,48,5.7
2018,Alberta,Moyens centres de population,,Owner who is a first-time homebuyer,48,4.3
2018,Alberta,Moyens centres de population,,Owner who is not a first-time homebuyer,48,6.0
2018,Alberta,Moyens centres de population,,Locataire,48,18.8
2018,Alberta,Moyens centres de population,,Renter not in social and affordable housing,48,17.0
2018,Alberta,Moyens centres de population,,Renter in social and affordable housing,48,39.0
2018,Colombie-Britannique,Moyens centres de population,,"Total, tenure",59,14.2
2018,Colombie-Britannique,Moyens centres de population,,Propriétaire,59,5.6
2018,Colombie-Britannique,Moyens centres de population,,Owner who is not a first-time homebuyer,59,5.9
2018,Colombie-Britannique,Moyens centres de population,,Locataire,59,34.0
2018,Colombie-Britannique,Moyens centres de population,,Renter not in social and affordable housing,59,32.0
2018,Colombie-Britannique,Moyens centres de population,,Renter in social and affordable housing,59,51.0
2018,Canada,Moyens centres de population,,"Total, tenure",,10.2
2018,Canada,Moyens centres de population,,Propriétaire,,4.1
2018,Canada,Moyens centres de population,,Owner who is a first-time homebuyer,,2.4
2018,Canada,Moyens centres de population,,Owner who is not a first-time homebuyer,,4.4
2018,Canada,Moyens centres de population,,Locataire,,22.0
2018,Canada,Moyens centres de population,,Renter not in social and affordable housing,,21.0
2018,Canada,Moyens centres de population,,Renter in social and affordable housing,,30.0
2021,Île-du-Prince-Édouard,Moyens centres de population,,"Total, tenure",11,8.3
2021,Île-du-Prince-Édouard,Moyens centres de population,,Propriétaire,11,3.6
2021,Île-du-Prince-Édouard,Moyens centres de population,,Owner who is not a first-time homebuyer,11,2.7
2021,Île-du-Prince-Édouard,Moyens centres de population,,Locataire,11,13.0
2021,Île-du-Prince-Édouard,Moyens centres de population,,Renter not in social and affordable housing,11,11.1
2021,Île-du-Prince-Édouard,Moyens centres de population,,Renter in social and affordable housing,11,22.0
2021,Nouveau-Brunswick,Moyens centres de population,,"Total, tenure",13,6.1
2021,Nouveau-Brunswick,Moyens centres de population,,Propriétaire,13,1.2
2021,Nouveau-Brunswick,Moyens centres de population,,Owner who is not a first-time homebuyer,13,1.4
2021,Nouveau-Brunswick,Moyens centres de population,,Locataire,13,11.9
2021,Nouveau-Brunswick,Moyens centres de population,,Renter not in social and affordable housing,13,10.6
2021,Nouveau-Brunswick,Moyens centres de population,,Renter in social and affordable housing,13,21.0
2021,Québec,Moyens centres de population,,"Total, tenure",24,6.1
2021,Québec,Moyens centres de population,,Locataire,24,12.9
2021,Québec,Moyens centres de population,,Renter not in social and affordable housing,24,13.3
2021,Québec,Moyens centres de population,,Renter in social and affordable housing,24,9.0
2021,Ontario,Moyens centres de population,,"Total, tenure",35,8.4
2021,Ontario,Moyens centres de population,,Propriétaire,35,1.9
2021,Ontario,Moyens centres de population,,Owner who is not a first-time homebuyer,35,2.2
2021,Ontario,Moyens centres de population,,Locataire,35,22.0
2021,Ontario,Moyens centres de population,,Renter not in social and affordable housing,35,21.0
2021,Ontario,Moyens centres de population,,Renter in social and affordable housing,35,24.0
2021,Manitoba,Moyens centres de population,,"Total, tenure",46,5.7
2021,Manitoba,Moyens centres de population,,Propriétaire,46,1.8
2021,Manitoba,Moyens centres de population,,Locataire,46,12.3
2021,Manitoba,Moyens centres de population,,Renter not in social and affordable housing,46,7.8
2021,Manitoba,Moyens centres de population,,Renter in social and affordable housing,46,34.0
2021,Saskatchewan,Moyens centres de population,,"Total, tenure",47,6.0
2021,Saskatchewan,Moyens centres de population,,Propriétaire,47,1.9
2021,Saskatchewan,Moyens centres de population,,Owner who is not a first-time homebuyer,47,2.1
2021,Saskatchewan,Moyens centres de population,,Locataire,47,15.4
2021,Saskatchewan,Moyens centres de population,,Renter not in social and affordable housing,47,10.1
2021,Saskatchewan,Moyens centres de population,,Renter in social and affordable housing,47,27.0
2021,Alberta,Moyens centres de population,,"Total, tenure",48,8.2
2021,Alberta,Moyens centres de population,,Propriétaire,48,3.3
2021,Alberta,Moyens centres de population,,Owner who is a first-time homebuyer,48,1.9
2021,Alberta,Moyens centres de population,,Owner who is not a first-time homebuyer,48,3.6
2021,Alberta,Moyens centres de population,,Locataire,48,20.0
2021,Alberta,Moyens centres de population,,Renter not in social and affordable housing,48,17.8
2021,Alberta,Moyens centres de population,,Renter in social and affordable housing,48,39.0
2021,Colombie-Britannique,Moyens centres de population,,"Total, tenure",59,12.5
2021,Colombie-Britannique,Moyens centres de population,,Propriétaire,59,7.4
2021,Colombie-Britannique,Moyens centres de population,,Owner who is a first-time homebuyer,59,11.9
2021,Colombie-Britannique,Moyens centres de population,,Owner who is not a first-time homebuyer,59,6.8
2021,Colombie-Britannique,Moyens centres de population,,Locataire,59,26.0
2021,Colombie-Britannique,Moyens centres de population,,Renter not in social and affordable housing,59,24.0
2021,Colombie-Britannique,Moyens centres de population,,Renter in social and affordable housing,59,41.0
2021,Canada,Moyens centres de population,,"Total, tenure",,8.6
2021,Canada,Moyens centres de population,,Propriétaire,,3.3
2021,Canada,Moyens centres de population,,Owner who is a first-time homebuyer,,3.4
2021,Canada,Moyens centres de population,,Owner who is not a first-time homebuyer,,3.3
2021,Canada,Moyens centres de population,,Locataire,,18.9
2021,Canada,Moyens centres de population,,Renter not in social and affordable housing,,17.9
2021,Canada,Moyens centres de population,,Renter in social and affordable housing,,25.0
2018,Terre-Neuve-et-Labrador,Petits centres de population,,"Total, tenure",10,8.8
2018,Terre-Neuve-et-Labrador,Petits centres de population,,Propriétaire,10,2.2
2018,Terre-Neuve-et-Labrador,Petits centres de population,,Owner who is not a first-time homebuyer,10,2.4
2018,Terre-Neuve-et-Labrador,Petits centres de population,,Locataire,10,27.0
2018,Terre-Neuve-et-Labrador,Petits centres de population,,Renter not in social and affordable housing,10,24.0
2018,Terre-Neuve-et-Labrador,Petits centres de population,,Renter in social and affordable housing,10,35.0
2018,Île-du-Prince-Édouard,Petits centres de population,,"Total, tenure",11,7.4
2018,Île-du-Prince-Édouard,Petits centres de population,,Propriétaire,11,6.7
2018,Île-du-Prince-Édouard,Petits centres de population,,Owner who is not a first-time homebuyer,11,7.7
2018,Île-du-Prince-Édouard,Petits centres de population,,Locataire,11,8.6
2018,Île-du-Prince-Édouard,Petits centres de population,,Renter not in social and affordable housing,11,7.1
2018,Île-du-Prince-Édouard,Petits centres de population,,Renter in social and affordable housing,11,15.1
2018,Nouvelle-Écosse,Petits centres de population,,"Total, tenure",12,12.8
2018,Nouvelle-Écosse,Petits centres de population,,Propriétaire,12,4.6
2018,Nouvelle-Écosse,Petits centres de population,,Owner who is a first-time homebuyer,12,10.0
2018,Nouvelle-Écosse,Petits centres de population,,Owner who is not a first-time homebuyer,12,3.9
2018,Nouvelle-Écosse,Petits centres de population,,Locataire,12,26.0
2018,Nouvelle-Écosse,Petits centres de population,,Renter not in social and affordable housing,12,22.0
2018,Nouvelle-Écosse,Petits centres de population,,Renter in social and affordable housing,12,42.0
2018,Nouveau-Brunswick,Petits centres de population,,"Total, tenure",13,6.1
2018,Nouveau-Brunswick,Petits centres de population,,Propriétaire,13,1.2
2018,Nouveau-Brunswick,Petits centres de population,,Owner who is not a first-time homebuyer,13,1.3
2018,Nouveau-Brunswick,Petits centres de population,,Locataire,13,15.6
2018,Nouveau-Brunswick,Petits centres de population,,Renter not in social and affordable housing,13,12.9
2018,Nouveau-Brunswick,Petits centres de population,,Renter in social and affordable housing,13,30.0
2018,Québec,Petits centres de population,,"Total, tenure",24,4.4
2018,Québec,Petits centres de population,,Propriétaire,24,0.7
2018,Québec,Petits centres de population,,Owner who is not a first-time homebuyer,24,0.7
2018,Québec,Petits centres de population,,Locataire,24,11.2
2018,Québec,Petits centres de population,,Renter not in social and affordable housing,24,10.6
2018,Québec,Petits centres de population,,Renter in social and affordable housing,24,15.0
2018,Ontario,Petits centres de population,,"Total, tenure",35,12.2
2018,Ontario,Petits centres de population,,Propriétaire,35,4.9
2018,Ontario,Petits centres de population,,Owner who is a first-time homebuyer,35,6.2
2018,Ontario,Petits centres de population,,Owner who is not a first-time homebuyer,35,4.8
2018,Ontario,Petits centres de population,,Locataire,35,32.0
2018,Ontario,Petits centres de population,,Renter not in social and affordable housing,35,33.0
2018,Ontario,Petits centres de population,,Renter in social and affordable housing,35,29.0
2018,Manitoba,Petits centres de population,,"Total, tenure",46,8.7
2018,Manitoba,Petits centres de population,,Propriétaire,46,4.4
2018,Manitoba,Petits centres de population,,Owner who is not a first-time homebuyer,46,5.0
2018,Manitoba,Petits centres de population,,Locataire,46,18.9
2018,Manitoba,Petits centres de population,,Renter not in social and affordable housing,46,15.7
2018,Manitoba,Petits centres de population,,Renter in social and affordable housing,46,31.0
2018,Saskatchewan,Petits centres de population,,"Total, tenure",47,10.7
2018,Saskatchewan,Petits centres de population,,Propriétaire,47,5.8
2018,Saskatchewan,Petits centres de population,,Owner who is a first-time homebuyer,47,11.3
2018,Saskatchewan,Petits centres de population,,Owner who is not a first-time homebuyer,47,5.0
2018,Saskatchewan,Petits centres de population,,Locataire,47,28.0
2018,Saskatchewan,Petits centres de population,,Renter not in social and affordable housing,47,19.2
2018,Saskatchewan,Petits centres de population,,Renter in social and affordable housing,47,48.0
2018,Alberta,Petits centres de population,,"Total, tenure",48,7.3
2018,Alberta,Petits centres de population,,Propriétaire,48,4.3
2018,Alberta,Petits centres de population,,Owner who is a first-time homebuyer,48,3.7
2018,Alberta,Petits centres de population,,Owner who is not a first-time homebuyer,48,4.4
2018,Alberta,Petits centres de population,,Locataire,48,17.2
2018,Alberta,Petits centres de population,,Renter not in social and affordable housing,48,14.0
2018,Alberta,Petits centres de population,,Renter in social and affordable housing,48,37.0
2018,Colombie-Britannique,Petits centres de population,,"Total, tenure",59,10.4
2018,Colombie-Britannique,Petits centres de population,,Propriétaire,59,3.9
2018,Colombie-Britannique,Petits centres de population,,Owner who is not a first-time homebuyer,59,4.4
2018,Colombie-Britannique,Petits centres de population,,Locataire,59,26.0
2018,Colombie-Britannique,Petits centres de population,,Renter not in social and affordable housing,59,24.0
2018,Colombie-Britannique,Petits centres de population,,Renter in social and affordable housing,59,43.0
2018,Canada,Petits centres de population,,"Total, tenure",,9.2
2018,Canada,Petits centres de population,,Propriétaire,,3.7
2018,Canada,Petits centres de population,,Owner who is a first-time homebuyer,,3.6
2018,Canada,Petits centres de population,,Owner who is not a first-time homebuyer,,3.7
2018,Canada,Petits centres de population,,Locataire,,22.0
2018,Canada,Petits centres de population,,Renter not in social and affordable housing,,20.0
2018,Canada,Petits centres de population,,Renter in social and affordable housing,,32.0
2021,Terre-Neuve-et-Labrador,Petits centres de population,,"Total, tenure",10,7.7
2021,Terre-Neuve-et-Labrador,Petits centres de population,,Propriétaire,10,2.4
2021,Terre-Neuve-et-Labrador,Petits centres de population,,Owner who is not a first-time homebuyer,10,2.7
2021,Terre-Neuve-et-Labrador,Petits centres de population,,Locataire,10,18.8
2021,Terre-Neuve-et-Labrador,Petits centres de population,,Renter not in social and affordable housing,10,17.0
2021,Terre-Neuve-et-Labrador,Petits centres de population,,Renter in social and affordable housing,10,26.0
2021,Île-du-Prince-Édouard,Petits centres de population,,"Total, tenure",11,8.7
2021,Île-du-Prince-Édouard,Petits centres de population,,Propriétaire,11,3.4
2021,Île-du-Prince-Édouard,Petits centres de population,,Owner who is not a first-time homebuyer,11,3.8
2021,Île-du-Prince-Édouard,Petits centres de population,,Locataire,11,14.3
2021,Île-du-Prince-Édouard,Petits centres de population,,Renter not in social and affordable housing,11,11.9
2021,Île-du-Prince-Édouard,Petits centres de population,,Renter in social and affordable housing,11,22.0
2021,Nouvelle-Écosse,Petits centres de population,,"Total, tenure",12,9.9
2021,Nouvelle-Écosse,Petits centres de population,,Propriétaire,12,4.2
2021,Nouvelle-Écosse,Petits centres de population,,Owner who is a first-time homebuyer,12,11.0
2021,Nouvelle-Écosse,Petits centres de population,,Owner who is not a first-time homebuyer,12,3.5
2021,Nouvelle-Écosse,Petits centres de population,,Locataire,12,18.6
2021,Nouvelle-Écosse,Petits centres de population,,Renter not in social and affordable housing,12,16.4
2021,Nouvelle-Écosse,Petits centres de population,,Renter in social and affordable housing,12,27.0
2021,Nouveau-Brunswick,Petits centres de population,,"Total, tenure",13,4.5
2021,Nouveau-Brunswick,Petits centres de population,,Propriétaire,13,2.5
2021,Nouveau-Brunswick,Petits centres de population,,Owner who is not a first-time homebuyer,13,2.6
2021,Nouveau-Brunswick,Petits centres de population,,Locataire,13,8.4
2021,Nouveau-Brunswick,Petits centres de population,,Renter not in social and affordable housing,13,7.6
2021,Nouveau-Brunswick,Petits centres de population,,Renter in social and affordable housing,13,11.4
2021,Québec,Petits centres de population,,"Total, tenure",24,6.0
2021,Québec,Petits centres de population,,Propriétaire,24,3.1
2021,Québec,Petits centres de population,,Owner who is not a first-time homebuyer,24,3.6
2021,Québec,Petits centres de population,,Locataire,24,10.3
2021,Québec,Petits centres de population,,Renter not in social and affordable housing,24,11.0
2021,Québec,Petits centres de population,,Renter in social and affordable housing,24,3.6
2021,Ontario,Petits centres de population,,"Total, tenure",35,9.5
2021,Ontario,Petits centres de population,,Propriétaire,35,3.5
2021,Ontario,Petits centres de population,,Owner who is a first-time homebuyer,35,3.0
2021,Ontario,Petits centres de population,,Owner who is not a first-time homebuyer,35,3.5
2021,Ontario,Petits centres de population,,Locataire,35,27.0
2021,Ontario,Petits centres de population,,Renter not in social and affordable housing,35,26.0
2021,Ontario,Petits centres de population,,Renter in social and affordable housing,35,30.0
2021,Manitoba,Petits centres de population,,"Total, tenure",46,7.0
2021,Manitoba,Petits centres de population,,Propriétaire,46,3.1
2021,Manitoba,Petits centres de population,,Owner who is not a first-time homebuyer,46,3.6
2021,Manitoba,Petits centres de population,,Locataire,46,16.3
2021,Manitoba,Petits centres de population,,Renter not in social and affordable housing,46,11.3
2021,Manitoba,Petits centres de population,,Renter in social and affordable housing,46,34.0
2021,Saskatchewan,Petits centres de population,,"Total, tenure",47,8.2
2021,Saskatchewan,Petits centres de population,,Propriétaire,47,5.4
2021,Saskatchewan,Petits centres de population,,Owner who is not a first-time homebuyer,47,5.9
2021,Saskatchewan,Petits centres de population,,Locataire,47,16.6
2021,Saskatchewan,Petits centres de population,,Renter not in social and affordable housing,47,14.6
2021,Saskatchewan,Petits centres de population,,Renter in social and affordable housing,47,23.0
2021,Alberta,Petits centres de population,,"Total, tenure",48,8.9
2021,Alberta,Petits centres de population,,Propriétaire,48,5.5
2021,Alberta,Petits centres de population,,Owner who is a first-time homebuyer,48,9.2
2021,Alberta,Petits centres de population,,Owner who is not a first-time homebuyer,48,4.9
2021,Alberta,Petits centres de population,,Locataire,48,18.9
2021,Alberta,Petits centres de population,,Renter not in social and affordable housing,48,18.6
2021,Alberta,Petits centres de population,,Renter in social and affordable housing,48,21.0
2021,Colombie-Britannique,Petits centres de population,,"Total, tenure",59,10.0
2021,Colombie-Britannique,Petits centres de population,,Propriétaire,59,4.4
2021,Colombie-Britannique,Petits centres de population,,Owner who is a first-time homebuyer,59,9.0
2021,Colombie-Britannique,Petits centres de population,,Owner who is not a first-time homebuyer,59,4.0
2021,Colombie-Britannique,Petits centres de population,,Locataire,59,24.0
2021,Colombie-Britannique,Petits centres de population,,Renter not in social and affordable housing,59,23.0
2021,Colombie-Britannique,Petits centres de population,,Renter in social and affordable housing,59,29.0
2021,Canada,Petits centres de population,,"Total, tenure",,8.3
2021,Canada,Petits centres de population,,Propriétaire,,3.8
2021,Canada,Petits centres de population,,Owner who is a first-time homebuyer,,3.6
2021,Canada,Petits centres de population,,Owner who is not a first-time homebuyer,,3.9
2021,Canada,Petits centres de population,,Locataire,,18.3
2021,Canada,Petits centres de population,,Renter not in social and affordable housing,,17.5
2021,Canada,Petits centres de population,,Renter in social and affordable housing,,23.0
2018,Terre-Neuve-et-Labrador,Régions rurales,,"Total, tenure",10,7.8
2018,Terre-Neuve-et-Labrador,Régions rurales,,Propriétaire,10,6.3
2018,Terre-Neuve-et-Labrador,Régions rurales,,Owner who is not a first-time homebuyer,10,6.4
2018,Terre-Neuve-et-Labrador,Régions rurales,,Locataire,10,24.0
2018,Terre-Neuve-et-Labrador,Régions rurales,,Renter not in social and affordable housing,10,20.0
2018,Terre-Neuve-et-Labrador,Régions rurales,,Renter in social and affordable housing,10,54.0
2018,Île-du-Prince-Édouard,Régions rurales,,"Total, tenure",11,9.1
2018,Île-du-Prince-Édouard,Régions rurales,,Propriétaire,11,7.9
2018,Île-du-Prince-Édouard,Régions rurales,,Owner who is not a first-time homebuyer,11,8.2
2018,Île-du-Prince-Édouard,Régions rurales,,Locataire,11,15.9
2018,Île-du-Prince-Édouard,Régions rurales,,Renter not in social and affordable housing,11,16.5
2018,Île-du-Prince-Édouard,Régions rurales,,Renter in social and affordable housing,11,12.4
2018,Nouvelle-Écosse,Régions rurales,,"Total, tenure",12,6.9
2018,Nouvelle-Écosse,Régions rurales,,Propriétaire,12,5.4
2018,Nouvelle-Écosse,Régions rurales,,Owner who is a first-time homebuyer,12,3.9
2018,Nouvelle-Écosse,Régions rurales,,Owner who is not a first-time homebuyer,12,5.6
2018,Nouvelle-Écosse,Régions rurales,,Locataire,12,18.5
2018,Nouvelle-Écosse,Régions rurales,,Renter not in social and affordable housing,12,13.5
2018,Nouvelle-Écosse,Régions rurales,,Renter in social and affordable housing,12,43.0
2018,Nouveau-Brunswick,Régions rurales,,"Total, tenure",13,6.0
2018,Nouveau-Brunswick,Régions rurales,,Propriétaire,13,3.9
2018,Nouveau-Brunswick,Régions rurales,,Owner who is not a first-time homebuyer,13,4.1
2018,Nouveau-Brunswick,Régions rurales,,Locataire,13,25.0
2018,Nouveau-Brunswick,Régions rurales,,Renter not in social and affordable housing,13,24.0
2018,Nouveau-Brunswick,Régions rurales,,Renter in social and affordable housing,13,29.0
2018,Québec,Régions rurales,,"Total, tenure",24,5.0
2018,Québec,Régions rurales,,Propriétaire,24,3.6
2018,Québec,Régions rurales,,Owner who is a first-time homebuyer,24,3.4
2018,Québec,Régions rurales,,Owner who is not a first-time homebuyer,24,3.6
2018,Québec,Régions rurales,,Locataire,24,14.5
2018,Québec,Régions rurales,,Renter not in social and affordable housing,24,14.8
2018,Québec,Régions rurales,,Renter in social and affordable housing,24,12.4
2018,Ontario,Régions rurales,,"Total, tenure",35,6.8
2018,Ontario,Régions rurales,,Propriétaire,35,5.3
2018,Ontario,Régions rurales,,Owner who is a first-time homebuyer,35,2.5
2018,Ontario,Régions rurales,,Owner who is not a first-time homebuyer,35,5.5
2018,Ontario,Régions rurales,,Locataire,35,18.6
2018,Ontario,Régions rurales,,Renter not in social and affordable housing,35,18.0
2018,Ontario,Régions rurales,,Renter in social and affordable housing,35,26.0
2018,Manitoba,Régions rurales,,"Total, tenure",46,9.5
2018,Manitoba,Régions rurales,,Propriétaire,46,7.1
2018,Manitoba,Régions rurales,,Owner who is not a first-time homebuyer,46,7.7
2018,Manitoba,Régions rurales,,Locataire,46,27.0
2018,Manitoba,Régions rurales,,Renter not in social and affordable housing,46,29.0
2018,Manitoba,Régions rurales,,Renter in social and affordable housing,46,22.0
2018,Saskatchewan,Régions rurales,,"Total, tenure",47,13.6
2018,Saskatchewan,Régions rurales,,Propriétaire,47,11.3
2018,Saskatchewan,Régions rurales,,Owner who is a first-time homebuyer,47,5.6
2018,Saskatchewan,Régions rurales,,Owner who is not a first-time homebuyer,47,11.9
2018,Saskatchewan,Régions rurales,,Locataire,47,29.0
2018,Saskatchewan,Régions rurales,,Renter not in social and affordable housing,47,14.6
2018,Saskatchewan,Régions rurales,,Renter in social and affordable housing,47,54.0
2018,Alberta,Régions rurales,,"Total, tenure",48,10.8
2018,Alberta,Régions rurales,,Propriétaire,48,10.3
2018,Alberta,Régions rurales,,Owner who is a first-time homebuyer,48,3.3
2018,Alberta,Régions rurales,,Owner who is not a first-time homebuyer,48,11.2
2018,Alberta,Régions rurales,,Locataire,48,15.4
2018,Alberta,Régions rurales,,Renter not in social and affordable housing,48,14.0
2018,Alberta,Régions rurales,,Renter in social and affordable housing,48,26.0
2018,Colombie-Britannique,Régions rurales,,"Total, tenure",59,9.8
2018,Colombie-Britannique,Régions rurales,,Propriétaire,59,8.0
2018,Colombie-Britannique,Régions rurales,,Owner who is a first-time homebuyer,59,6.3
2018,Colombie-Britannique,Régions rurales,,Owner who is not a first-time homebuyer,59,8.2
2018,Colombie-Britannique,Régions rurales,,Locataire,59,19.0
2018,Colombie-Britannique,Régions rurales,,Renter not in social and affordable housing,59,17.3
2018,Colombie-Britannique,Régions rurales,,Renter in social and affordable housing,59,42.0
2018,Canada,Régions rurales,,"Total, tenure",,7.4
2018,Canada,Régions rurales,,Propriétaire,,5.7
2018,Canada,Régions rurales,,Owner who is a first-time homebuyer,,3.3
2018,Canada,Régions rurales,,Owner who is not a first-time homebuyer,,6.0
2018,Canada,Régions rurales,,Locataire,,19.1
2018,Canada,Régions rurales,,Renter not in social and affordable housing,,17.0
2018,Canada,Régions rurales,,Renter in social and affordable housing,,33.0
2021,Terre-Neuve-et-Labrador,Régions rurales,,"Total, tenure",10,7.0
2021,Terre-Neuve-et-Labrador,Régions rurales,,Propriétaire,10,5.8
2021,Terre-Neuve-et-Labrador,Régions rurales,,Owner who is not a first-time homebuyer,10,6.1
2021,Terre-Neuve-et-Labrador,Régions rurales,,Locataire,10,18.3
2021,Terre-Neuve-et-Labrador,Régions rurales,,Renter not in social and affordable housing,10,14.9
2021,Terre-Neuve-et-Labrador,Régions rurales,,Renter in social and affordable housing,10,32.0
2021,Île-du-Prince-Édouard,Régions rurales,,"Total, tenure",11,6.2
2021,Île-du-Prince-Édouard,Régions rurales,,Propriétaire,11,4.3
2021,Île-du-Prince-Édouard,Régions rurales,,Owner who is not a first-time homebuyer,11,4.4
2021,Île-du-Prince-Édouard,Régions rurales,,Locataire,11,17.3
2021,Île-du-Prince-Édouard,Régions rurales,,Renter not in social and affordable housing,11,18.1
2021,Île-du-Prince-Édouard,Régions rurales,,Renter in social and affordable housing,11,14.0
2021,Nouvelle-Écosse,Régions rurales,,"Total, tenure",12,9.4
2021,Nouvelle-Écosse,Régions rurales,,Propriétaire,12,8.0
2021,Nouvelle-Écosse,Régions rurales,,Owner who is a first-time homebuyer,12,10.8
2021,Nouvelle-Écosse,Régions rurales,,Owner who is not a first-time homebuyer,12,7.7
2021,Nouvelle-Écosse,Régions rurales,,Locataire,12,19.6
2021,Nouvelle-Écosse,Régions rurales,,Renter not in social and affordable housing,12,18.3
2021,Nouvelle-Écosse,Régions rurales,,Renter in social and affordable housing,12,28.0
2021,Nouveau-Brunswick,Régions rurales,,"Total, tenure",13,6.0
2021,Nouveau-Brunswick,Régions rurales,,Propriétaire,13,5.1
2021,Nouveau-Brunswick,Régions rurales,,Owner who is a first-time homebuyer,13,6.1
2021,Nouveau-Brunswick,Régions rurales,,Owner who is not a first-time homebuyer,13,5.0
2021,Nouveau-Brunswick,Régions rurales,,Locataire,13,12.7
2021,Nouveau-Brunswick,Régions rurales,,Renter not in social and affordable housing,13,11.2
2021,Nouveau-Brunswick,Régions rurales,,Renter in social and affordable housing,13,25.0
2021,Québec,Régions rurales,,"Total, tenure",24,3.3
2021,Québec,Régions rurales,,Propriétaire,24,2.4
2021,Québec,Régions rurales,,Owner who is not a first-time homebuyer,24,2.7
2021,Québec,Régions rurales,,Locataire,24,10.4
2021,Québec,Régions rurales,,Renter not in social and affordable housing,24,10.1
2021,Québec,Régions rurales,,Renter in social and affordable housing,24,12.7
2021,Ontario,Régions rurales,,"Total, tenure",35,6.5
2021,Ontario,Régions rurales,,Propriétaire,35,4.7
2021,Ontario,Régions rurales,,Owner who is a first-time homebuyer,35,3.5
2021,Ontario,Régions rurales,,Owner who is not a first-time homebuyer,35,4.8
2021,Ontario,Régions rurales,,Locataire,35,22.0
2021,Ontario,Régions rurales,,Renter not in social and affordable housing,35,21.0
2021,Ontario,Régions rurales,,Renter in social and affordable housing,35,29.0
2021,Manitoba,Régions rurales,,"Total, tenure",46,6.6
2021,Manitoba,Régions rurales,,Propriétaire,46,4.6
2021,Manitoba,Régions rurales,,Owner who is not a first-time homebuyer,46,4.8
2021,Manitoba,Régions rurales,,Locataire,46,26.0
2021,Manitoba,Régions rurales,,Renter not in social and affordable housing,46,26.0
2021,Manitoba,Régions rurales,,Renter in social and affordable housing,46,25.0
2021,Saskatchewan,Régions rurales,,"Total, tenure",47,14.1
2021,Saskatchewan,Régions rurales,,Propriétaire,47,11.6
2021,Saskatchewan,Régions rurales,,Owner who is a first-time homebuyer,47,8.3
2021,Saskatchewan,Régions rurales,,Owner who is not a first-time homebuyer,47,11.9
2021,Saskatchewan,Régions rurales,,Locataire,47,30.0
2021,Saskatchewan,Régions rurales,,Renter not in social and affordable housing,47,21.0
2021,Saskatchewan,Régions rurales,,Renter in social and affordable housing,47,43.0
2021,Alberta,Régions rurales,,"Total, tenure",48,11.5
2021,Alberta,Régions rurales,,Propriétaire,48,7.4
2021,Alberta,Régions rurales,,Owner who is a first-time homebuyer,48,10.6
2021,Alberta,Régions rurales,,Owner who is not a first-time homebuyer,48,7.0
2021,Alberta,Régions rurales,,Locataire,48,36.0
2021,Alberta,Régions rurales,,Renter not in social and affordable housing,48,35.0
2021,Alberta,Régions rurales,,Renter in social and affordable housing,48,49.0
2021,Colombie-Britannique,Régions rurales,,"Total, tenure",59,9.8
2021,Colombie-Britannique,Régions rurales,,Propriétaire,59,10.2
2021,Colombie-Britannique,Régions rurales,,Owner who is not a first-time homebuyer,59,10.5
2021,Colombie-Britannique,Régions rurales,,Locataire,59,8.3
2021,Colombie-Britannique,Régions rurales,,Renter not in social and affordable housing,59,6.3
2021,Colombie-Britannique,Régions rurales,,Renter in social and affordable housing,59,57.0
2021,Canada,Régions rurales,,"Total, tenure",,6.8
2021,Canada,Régions rurales,,Propriétaire,,5.3
