Year,Géographie,Industries,Environmental management practices,GeoCode,Environmental protection activities,Value
2020,Canada,Fabrication de produits métalliques,,,Lutte contre le bruit et les vibrations,5.7
2020,Canada,Fabrication de produits métalliques,,,Protection against radiation,0.0
2020,Canada,Fabrication de produits métalliques,,,Environmental charges,8.2
2020,Canada,Fabrication de produits métalliques,,,Clean vehicles and transportation technologies,5.4
2020,Canada,Fabrication de produits métalliques,,,Other environmental protection activities,3.4
2020,Canada,Fabrication de matériel de transport,,,"Total, activités de protection de l'environnement",91.1
2020,Canada,Fabrication de matériel de transport,,,Solid waste management,90.1
2020,Canada,Fabrication de matériel de transport,,,Gestion des eaux usées,71.9
2020,Canada,Fabrication de matériel de transport,,,Gestion de la pollution atmosphérique,25.6
2020,Canada,Fabrication de matériel de transport,,,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",8.4
2020,Canada,Fabrication de matériel de transport,,,Protection de la biodiversité et de l'habitat,3.9
2020,Canada,Fabrication de matériel de transport,,,Lutte contre le bruit et les vibrations,10.0
2020,Canada,Fabrication de matériel de transport,,,Protection against radiation,0.0
2020,Canada,Fabrication de matériel de transport,,,Environmental charges,17.0
2020,Canada,Fabrication de matériel de transport,,,Clean vehicles and transportation technologies,2.5
2020,Canada,Fabrication de matériel de transport,,,Other environmental protection activities,14.9
2020,Canada,Fabrication de produits en plastique et en caoutchouc,,,"Total, activités de protection de l'environnement",91.4
2020,Canada,Fabrication de produits en plastique et en caoutchouc,,,Solid waste management,89.5
2020,Canada,Fabrication de produits en plastique et en caoutchouc,,,Gestion des eaux usées,64.4
2020,Canada,Fabrication de produits en plastique et en caoutchouc,,,Gestion de la pollution atmosphérique,13.4
2020,Canada,Fabrication de produits en plastique et en caoutchouc,,,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",6.4
2020,Canada,Fabrication de produits en plastique et en caoutchouc,,,Protection de la biodiversité et de l'habitat,1.0
2020,Canada,Fabrication de produits en plastique et en caoutchouc,,,Lutte contre le bruit et les vibrations,5.8
2020,Canada,Fabrication de produits en plastique et en caoutchouc,,,Protection against radiation,0.8
2020,Canada,Fabrication de produits en plastique et en caoutchouc,,,Environmental charges,8.1
2020,Canada,Fabrication de produits en plastique et en caoutchouc,,,Clean vehicles and transportation technologies,2.9
2020,Canada,Fabrication de produits en plastique et en caoutchouc,,,Other environmental protection activities,7.1
2020,Canada,Fabrication de machines,,,"Total, activités de protection de l'environnement",92.2
2020,Canada,Fabrication de machines,,,Solid waste management,89.6
2020,Canada,Fabrication de machines,,,Gestion des eaux usées,60.6
2020,Canada,Fabrication de machines,,,Gestion de la pollution atmosphérique,12.7
2020,Canada,Fabrication de machines,,,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",0.8
2020,Canada,Fabrication de machines,,,Protection de la biodiversité et de l'habitat,0.3
2020,Canada,Fabrication de machines,,,Lutte contre le bruit et les vibrations,2.7
2020,Canada,Fabrication de machines,,,Protection against radiation,
2020,Canada,Fabrication de machines,,,Environmental charges,3.2
2020,Canada,Fabrication de machines,,,Clean vehicles and transportation technologies,2.1
2020,Canada,Fabrication de machines,,,Other environmental protection activities,1.9
2020,Canada,Fabrication de meubles et de produits connexes,,,"Total, activités de protection de l'environnement",89.1
2020,Canada,Fabrication de meubles et de produits connexes,,,Solid waste management,89.0
2020,Canada,Fabrication de meubles et de produits connexes,,,Gestion des eaux usées,58.7
2020,Canada,Fabrication de meubles et de produits connexes,,,Gestion de la pollution atmosphérique,5.2
2020,Canada,Fabrication de meubles et de produits connexes,,,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",3.1
2020,Canada,Fabrication de meubles et de produits connexes,,,Protection de la biodiversité et de l'habitat,0.0
2020,Canada,Fabrication de meubles et de produits connexes,,,Lutte contre le bruit et les vibrations,
2020,Canada,Fabrication de meubles et de produits connexes,,,Protection against radiation,0.0
2020,Canada,Fabrication de meubles et de produits connexes,,,Environmental charges,1.0
2020,Canada,Fabrication de meubles et de produits connexes,,,Clean vehicles and transportation technologies,7.9
2020,Canada,Fabrication de meubles et de produits connexes,,,Other environmental protection activities,3.3
2020,Canada,Autres industries de fabrication,,,"Total, activités de protection de l'environnement",77.5
2020,Canada,Autres industries de fabrication,,,Solid waste management,76.2
2020,Canada,Autres industries de fabrication,,,Gestion des eaux usées,49.0
2020,Canada,Autres industries de fabrication,,,Gestion de la pollution atmosphérique,2.7
2020,Canada,Autres industries de fabrication,,,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",0.8
2020,Canada,Autres industries de fabrication,,,Protection de la biodiversité et de l'habitat,0.2
2020,Canada,Autres industries de fabrication,,,Lutte contre le bruit et les vibrations,1.3
2020,Canada,Autres industries de fabrication,,,Protection against radiation,0.1
2020,Canada,Autres industries de fabrication,,,Environmental charges,6.6
2020,Canada,Autres industries de fabrication,,,Clean vehicles and transportation technologies,2.2
2020,Canada,Autres industries de fabrication,,,Other environmental protection activities,1.0
2020,Canada,Transport par pipeline,,,"Total, activités de protection de l'environnement",93.0
2020,Canada,Transport par pipeline,,,Solid waste management,86.0
2020,Canada,Transport par pipeline,,,Gestion des eaux usées,77.2
2020,Canada,Transport par pipeline,,,Gestion de la pollution atmosphérique,70.2
2020,Canada,Transport par pipeline,,,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",73.7
2020,Canada,Transport par pipeline,,,Protection de la biodiversité et de l'habitat,45.6
2020,Canada,Transport par pipeline,,,Lutte contre le bruit et les vibrations,
2020,Canada,Transport par pipeline,,,Protection against radiation,0.0
2020,Canada,Transport par pipeline,,,Environmental charges,50.9
2020,Canada,Transport par pipeline,,,Clean vehicles and transportation technologies,
2020,Canada,Transport par pipeline,,,Other environmental protection activities,45.6
2020,Provinces de l'Atlantique,"Total, industries",,,"Total, activités de protection de l'environnement",82.8
2020,Provinces de l'Atlantique,"Total, industries",,,Solid waste management,81.7
2020,Provinces de l'Atlantique,"Total, industries",,,Gestion des eaux usées,58.2
2020,Provinces de l'Atlantique,"Total, industries",,,Gestion de la pollution atmosphérique,7.9
2020,Provinces de l'Atlantique,"Total, industries",,,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",10.8
2020,Provinces de l'Atlantique,"Total, industries",,,Protection de la biodiversité et de l'habitat,7.6
2020,Provinces de l'Atlantique,"Total, industries",,,Lutte contre le bruit et les vibrations,2.2
2020,Provinces de l'Atlantique,"Total, industries",,,Protection against radiation,0.7
2020,Provinces de l'Atlantique,"Total, industries",,,Environmental charges,9.6
2020,Provinces de l'Atlantique,"Total, industries",,,Clean vehicles and transportation technologies,0.5
2020,Provinces de l'Atlantique,"Total, industries",,,Other environmental protection activities,6.5
2020,Terre-Neuve-et-Labrador,"Total, industries",,10,"Total, activités de protection de l'environnement",83.0
2020,Terre-Neuve-et-Labrador,"Total, industries",,10,Solid waste management,82.4
2020,Terre-Neuve-et-Labrador,"Total, industries",,10,Gestion des eaux usées,54.6
2020,Terre-Neuve-et-Labrador,"Total, industries",,10,Gestion de la pollution atmosphérique,9.4
2020,Terre-Neuve-et-Labrador,"Total, industries",,10,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",7.4
2020,Terre-Neuve-et-Labrador,"Total, industries",,10,Protection de la biodiversité et de l'habitat,8.0
2020,Terre-Neuve-et-Labrador,"Total, industries",,10,Lutte contre le bruit et les vibrations,2.2
2020,Terre-Neuve-et-Labrador,"Total, industries",,10,Protection against radiation,3.9
2020,Terre-Neuve-et-Labrador,"Total, industries",,10,Environmental charges,12.4
2020,Terre-Neuve-et-Labrador,"Total, industries",,10,Clean vehicles and transportation technologies,
2020,Terre-Neuve-et-Labrador,"Total, industries",,10,Other environmental protection activities,8.4
2020,Île-du-Prince-Édouard,"Total, industries",,11,"Total, activités de protection de l'environnement",84.1
2020,Île-du-Prince-Édouard,"Total, industries",,11,Solid waste management,82.2
2020,Île-du-Prince-Édouard,"Total, industries",,11,Gestion des eaux usées,54.2
2020,Île-du-Prince-Édouard,"Total, industries",,11,Gestion de la pollution atmosphérique,8.4
2020,Île-du-Prince-Édouard,"Total, industries",,11,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",5.6
2020,Île-du-Prince-Édouard,"Total, industries",,11,Protection de la biodiversité et de l'habitat,3.7
2020,Île-du-Prince-Édouard,"Total, industries",,11,Lutte contre le bruit et les vibrations,2.8
2020,Île-du-Prince-Édouard,"Total, industries",,11,Protection against radiation,0.0
2020,Île-du-Prince-Édouard,"Total, industries",,11,Environmental charges,4.7
2020,Île-du-Prince-Édouard,"Total, industries",,11,Clean vehicles and transportation technologies,
2020,Île-du-Prince-Édouard,"Total, industries",,11,Other environmental protection activities,5.6
2020,Nouvelle-Écosse,"Total, industries",,12,"Total, activités de protection de l'environnement",80.4
2020,Nouvelle-Écosse,"Total, industries",,12,Solid waste management,79.8
2020,Nouvelle-Écosse,"Total, industries",,12,Gestion des eaux usées,54.8
2020,Nouvelle-Écosse,"Total, industries",,12,Gestion de la pollution atmosphérique,6.1
2020,Nouvelle-Écosse,"Total, industries",,12,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",12.4
2020,Nouvelle-Écosse,"Total, industries",,12,Protection de la biodiversité et de l'habitat,8.0
2020,Nouvelle-Écosse,"Total, industries",,12,Lutte contre le bruit et les vibrations,3.4
2020,Nouvelle-Écosse,"Total, industries",,12,Protection against radiation,0.0
2020,Nouvelle-Écosse,"Total, industries",,12,Environmental charges,7.1
2020,Nouvelle-Écosse,"Total, industries",,12,Clean vehicles and transportation technologies,
2020,Nouvelle-Écosse,"Total, industries",,12,Other environmental protection activities,5.8
2020,Nouveau-Brunswick,"Total, industries",,13,"Total, activités de protection de l'environnement",85.1
2020,Nouveau-Brunswick,"Total, industries",,13,Solid waste management,83.5
2020,Nouveau-Brunswick,"Total, industries",,13,Gestion des eaux usées,65.1
2020,Nouveau-Brunswick,"Total, industries",,13,Gestion de la pollution atmosphérique,9.1
2020,Nouveau-Brunswick,"Total, industries",,13,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",12.1
2020,Nouveau-Brunswick,"Total, industries",,13,Protection de la biodiversité et de l'habitat,8.1
2020,Nouveau-Brunswick,"Total, industries",,13,Lutte contre le bruit et les vibrations,
2020,Nouveau-Brunswick,"Total, industries",,13,Protection against radiation,
2020,Nouveau-Brunswick,"Total, industries",,13,Environmental charges,12.5
2020,Nouveau-Brunswick,"Total, industries",,13,Clean vehicles and transportation technologies,
2020,Nouveau-Brunswick,"Total, industries",,13,Other environmental protection activities,6.7
2020,Québec,"Total, industries",,24,"Total, activités de protection de l'environnement",87.7
2020,Québec,"Total, industries",,24,Solid waste management,85.8
2020,Québec,"Total, industries",,24,Gestion des eaux usées,65.9
2020,Québec,"Total, industries",,24,Gestion de la pollution atmosphérique,14.5
2020,Québec,"Total, industries",,24,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",6.4
2020,Québec,"Total, industries",,24,Protection de la biodiversité et de l'habitat,1.8
2020,Québec,"Total, industries",,24,Lutte contre le bruit et les vibrations,4.1
2020,Québec,"Total, industries",,24,Protection against radiation,0.5
2020,Québec,"Total, industries",,24,Environmental charges,6.8
2020,Québec,"Total, industries",,24,Clean vehicles and transportation technologies,4.0
2020,Québec,"Total, industries",,24,Other environmental protection activities,7.1
2020,Ontario,"Total, industries",,35,"Total, activités de protection de l'environnement",87.4
2020,Ontario,"Total, industries",,35,Solid waste management,85.8
2020,Ontario,"Total, industries",,35,Gestion des eaux usées,60.0
2020,Ontario,"Total, industries",,35,Gestion de la pollution atmosphérique,14.5
2020,Ontario,"Total, industries",,35,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",7.0
2020,Ontario,"Total, industries",,35,Protection de la biodiversité et de l'habitat,1.6
2020,Ontario,"Total, industries",,35,Lutte contre le bruit et les vibrations,6.9
2020,Ontario,"Total, industries",,35,Protection against radiation,0.4
2020,Ontario,"Total, industries",,35,Environmental charges,12.5
2020,Ontario,"Total, industries",,35,Clean vehicles and transportation technologies,4.5
2020,Ontario,"Total, industries",,35,Other environmental protection activities,5.5
2020,Provinces des Prairies,"Total, industries",,,"Total, activités de protection de l'environnement",87.6
2020,Provinces des Prairies,"Total, industries",,,Solid waste management,85.3
2020,Provinces des Prairies,"Total, industries",,,Gestion des eaux usées,66.9
2020,Provinces des Prairies,"Total, industries",,,Gestion de la pollution atmosphérique,17.1
2020,Provinces des Prairies,"Total, industries",,,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",13.6
2020,Provinces des Prairies,"Total, industries",,,Protection de la biodiversité et de l'habitat,7.0
2020,Provinces des Prairies,"Total, industries",,,Lutte contre le bruit et les vibrations,4.6
2020,Provinces des Prairies,"Total, industries",,,Protection against radiation,1.0
2020,Provinces des Prairies,"Total, industries",,,Environmental charges,13.0
2020,Provinces des Prairies,"Total, industries",,,Clean vehicles and transportation technologies,1.9
2020,Provinces des Prairies,"Total, industries",,,Other environmental protection activities,12.4
2020,Manitoba,"Total, industries",,46,"Total, activités de protection de l'environnement",88.5
2020,Manitoba,"Total, industries",,46,Solid waste management,82.9
2020,Manitoba,"Total, industries",,46,Gestion des eaux usées,73.7
2020,Manitoba,"Total, industries",,46,Gestion de la pollution atmosphérique,13.7
2020,Manitoba,"Total, industries",,46,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",6.8
2020,Manitoba,"Total, industries",,46,Protection de la biodiversité et de l'habitat,1.5
2020,Manitoba,"Total, industries",,46,Lutte contre le bruit et les vibrations,1.7
2020,Manitoba,"Total, industries",,46,Protection against radiation,0.6
2020,Manitoba,"Total, industries",,46,Environmental charges,13.5
2020,Manitoba,"Total, industries",,46,Clean vehicles and transportation technologies,2.9
2020,Manitoba,"Total, industries",,46,Other environmental protection activities,10.5
2020,Saskatchewan,"Total, industries",,47,"Total, activités de protection de l'environnement",92.1
2020,Saskatchewan,"Total, industries",,47,Solid waste management,90.4
2020,Saskatchewan,"Total, industries",,47,Gestion des eaux usées,71.4
2020,Saskatchewan,"Total, industries",,47,Gestion de la pollution atmosphérique,15.3
2020,Saskatchewan,"Total, industries",,47,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",15.7
2020,Saskatchewan,"Total, industries",,47,Protection de la biodiversité et de l'habitat,10.0
2020,Saskatchewan,"Total, industries",,47,Lutte contre le bruit et les vibrations,6.0
2020,Saskatchewan,"Total, industries",,47,Protection against radiation,1.2
2020,Saskatchewan,"Total, industries",,47,Environmental charges,10.3
2020,Saskatchewan,"Total, industries",,47,Clean vehicles and transportation technologies,1.8
2020,Saskatchewan,"Total, industries",,47,Other environmental protection activities,11.9
2020,Alberta,"Total, industries",,48,"Total, activités de protection de l'environnement",86.3
2020,Alberta,"Total, industries",,48,Solid waste management,84.6
2020,Alberta,"Total, industries",,48,Gestion des eaux usées,64.0
2020,Alberta,"Total, industries",,48,Gestion de la pollution atmosphérique,18.4
2020,Alberta,"Total, industries",,48,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",14.8
2020,Alberta,"Total, industries",,48,Protection de la biodiversité et de l'habitat,7.7
2020,Alberta,"Total, industries",,48,Lutte contre le bruit et les vibrations,5.0
2020,Alberta,"Total, industries",,48,Protection against radiation,1.0
2020,Alberta,"Total, industries",,48,Environmental charges,13.5
2020,Alberta,"Total, industries",,48,Clean vehicles and transportation technologies,1.7
2020,Alberta,"Total, industries",,48,Other environmental protection activities,13.0
2020,Colombie-Britannique,"Total, industries",,59,"Total, activités de protection de l'environnement",81.7
2020,Colombie-Britannique,"Total, industries",,59,Solid waste management,79.8
2020,Colombie-Britannique,"Total, industries",,59,Gestion des eaux usées,53.4
2020,Colombie-Britannique,"Total, industries",,59,Gestion de la pollution atmosphérique,12.8
2020,Colombie-Britannique,"Total, industries",,59,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",8.9
2020,Colombie-Britannique,"Total, industries",,59,Protection de la biodiversité et de l'habitat,4.6
2020,Colombie-Britannique,"Total, industries",,59,Lutte contre le bruit et les vibrations,3.6
2020,Colombie-Britannique,"Total, industries",,59,Protection against radiation,0.5
2020,Colombie-Britannique,"Total, industries",,59,Environmental charges,13.9
2020,Colombie-Britannique,"Total, industries",,59,Clean vehicles and transportation technologies,4.1
2020,Colombie-Britannique,"Total, industries",,59,Other environmental protection activities,5.9
2020,Territoires,"Total, industries",,,"Total, activités de protection de l'environnement",77.2
2020,Territoires,"Total, industries",,,Solid waste management,71.0
2020,Territoires,"Total, industries",,,Gestion des eaux usées,58.5
2020,Territoires,"Total, industries",,,Gestion de la pollution atmosphérique,15.5
2020,Territoires,"Total, industries",,,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",29.0
2020,Territoires,"Total, industries",,,Protection de la biodiversité et de l'habitat,24.4
2020,Territoires,"Total, industries",,,Lutte contre le bruit et les vibrations,10.9
2020,Territoires,"Total, industries",,,Protection against radiation,
2020,Territoires,"Total, industries",,,Environmental charges,14.0
2020,Territoires,"Total, industries",,,Clean vehicles and transportation technologies,0.0
2020,Territoires,"Total, industries",,,Other environmental protection activities,18.7
2021,Canada,"Total, industries",,,Solid waste management,84.3
2021,Canada,"Total, industries",,,Gestion des eaux usées,60.8
2021,Canada,"Total, industries",,,Gestion de la pollution atmosphérique,16.4
2021,Canada,"Total, industries",,,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",11.1
2021,Canada,"Total, industries",,,Protection de la biodiversité et de l'habitat,4.9
2021,Canada,"Total, industries",,,Lutte contre le bruit et les vibrations,7.8
2021,Canada,"Total, industries",,,Protection against radiation,2.6
2021,Canada,"Total, industries",,,Environmental charges,13.3
2021,Canada,"Total, industries",,,Clean vehicles and transportation technologies,2.7
2021,Canada,"Total, industries",,,Other environmental protection activities,9.9
2021,Canada,Exploitation forestière (sauf à forfait),,,"Total, activités de protection de l'environnement",70.4
2021,Canada,Exploitation forestière (sauf à forfait),,,Solid waste management,68.6
2021,Canada,Exploitation forestière (sauf à forfait),,,Gestion des eaux usées,57.6
2021,Canada,Exploitation forestière (sauf à forfait),,,Gestion de la pollution atmosphérique,0.0
2021,Canada,Exploitation forestière (sauf à forfait),,,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",5.1
2021,Canada,Exploitation forestière (sauf à forfait),,,Protection de la biodiversité et de l'habitat,3.5
2021,Canada,Exploitation forestière (sauf à forfait),,,Lutte contre le bruit et les vibrations,2.4
2021,Canada,Exploitation forestière (sauf à forfait),,,Protection against radiation,0.0
2021,Canada,Exploitation forestière (sauf à forfait),,,Environmental charges,18.5
2021,Canada,Exploitation forestière (sauf à forfait),,,Clean vehicles and transportation technologies,
2021,Canada,Exploitation forestière (sauf à forfait),,,Other environmental protection activities,2.5
2021,Canada,Extraction de pétrole et de gaz,,,"Total, activités de protection de l'environnement",91.9
2021,Canada,Extraction de pétrole et de gaz,,,Solid waste management,88.2
2021,Canada,Extraction de pétrole et de gaz,,,Gestion des eaux usées,79.8
2021,Canada,Extraction de pétrole et de gaz,,,Gestion de la pollution atmosphérique,73.2
2021,Canada,Extraction de pétrole et de gaz,,,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",84.1
2021,Canada,Extraction de pétrole et de gaz,,,Protection de la biodiversité et de l'habitat,33.8
2021,Canada,Extraction de pétrole et de gaz,,,Lutte contre le bruit et les vibrations,29.8
2021,Canada,Extraction de pétrole et de gaz,,,Protection against radiation,6.5
2021,Canada,Extraction de pétrole et de gaz,,,Environmental charges,44.5
2021,Canada,Extraction de pétrole et de gaz,,,Clean vehicles and transportation technologies,
2021,Canada,Extraction de pétrole et de gaz,,,Other environmental protection activities,35.7
2021,Canada,Extraction minière et exploitation en carrière,,,"Total, activités de protection de l'environnement",100.0
2021,Canada,Extraction minière et exploitation en carrière,,,Solid waste management,96.3
2021,Canada,Extraction minière et exploitation en carrière,,,Gestion des eaux usées,92.6
2021,Canada,Extraction minière et exploitation en carrière,,,Gestion de la pollution atmosphérique,72.8
2021,Canada,Extraction minière et exploitation en carrière,,,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",77.8
2021,Canada,Extraction minière et exploitation en carrière,,,Protection de la biodiversité et de l'habitat,58.0
2021,Canada,Extraction minière et exploitation en carrière,,,Lutte contre le bruit et les vibrations,30.9
2021,Canada,Extraction minière et exploitation en carrière,,,Protection against radiation,4.9
2021,Canada,Extraction minière et exploitation en carrière,,,Environmental charges,70.4
2021,Canada,Extraction minière et exploitation en carrière,,,Clean vehicles and transportation technologies,21.0
2021,Canada,Extraction minière et exploitation en carrière,,,Other environmental protection activities,61.7
2021,Canada,"Production, transport et distribution d'électricité",,,"Total, activités de protection de l'environnement",85.8
2021,Canada,"Production, transport et distribution d'électricité",,,Solid waste management,83.6
2021,Canada,"Production, transport et distribution d'électricité",,,Gestion des eaux usées,77.9
2021,Canada,"Production, transport et distribution d'électricité",,,Gestion de la pollution atmosphérique,36.2
2021,Canada,"Production, transport et distribution d'électricité",,,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",30.5
2021,Canada,"Production, transport et distribution d'électricité",,,Protection de la biodiversité et de l'habitat,27.5
2021,Canada,"Production, transport et distribution d'électricité",,,Lutte contre le bruit et les vibrations,12.7
2021,Canada,"Production, transport et distribution d'électricité",,,Protection against radiation,5.0
2021,Canada,"Production, transport et distribution d'électricité",,,Environmental charges,29.9
2021,Canada,"Production, transport et distribution d'électricité",,,Clean vehicles and transportation technologies,10.5
2021,Canada,"Production, transport et distribution d'électricité",,,Other environmental protection activities,39.5
2021,Canada,Distribution de gaz naturel,,,"Total, activités de protection de l'environnement",50.0
2021,Canada,Distribution de gaz naturel,,,Solid waste management,50.0
2021,Canada,Distribution de gaz naturel,,,Gestion des eaux usées,39.3
2021,Canada,Distribution de gaz naturel,,,Gestion de la pollution atmosphérique,28.6
2021,Canada,Distribution de gaz naturel,,,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",21.4
2021,Canada,Distribution de gaz naturel,,,Protection de la biodiversité et de l'habitat,14.3
2021,Canada,Distribution de gaz naturel,,,Lutte contre le bruit et les vibrations,17.9
2021,Canada,Distribution de gaz naturel,,,Protection against radiation,0.0
2021,Canada,Distribution de gaz naturel,,,Environmental charges,14.3
2021,Canada,Distribution de gaz naturel,,,Clean vehicles and transportation technologies,14.3
2021,Canada,Distribution de gaz naturel,,,Other environmental protection activities,32.1
2021,Canada,Fabrication d'aliments,,,"Total, activités de protection de l'environnement",94.0
2021,Canada,Fabrication d'aliments,,,Solid waste management,92.3
2021,Canada,Fabrication d'aliments,,,Gestion des eaux usées,82.1
2021,Canada,Fabrication d'aliments,,,Gestion de la pollution atmosphérique,12.8
2021,Canada,Fabrication d'aliments,,,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",5.4
2021,Canada,Fabrication d'aliments,,,Protection de la biodiversité et de l'habitat,0.9
2021,Canada,Fabrication d'aliments,,,Lutte contre le bruit et les vibrations,4.4
2021,Canada,Fabrication d'aliments,,,Protection against radiation,0.4
2021,Canada,Fabrication d'aliments,,,Environmental charges,26.0
2021,Canada,Fabrication d'aliments,,,Clean vehicles and transportation technologies,0.9
2021,Canada,Fabrication d'aliments,,,Other environmental protection activities,10.7
2021,Canada,Fabrication de boissons et de produits du tabac,,,"Total, activités de protection de l'environnement",95.0
2021,Canada,Fabrication de boissons et de produits du tabac,,,Solid waste management,90.4
2021,Canada,Fabrication de boissons et de produits du tabac,,,Gestion des eaux usées,75.3
2021,Canada,Fabrication de boissons et de produits du tabac,,,Gestion de la pollution atmosphérique,13.4
2021,Canada,Fabrication de boissons et de produits du tabac,,,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",3.3
2021,Canada,Fabrication de boissons et de produits du tabac,,,Protection de la biodiversité et de l'habitat,4.0
2021,Canada,Fabrication de boissons et de produits du tabac,,,Lutte contre le bruit et les vibrations,6.1
2021,Canada,Fabrication de boissons et de produits du tabac,,,Protection against radiation,6.3
2021,Canada,Fabrication de boissons et de produits du tabac,,,Environmental charges,7.4
2021,Canada,Fabrication de boissons et de produits du tabac,,,Clean vehicles and transportation technologies,0.9
2021,Canada,Fabrication de boissons et de produits du tabac,,,Other environmental protection activities,4.4
2021,Canada,Fabrication de produits en bois,,,"Total, activités de protection de l'environnement",91.2
2021,Canada,Fabrication de produits en bois,,,Solid waste management,90.1
2021,Canada,Fabrication de produits en bois,,,Gestion des eaux usées,63.9
2021,Canada,Fabrication de produits en bois,,,Gestion de la pollution atmosphérique,21.2
2021,Canada,Fabrication de produits en bois,,,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",19.3
2021,Canada,Fabrication de produits en bois,,,Protection de la biodiversité et de l'habitat,6.3
2021,Canada,Fabrication de produits en bois,,,Lutte contre le bruit et les vibrations,3.3
2021,Canada,Fabrication de produits en bois,,,Protection against radiation,
2021,Canada,Fabrication de produits en bois,,,Environmental charges,12.7
2021,Canada,Fabrication de produits en bois,,,Clean vehicles and transportation technologies,1.9
2021,Canada,Fabrication de produits en bois,,,Other environmental protection activities,9.1
2021,Canada,Fabrication du papier,,,"Total, activités de protection de l'environnement",99.4
2021,Canada,Fabrication du papier,,,Solid waste management,99.4
2021,Canada,Fabrication du papier,,,Gestion des eaux usées,87.0
2021,Canada,Fabrication du papier,,,Gestion de la pollution atmosphérique,46.0
2021,Canada,Fabrication du papier,,,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",33.6
2021,Canada,Fabrication du papier,,,Protection de la biodiversité et de l'habitat,9.3
2021,Canada,Fabrication du papier,,,Lutte contre le bruit et les vibrations,17.9
2021,Canada,Fabrication du papier,,,Protection against radiation,0.0
2021,Canada,Fabrication du papier,,,Environmental charges,46.0
2021,Canada,Fabrication du papier,,,Clean vehicles and transportation technologies,2.7
2021,Canada,Fabrication du papier,,,Other environmental protection activities,32.3
2021,Canada,Fabrication de produits du pétrole et du charbon,,,"Total, activités de protection de l'environnement",86.7
2021,Canada,Fabrication de produits du pétrole et du charbon,,,Solid waste management,86.7
2021,Canada,Fabrication de produits du pétrole et du charbon,,,Gestion des eaux usées,80.0
2021,Canada,Fabrication de produits du pétrole et du charbon,,,Gestion de la pollution atmosphérique,63.3
2021,Canada,Fabrication de produits du pétrole et du charbon,,,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",60.0
2021,Canada,Fabrication de produits du pétrole et du charbon,,,Protection de la biodiversité et de l'habitat,26.7
2021,Canada,Fabrication de produits du pétrole et du charbon,,,Lutte contre le bruit et les vibrations,23.3
2021,Canada,Fabrication de produits du pétrole et du charbon,,,Protection against radiation,
2021,Canada,Fabrication de produits du pétrole et du charbon,,,Environmental charges,60.0
2021,Canada,Fabrication de produits du pétrole et du charbon,,,Clean vehicles and transportation technologies,
2021,Canada,Fabrication de produits du pétrole et du charbon,,,Other environmental protection activities,36.7
2021,Canada,Fabrication de produits chimiques,,,"Total, activités de protection de l'environnement",96.3
2021,Canada,Fabrication de produits chimiques,,,Solid waste management,94.0
2021,Canada,Fabrication de produits chimiques,,,Gestion des eaux usées,79.5
2021,Canada,Fabrication de produits chimiques,,,Gestion de la pollution atmosphérique,41.7
2021,Canada,Fabrication de produits chimiques,,,"Protection et assainissement du sol, des eaux souterraines et des eaux de surface",36.0
2021,Canada,Fabrication de produits chimiques,,,Protection de la biodiversité et de l'habitat,7.4
2021,Canada,Fabrication de produits chimiques,,,Lutte contre le bruit et les vibrations,13.2
2021,Canada,Fabrication de produits chimiques,,,Protection against radiation,3.1
2021,Canada,Fabrication de produits chimiques,,,Environmental charges,35.7
2021,Canada,Fabrication de produits chimiques,,,Clean vehicles and transportation technologies,3.6
2021,Canada,Fabrication de produits chimiques,,,Other environmental protection activities,31.5
2021,Canada,Fabrication de produits minéraux non métalliques,,,"Total, activités de protection de l'environnement",94.3
