Year,Géographie,data.Educational attainment level,Groupe d'âge,Sexe,Value
2013,Yukon,data.Bachelor's level,45 to 54 years,Les deux sexes,14.0
2014,Yukon,data.Bachelor's level,45 to 54 years,Les deux sexes,17.0
2015,Yukon,data.Bachelor's level,45 to 54 years,Les deux sexes,17.0
2016,Yukon,data.Bachelor's level,45 to 54 years,Les deux sexes,15.0
2017,Yukon,data.Bachelor's level,45 to 54 years,Les deux sexes,17.0
2018,Yukon,data.Bachelor's level,45 to 54 years,Les deux sexes,20.0
2019,Yukon,data.Bachelor's level,45 to 54 years,Les deux sexes,19.0
2020,Yukon,data.Bachelor's level,45 to 54 years,Les deux sexes,24.0
2010,Yukon,data.Bachelor's level,45 to 54 years,Male,9.0
2011,Yukon,data.Bachelor's level,45 to 54 years,Male,11.0
2012,Yukon,data.Bachelor's level,45 to 54 years,Male,13.0
2013,Yukon,data.Bachelor's level,45 to 54 years,Male,12.0
2014,Yukon,data.Bachelor's level,45 to 54 years,Male,14.0
2015,Yukon,data.Bachelor's level,45 to 54 years,Male,12.0
2016,Yukon,data.Bachelor's level,45 to 54 years,Male,11.0
2017,Yukon,data.Bachelor's level,45 to 54 years,Male,17.0
2018,Yukon,data.Bachelor's level,45 to 54 years,Male,21.0
2019,Yukon,data.Bachelor's level,45 to 54 years,Male,15.0
2020,Yukon,data.Bachelor's level,45 to 54 years,Male,19.0
2010,Yukon,data.Bachelor's level,45 to 54 years,Female,14.0
2011,Yukon,data.Bachelor's level,45 to 54 years,Female,20.0
2012,Yukon,data.Bachelor's level,45 to 54 years,Female,21.0
2013,Yukon,data.Bachelor's level,45 to 54 years,Female,16.0
2014,Yukon,data.Bachelor's level,45 to 54 years,Female,20.0
2015,Yukon,data.Bachelor's level,45 to 54 years,Female,21.0
2016,Yukon,data.Bachelor's level,45 to 54 years,Female,18.0
2017,Yukon,data.Bachelor's level,45 to 54 years,Female,17.0
2018,Yukon,data.Bachelor's level,45 to 54 years,Female,20.0
2019,Yukon,data.Bachelor's level,45 to 54 years,Female,24.0
2020,Yukon,data.Bachelor's level,45 to 54 years,Female,29.0
2010,Yukon,data.Bachelor's level,55 à 64 ans,Les deux sexes,13.0
2011,Yukon,data.Bachelor's level,55 à 64 ans,Les deux sexes,13.0
2012,Yukon,data.Bachelor's level,55 à 64 ans,Les deux sexes,11.0
2013,Yukon,data.Bachelor's level,55 à 64 ans,Les deux sexes,12.0
2014,Yukon,data.Bachelor's level,55 à 64 ans,Les deux sexes,15.0
2015,Yukon,data.Bachelor's level,55 à 64 ans,Les deux sexes,16.0
2016,Yukon,data.Bachelor's level,55 à 64 ans,Les deux sexes,15.0
2017,Yukon,data.Bachelor's level,55 à 64 ans,Les deux sexes,15.0
2018,Yukon,data.Bachelor's level,55 à 64 ans,Les deux sexes,15.0
2019,Yukon,data.Bachelor's level,55 à 64 ans,Les deux sexes,18.0
2020,Yukon,data.Bachelor's level,55 à 64 ans,Les deux sexes,19.0
2010,Yukon,data.Bachelor's level,55 à 64 ans,Male,
2011,Yukon,data.Bachelor's level,55 à 64 ans,Male,13.0
2012,Yukon,data.Bachelor's level,55 à 64 ans,Male,
2013,Yukon,data.Bachelor's level,55 à 64 ans,Male,
2014,Yukon,data.Bachelor's level,55 à 64 ans,Male,
2015,Yukon,data.Bachelor's level,55 à 64 ans,Male,13.0
2016,Yukon,data.Bachelor's level,55 à 64 ans,Male,10.0
2017,Yukon,data.Bachelor's level,55 à 64 ans,Male,13.0
2018,Yukon,data.Bachelor's level,55 à 64 ans,Male,13.0
2019,Yukon,data.Bachelor's level,55 à 64 ans,Male,13.0
2020,Yukon,data.Bachelor's level,55 à 64 ans,Male,14.0
2010,Yukon,data.Bachelor's level,55 à 64 ans,Female,18.0
2011,Yukon,data.Bachelor's level,55 à 64 ans,Female,13.0
2012,Yukon,data.Bachelor's level,55 à 64 ans,Female,15.0
2013,Yukon,data.Bachelor's level,55 à 64 ans,Female,18.0
2014,Yukon,data.Bachelor's level,55 à 64 ans,Female,21.0
2015,Yukon,data.Bachelor's level,55 à 64 ans,Female,19.0
2016,Yukon,data.Bachelor's level,55 à 64 ans,Female,20.0
2017,Yukon,data.Bachelor's level,55 à 64 ans,Female,16.0
2018,Yukon,data.Bachelor's level,55 à 64 ans,Female,16.0
2019,Yukon,data.Bachelor's level,55 à 64 ans,Female,23.0
2020,Yukon,data.Bachelor's level,55 à 64 ans,Female,24.0
2010,Yukon,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Les deux sexes,9.0
2011,Yukon,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Les deux sexes,10.0
2012,Yukon,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Les deux sexes,8.0
2013,Yukon,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Les deux sexes,8.0
2014,Yukon,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Les deux sexes,10.0
2015,Yukon,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Les deux sexes,10.0
2016,Yukon,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Les deux sexes,9.0
2017,Yukon,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Les deux sexes,10.0
2018,Yukon,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Les deux sexes,11.0
2019,Yukon,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Les deux sexes,12.0
2020,Yukon,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Les deux sexes,13.0
2010,Yukon,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Male,8.0
2011,Yukon,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Male,11.0
2012,Yukon,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Male,8.0
2013,Yukon,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Male,8.0
2014,Yukon,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Male,9.0
2015,Yukon,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Male,9.0
2016,Yukon,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Male,9.0
2017,Yukon,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Male,8.0
2018,Yukon,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Male,8.0
2019,Yukon,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Male,9.0
2020,Yukon,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Male,11.0
2010,Yukon,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Female,10.0
2011,Yukon,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Female,9.0
2012,Yukon,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Female,8.0
2013,Yukon,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Female,9.0
2014,Yukon,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Female,11.0
2015,Yukon,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Female,11.0
2016,Yukon,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Female,10.0
2017,Yukon,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Female,12.0
2018,Yukon,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Female,15.0
2019,Yukon,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Female,15.0
2020,Yukon,data.Master's or Doctoral level,"data.Total, 25 to 64 years",Female,15.0
2010,Yukon,data.Master's or Doctoral level,25 to 34 years,Les deux sexes,5.0
2011,Yukon,data.Master's or Doctoral level,25 to 34 years,Les deux sexes,9.0
2012,Yukon,data.Master's or Doctoral level,25 to 34 years,Les deux sexes,8.0
2013,Yukon,data.Master's or Doctoral level,25 to 34 years,Les deux sexes,6.0
2014,Yukon,data.Master's or Doctoral level,25 to 34 years,Les deux sexes,11.0
2015,Yukon,data.Master's or Doctoral level,25 to 34 years,Les deux sexes,10.0
2016,Yukon,data.Master's or Doctoral level,25 to 34 years,Les deux sexes,5.0
2017,Yukon,data.Master's or Doctoral level,25 to 34 years,Les deux sexes,5.0
2018,Yukon,data.Master's or Doctoral level,25 to 34 years,Les deux sexes,9.0
2019,Yukon,data.Master's or Doctoral level,25 to 34 years,Les deux sexes,13.0
2020,Yukon,data.Master's or Doctoral level,25 to 34 years,Les deux sexes,12.0
2010,Yukon,data.Master's or Doctoral level,25 to 34 years,Male,
2011,Yukon,data.Master's or Doctoral level,25 to 34 years,Male,9.0
2012,Yukon,data.Master's or Doctoral level,25 to 34 years,Male,
2013,Yukon,data.Master's or Doctoral level,25 to 34 years,Male,
2014,Yukon,data.Master's or Doctoral level,25 to 34 years,Male,
2015,Yukon,data.Master's or Doctoral level,25 to 34 years,Male,
2016,Yukon,data.Master's or Doctoral level,25 to 34 years,Male,
2017,Yukon,data.Master's or Doctoral level,25 to 34 years,Male,
2018,Yukon,data.Master's or Doctoral level,25 to 34 years,Male,
2019,Yukon,data.Master's or Doctoral level,25 to 34 years,Male,8.0
2020,Yukon,data.Master's or Doctoral level,25 to 34 years,Male,8.0
2010,Yukon,data.Master's or Doctoral level,25 to 34 years,Female,
2011,Yukon,data.Master's or Doctoral level,25 to 34 years,Female,
2012,Yukon,data.Master's or Doctoral level,25 to 34 years,Female,9.0
2013,Yukon,data.Master's or Doctoral level,25 to 34 years,Female,10.0
2014,Yukon,data.Master's or Doctoral level,25 to 34 years,Female,15.0
2015,Yukon,data.Master's or Doctoral level,25 to 34 years,Female,14.0
2016,Yukon,data.Master's or Doctoral level,25 to 34 years,Female,
2017,Yukon,data.Master's or Doctoral level,25 to 34 years,Female,
2018,Yukon,data.Master's or Doctoral level,25 to 34 years,Female,14.0
2019,Yukon,data.Master's or Doctoral level,25 to 34 years,Female,18.0
2020,Yukon,data.Master's or Doctoral level,25 to 34 years,Female,15.0
2010,Yukon,data.Master's or Doctoral level,30 à 34 ans,Les deux sexes,
2011,Yukon,data.Master's or Doctoral level,30 à 34 ans,Les deux sexes,13.0
2012,Yukon,data.Master's or Doctoral level,30 à 34 ans,Les deux sexes,12.0
2013,Yukon,data.Master's or Doctoral level,30 à 34 ans,Les deux sexes,11.0
2014,Yukon,data.Master's or Doctoral level,30 à 34 ans,Les deux sexes,17.0
2015,Yukon,data.Master's or Doctoral level,30 à 34 ans,Les deux sexes,13.0
2016,Yukon,data.Master's or Doctoral level,30 à 34 ans,Les deux sexes,
2017,Yukon,data.Master's or Doctoral level,30 à 34 ans,Les deux sexes,
2018,Yukon,data.Master's or Doctoral level,30 à 34 ans,Les deux sexes,10.0
2019,Yukon,data.Master's or Doctoral level,30 à 34 ans,Les deux sexes,14.0
2020,Yukon,data.Master's or Doctoral level,30 à 34 ans,Les deux sexes,16.0
2010,Yukon,data.Master's or Doctoral level,30 à 34 ans,Male,
2011,Yukon,data.Master's or Doctoral level,30 à 34 ans,Male,
2012,Yukon,data.Master's or Doctoral level,30 à 34 ans,Male,
2013,Yukon,data.Master's or Doctoral level,30 à 34 ans,Male,
2014,Yukon,data.Master's or Doctoral level,30 à 34 ans,Male,
2015,Yukon,data.Master's or Doctoral level,30 à 34 ans,Male,
2016,Yukon,data.Master's or Doctoral level,30 à 34 ans,Male,
2017,Yukon,data.Master's or Doctoral level,30 à 34 ans,Male,
2018,Yukon,data.Master's or Doctoral level,30 à 34 ans,Male,
2019,Yukon,data.Master's or Doctoral level,30 à 34 ans,Male,
2020,Yukon,data.Master's or Doctoral level,30 à 34 ans,Male,
2010,Yukon,data.Master's or Doctoral level,30 à 34 ans,Female,
2011,Yukon,data.Master's or Doctoral level,30 à 34 ans,Female,
2012,Yukon,data.Master's or Doctoral level,30 à 34 ans,Female,
2013,Yukon,data.Master's or Doctoral level,30 à 34 ans,Female,
2014,Yukon,data.Master's or Doctoral level,30 à 34 ans,Female,24.0
2015,Yukon,data.Master's or Doctoral level,30 à 34 ans,Female,22.0
2016,Yukon,data.Master's or Doctoral level,30 à 34 ans,Female,
2017,Yukon,data.Master's or Doctoral level,30 à 34 ans,Female,
2018,Yukon,data.Master's or Doctoral level,30 à 34 ans,Female,15.0
2019,Yukon,data.Master's or Doctoral level,30 à 34 ans,Female,20.0
2020,Yukon,data.Master's or Doctoral level,30 à 34 ans,Female,19.0
2010,Yukon,data.Master's or Doctoral level,35 to 44 years,Les deux sexes,9.0
2011,Yukon,data.Master's or Doctoral level,35 to 44 years,Les deux sexes,10.0
2012,Yukon,data.Master's or Doctoral level,35 to 44 years,Les deux sexes,8.0
2013,Yukon,data.Master's or Doctoral level,35 to 44 years,Les deux sexes,11.0
2014,Yukon,data.Master's or Doctoral level,35 to 44 years,Les deux sexes,12.0
2015,Yukon,data.Master's or Doctoral level,35 to 44 years,Les deux sexes,11.0
2016,Yukon,data.Master's or Doctoral level,35 to 44 years,Les deux sexes,12.0
2017,Yukon,data.Master's or Doctoral level,35 to 44 years,Les deux sexes,13.0
2018,Yukon,data.Master's or Doctoral level,35 to 44 years,Les deux sexes,12.0
2019,Yukon,data.Master's or Doctoral level,35 to 44 years,Les deux sexes,14.0
2020,Yukon,data.Master's or Doctoral level,35 to 44 years,Les deux sexes,19.0
2010,Yukon,data.Master's or Doctoral level,35 to 44 years,Male,
2011,Yukon,data.Master's or Doctoral level,35 to 44 years,Male,13.0
2012,Yukon,data.Master's or Doctoral level,35 to 44 years,Male,
2013,Yukon,data.Master's or Doctoral level,35 to 44 years,Male,10.0
2014,Yukon,data.Master's or Doctoral level,35 to 44 years,Male,9.0
2015,Yukon,data.Master's or Doctoral level,35 to 44 years,Male,10.0
2016,Yukon,data.Master's or Doctoral level,35 to 44 years,Male,12.0
2017,Yukon,data.Master's or Doctoral level,35 to 44 years,Male,11.0
2018,Yukon,data.Master's or Doctoral level,35 to 44 years,Male,9.0
2019,Yukon,data.Master's or Doctoral level,35 to 44 years,Male,13.0
2020,Yukon,data.Master's or Doctoral level,35 to 44 years,Male,17.0
2010,Yukon,data.Master's or Doctoral level,35 to 44 years,Female,13.0
2011,Yukon,data.Master's or Doctoral level,35 to 44 years,Female,8.0
2012,Yukon,data.Master's or Doctoral level,35 to 44 years,Female,8.0
2013,Yukon,data.Master's or Doctoral level,35 to 44 years,Female,11.0
2014,Yukon,data.Master's or Doctoral level,35 to 44 years,Female,15.0
2015,Yukon,data.Master's or Doctoral level,35 to 44 years,Female,13.0
2016,Yukon,data.Master's or Doctoral level,35 to 44 years,Female,13.0
2017,Yukon,data.Master's or Doctoral level,35 to 44 years,Female,15.0
2018,Yukon,data.Master's or Doctoral level,35 to 44 years,Female,16.0
2019,Yukon,data.Master's or Doctoral level,35 to 44 years,Female,15.0
2020,Yukon,data.Master's or Doctoral level,35 to 44 years,Female,20.0
2010,Yukon,data.Master's or Doctoral level,45 to 54 years,Les deux sexes,11.0
2011,Yukon,data.Master's or Doctoral level,45 to 54 years,Les deux sexes,9.0
2012,Yukon,data.Master's or Doctoral level,45 to 54 years,Les deux sexes,7.0
2013,Yukon,data.Master's or Doctoral level,45 to 54 years,Les deux sexes,7.0
2014,Yukon,data.Master's or Doctoral level,45 to 54 years,Les deux sexes,10.0
2015,Yukon,data.Master's or Doctoral level,45 to 54 years,Les deux sexes,9.0
2016,Yukon,data.Master's or Doctoral level,45 to 54 years,Les deux sexes,9.0
2017,Yukon,data.Master's or Doctoral level,45 to 54 years,Les deux sexes,12.0
2018,Yukon,data.Master's or Doctoral level,45 to 54 years,Les deux sexes,12.0
2019,Yukon,data.Master's or Doctoral level,45 to 54 years,Les deux sexes,11.0
2020,Yukon,data.Master's or Doctoral level,45 to 54 years,Les deux sexes,10.0
2010,Yukon,data.Master's or Doctoral level,45 to 54 years,Male,11.0
2011,Yukon,data.Master's or Doctoral level,45 to 54 years,Male,10.0
2012,Yukon,data.Master's or Doctoral level,45 to 54 years,Male,
2013,Yukon,data.Master's or Doctoral level,45 to 54 years,Male,8.0
2014,Yukon,data.Master's or Doctoral level,45 to 54 years,Male,13.0
2015,Yukon,data.Master's or Doctoral level,45 to 54 years,Male,12.0
2016,Yukon,data.Master's or Doctoral level,45 to 54 years,Male,8.0
2017,Yukon,data.Master's or Doctoral level,45 to 54 years,Male,9.0
2018,Yukon,data.Master's or Doctoral level,45 to 54 years,Male,8.0
2019,Yukon,data.Master's or Doctoral level,45 to 54 years,Male,8.0
2020,Yukon,data.Master's or Doctoral level,45 to 54 years,Male,7.0
2010,Yukon,data.Master's or Doctoral level,45 to 54 years,Female,11.0
2011,Yukon,data.Master's or Doctoral level,45 to 54 years,Female,8.0
2012,Yukon,data.Master's or Doctoral level,45 to 54 years,Female,8.0
2013,Yukon,data.Master's or Doctoral level,45 to 54 years,Female,
2014,Yukon,data.Master's or Doctoral level,45 to 54 years,Female,
2015,Yukon,data.Master's or Doctoral level,45 to 54 years,Female,
2016,Yukon,data.Master's or Doctoral level,45 to 54 years,Female,9.0
2017,Yukon,data.Master's or Doctoral level,45 to 54 years,Female,14.0
2018,Yukon,data.Master's or Doctoral level,45 to 54 years,Female,16.0
2019,Yukon,data.Master's or Doctoral level,45 to 54 years,Female,15.0
2020,Yukon,data.Master's or Doctoral level,45 to 54 years,Female,12.0
2010,Yukon,data.Master's or Doctoral level,55 à 64 ans,Les deux sexes,10.0
2011,Yukon,data.Master's or Doctoral level,55 à 64 ans,Les deux sexes,12.0
2012,Yukon,data.Master's or Doctoral level,55 à 64 ans,Les deux sexes,11.0
2013,Yukon,data.Master's or Doctoral level,55 à 64 ans,Les deux sexes,10.0
2014,Yukon,data.Master's or Doctoral level,55 à 64 ans,Les deux sexes,8.0
2015,Yukon,data.Master's or Doctoral level,55 à 64 ans,Les deux sexes,10.0
2016,Yukon,data.Master's or Doctoral level,55 à 64 ans,Les deux sexes,11.0
2017,Yukon,data.Master's or Doctoral level,55 à 64 ans,Les deux sexes,10.0
2018,Yukon,data.Master's or Doctoral level,55 à 64 ans,Les deux sexes,11.0
2019,Yukon,data.Master's or Doctoral level,55 à 64 ans,Les deux sexes,11.0
2020,Yukon,data.Master's or Doctoral level,55 à 64 ans,Les deux sexes,10.0
2010,Yukon,data.Master's or Doctoral level,55 à 64 ans,Male,12.0
2011,Yukon,data.Master's or Doctoral level,55 à 64 ans,Male,13.0
2012,Yukon,data.Master's or Doctoral level,55 à 64 ans,Male,14.0
2013,Yukon,data.Master's or Doctoral level,55 à 64 ans,Male,13.0
2014,Yukon,data.Master's or Doctoral level,55 à 64 ans,Male,10.0
2015,Yukon,data.Master's or Doctoral level,55 à 64 ans,Male,10.0
2016,Yukon,data.Master's or Doctoral level,55 à 64 ans,Male,12.0
2017,Yukon,data.Master's or Doctoral level,55 à 64 ans,Male,9.0
2018,Yukon,data.Master's or Doctoral level,55 à 64 ans,Male,9.0
2019,Yukon,data.Master's or Doctoral level,55 à 64 ans,Male,9.0
2020,Yukon,data.Master's or Doctoral level,55 à 64 ans,Male,9.0
2010,Yukon,data.Master's or Doctoral level,55 à 64 ans,Female,
2011,Yukon,data.Master's or Doctoral level,55 à 64 ans,Female,11.0
2012,Yukon,data.Master's or Doctoral level,55 à 64 ans,Female,
2013,Yukon,data.Master's or Doctoral level,55 à 64 ans,Female,
2014,Yukon,data.Master's or Doctoral level,55 à 64 ans,Female,
2015,Yukon,data.Master's or Doctoral level,55 à 64 ans,Female,10.0
2016,Yukon,data.Master's or Doctoral level,55 à 64 ans,Female,10.0
2017,Yukon,data.Master's or Doctoral level,55 à 64 ans,Female,11.0
2018,Yukon,data.Master's or Doctoral level,55 à 64 ans,Female,14.0
2019,Yukon,data.Master's or Doctoral level,55 à 64 ans,Female,13.0
2020,Yukon,data.Master's or Doctoral level,55 à 64 ans,Female,12.0
2010,Territoires du Nord-Ouest,data.Tertiary education,"data.Total, 25 to 64 years",Les deux sexes,45.0
2011,Territoires du Nord-Ouest,data.Tertiary education,"data.Total, 25 to 64 years",Les deux sexes,47.0
2012,Territoires du Nord-Ouest,data.Tertiary education,"data.Total, 25 to 64 years",Les deux sexes,48.0
2013,Territoires du Nord-Ouest,data.Tertiary education,"data.Total, 25 to 64 years",Les deux sexes,48.0
2014,Territoires du Nord-Ouest,data.Tertiary education,"data.Total, 25 to 64 years",Les deux sexes,46.0
2015,Territoires du Nord-Ouest,data.Tertiary education,"data.Total, 25 to 64 years",Les deux sexes,47.0
2016,Territoires du Nord-Ouest,data.Tertiary education,"data.Total, 25 to 64 years",Les deux sexes,48.0
2017,Territoires du Nord-Ouest,data.Tertiary education,"data.Total, 25 to 64 years",Les deux sexes,48.0
2018,Territoires du Nord-Ouest,data.Tertiary education,"data.Total, 25 to 64 years",Les deux sexes,47.0
2019,Territoires du Nord-Ouest,data.Tertiary education,"data.Total, 25 to 64 years",Les deux sexes,48.0
2020,Territoires du Nord-Ouest,data.Tertiary education,"data.Total, 25 to 64 years",Les deux sexes,49.0
2010,Territoires du Nord-Ouest,data.Tertiary education,"data.Total, 25 to 64 years",Male,39.0
2011,Territoires du Nord-Ouest,data.Tertiary education,"data.Total, 25 to 64 years",Male,41.0
2012,Territoires du Nord-Ouest,data.Tertiary education,"data.Total, 25 to 64 years",Male,39.0
2013,Territoires du Nord-Ouest,data.Tertiary education,"data.Total, 25 to 64 years",Male,39.0
2014,Territoires du Nord-Ouest,data.Tertiary education,"data.Total, 25 to 64 years",Male,38.0
2015,Territoires du Nord-Ouest,data.Tertiary education,"data.Total, 25 to 64 years",Male,39.0
2016,Territoires du Nord-Ouest,data.Tertiary education,"data.Total, 25 to 64 years",Male,39.0
2017,Territoires du Nord-Ouest,data.Tertiary education,"data.Total, 25 to 64 years",Male,40.0
2018,Territoires du Nord-Ouest,data.Tertiary education,"data.Total, 25 to 64 years",Male,35.0
2019,Territoires du Nord-Ouest,data.Tertiary education,"data.Total, 25 to 64 years",Male,37.0
2020,Territoires du Nord-Ouest,data.Tertiary education,"data.Total, 25 to 64 years",Male,39.0
2010,Territoires du Nord-Ouest,data.Tertiary education,"data.Total, 25 to 64 years",Female,51.0
2011,Territoires du Nord-Ouest,data.Tertiary education,"data.Total, 25 to 64 years",Female,54.0
2012,Territoires du Nord-Ouest,data.Tertiary education,"data.Total, 25 to 64 years",Female,58.0
2013,Territoires du Nord-Ouest,data.Tertiary education,"data.Total, 25 to 64 years",Female,58.0
2014,Territoires du Nord-Ouest,data.Tertiary education,"data.Total, 25 to 64 years",Female,54.0
2015,Territoires du Nord-Ouest,data.Tertiary education,"data.Total, 25 to 64 years",Female,55.0
2016,Territoires du Nord-Ouest,data.Tertiary education,"data.Total, 25 to 64 years",Female,57.0
2017,Territoires du Nord-Ouest,data.Tertiary education,"data.Total, 25 to 64 years",Female,58.0
2018,Territoires du Nord-Ouest,data.Tertiary education,"data.Total, 25 to 64 years",Female,60.0
2019,Territoires du Nord-Ouest,data.Tertiary education,"data.Total, 25 to 64 years",Female,59.0
2020,Territoires du Nord-Ouest,data.Tertiary education,"data.Total, 25 to 64 years",Female,59.0
2010,Territoires du Nord-Ouest,data.Tertiary education,25 to 34 years,Les deux sexes,48.0
2011,Territoires du Nord-Ouest,data.Tertiary education,25 to 34 years,Les deux sexes,51.0
2012,Territoires du Nord-Ouest,data.Tertiary education,25 to 34 years,Les deux sexes,49.0
2013,Territoires du Nord-Ouest,data.Tertiary education,25 to 34 years,Les deux sexes,48.0
2014,Territoires du Nord-Ouest,data.Tertiary education,25 to 34 years,Les deux sexes,49.0
2015,Territoires du Nord-Ouest,data.Tertiary education,25 to 34 years,Les deux sexes,48.0
2016,Territoires du Nord-Ouest,data.Tertiary education,25 to 34 years,Les deux sexes,44.0
2017,Territoires du Nord-Ouest,data.Tertiary education,25 to 34 years,Les deux sexes,46.0
2018,Territoires du Nord-Ouest,data.Tertiary education,25 to 34 years,Les deux sexes,45.0
2019,Territoires du Nord-Ouest,data.Tertiary education,25 to 34 years,Les deux sexes,46.0
2020,Territoires du Nord-Ouest,data.Tertiary education,25 to 34 years,Les deux sexes,44.0
2010,Territoires du Nord-Ouest,data.Tertiary education,25 to 34 years,Male,41.0
2011,Territoires du Nord-Ouest,data.Tertiary education,25 to 34 years,Male,48.0
2012,Territoires du Nord-Ouest,data.Tertiary education,25 to 34 years,Male,41.0
2013,Territoires du Nord-Ouest,data.Tertiary education,25 to 34 years,Male,38.0
2014,Territoires du Nord-Ouest,data.Tertiary education,25 to 34 years,Male,44.0
2015,Territoires du Nord-Ouest,data.Tertiary education,25 to 34 years,Male,42.0
2016,Territoires du Nord-Ouest,data.Tertiary education,25 to 34 years,Male,36.0
2017,Territoires du Nord-Ouest,data.Tertiary education,25 to 34 years,Male,38.0
2018,Territoires du Nord-Ouest,data.Tertiary education,25 to 34 years,Male,32.0
2019,Territoires du Nord-Ouest,data.Tertiary education,25 to 34 years,Male,33.0
2020,Territoires du Nord-Ouest,data.Tertiary education,25 to 34 years,Male,32.0
2010,Territoires du Nord-Ouest,data.Tertiary education,25 to 34 years,Female,54.0
2011,Territoires du Nord-Ouest,data.Tertiary education,25 to 34 years,Female,53.0
2012,Territoires du Nord-Ouest,data.Tertiary education,25 to 34 years,Female,57.0
2013,Territoires du Nord-Ouest,data.Tertiary education,25 to 34 years,Female,58.0
2014,Territoires du Nord-Ouest,data.Tertiary education,25 to 34 years,Female,53.0
2015,Territoires du Nord-Ouest,data.Tertiary education,25 to 34 years,Female,53.0
2016,Territoires du Nord-Ouest,data.Tertiary education,25 to 34 years,Female,52.0
2017,Territoires du Nord-Ouest,data.Tertiary education,25 to 34 years,Female,55.0
2018,Territoires du Nord-Ouest,data.Tertiary education,25 to 34 years,Female,59.0
2019,Territoires du Nord-Ouest,data.Tertiary education,25 to 34 years,Female,58.0
2020,Territoires du Nord-Ouest,data.Tertiary education,25 to 34 years,Female,58.0
2010,Territoires du Nord-Ouest,data.Tertiary education,30 à 34 ans,Les deux sexes,54.0
2011,Territoires du Nord-Ouest,data.Tertiary education,30 à 34 ans,Les deux sexes,54.0
2012,Territoires du Nord-Ouest,data.Tertiary education,30 à 34 ans,Les deux sexes,56.0
2013,Territoires du Nord-Ouest,data.Tertiary education,30 à 34 ans,Les deux sexes,52.0
2014,Territoires du Nord-Ouest,data.Tertiary education,30 à 34 ans,Les deux sexes,49.0
2015,Territoires du Nord-Ouest,data.Tertiary education,30 à 34 ans,Les deux sexes,54.0
2016,Territoires du Nord-Ouest,data.Tertiary education,30 à 34 ans,Les deux sexes,50.0
2017,Territoires du Nord-Ouest,data.Tertiary education,30 à 34 ans,Les deux sexes,53.0
2018,Territoires du Nord-Ouest,data.Tertiary education,30 à 34 ans,Les deux sexes,53.0
2019,Territoires du Nord-Ouest,data.Tertiary education,30 à 34 ans,Les deux sexes,52.0
2020,Territoires du Nord-Ouest,data.Tertiary education,30 à 34 ans,Les deux sexes,50.0
2010,Territoires du Nord-Ouest,data.Tertiary education,30 à 34 ans,Male,40.0
2011,Territoires du Nord-Ouest,data.Tertiary education,30 à 34 ans,Male,46.0
2012,Territoires du Nord-Ouest,data.Tertiary education,30 à 34 ans,Male,47.0
2013,Territoires du Nord-Ouest,data.Tertiary education,30 à 34 ans,Male,41.0
2014,Territoires du Nord-Ouest,data.Tertiary education,30 à 34 ans,Male,44.0
2015,Territoires du Nord-Ouest,data.Tertiary education,30 à 34 ans,Male,49.0
2016,Territoires du Nord-Ouest,data.Tertiary education,30 à 34 ans,Male,45.0
2017,Territoires du Nord-Ouest,data.Tertiary education,30 à 34 ans,Male,42.0
2018,Territoires du Nord-Ouest,data.Tertiary education,30 à 34 ans,Male,35.0
2019,Territoires du Nord-Ouest,data.Tertiary education,30 à 34 ans,Male,38.0
2020,Territoires du Nord-Ouest,data.Tertiary education,30 à 34 ans,Male,34.0
2010,Territoires du Nord-Ouest,data.Tertiary education,30 à 34 ans,Female,66.0
2011,Territoires du Nord-Ouest,data.Tertiary education,30 à 34 ans,Female,62.0
