Year,Géographie,data.Economic family type,Value
2016,"Toronto, Ontario",data.Other elderly families,65200.0
2017,"Toronto, Ontario",data.Other elderly families,94200.0
2018,"Toronto, Ontario",data.Other elderly families,81900.0
2019,"Toronto, Ontario",data.Other elderly families,88000.0
2010,"Toronto, Ontario",data.Non-elderly families,94100.0
2011,"Toronto, Ontario",data.Non-elderly families,92800.0
2012,"Toronto, Ontario",data.Non-elderly families,90500.0
2013,"Toronto, Ontario",data.Non-elderly families,88800.0
2014,"Toronto, Ontario",data.Non-elderly families,92800.0
2015,"Toronto, Ontario",data.Non-elderly families,91500.0
2016,"Toronto, Ontario",data.Non-elderly families,94700.0
2017,"Toronto, Ontario",data.Non-elderly families,96200.0
2018,"Toronto, Ontario",data.Non-elderly families,96900.0
2019,"Toronto, Ontario",data.Non-elderly families,101000.0
2010,"Toronto, Ontario",data.Couples,82000.0
2011,"Toronto, Ontario",data.Couples,92400.0
2012,"Toronto, Ontario",data.Couples,89000.0
2013,"Toronto, Ontario",data.Couples,91800.0
2014,"Toronto, Ontario",data.Couples,98000.0
2015,"Toronto, Ontario",data.Couples,76800.0
2016,"Toronto, Ontario",data.Couples,87800.0
2017,"Toronto, Ontario",data.Couples,93000.0
2018,"Toronto, Ontario",data.Couples,90000.0
2019,"Toronto, Ontario",data.Couples,85600.0
2010,"Toronto, Ontario",data.Couples with children,98100.0
2011,"Toronto, Ontario",data.Couples with children,99500.0
2012,"Toronto, Ontario",data.Couples with children,95700.0
2013,"Toronto, Ontario",data.Couples with children,89200.0
2014,"Toronto, Ontario",data.Couples with children,100000.0
2015,"Toronto, Ontario",data.Couples with children,100300.0
2016,"Toronto, Ontario",data.Couples with children,97300.0
2017,"Toronto, Ontario",data.Couples with children,100700.0
2018,"Toronto, Ontario",data.Couples with children,103300.0
2019,"Toronto, Ontario",data.Couples with children,114100.0
2010,"Toronto, Ontario",data.Couples with other relatives,133900.0
2011,"Toronto, Ontario",data.Couples with other relatives,135500.0
2012,"Toronto, Ontario",data.Couples with other relatives,130300.0
2013,"Toronto, Ontario",data.Couples with other relatives,125000.0
2014,"Toronto, Ontario",data.Couples with other relatives,103500.0
2015,"Toronto, Ontario",data.Couples with other relatives,135200.0
2016,"Toronto, Ontario",data.Couples with other relatives,122800.0
2017,"Toronto, Ontario",data.Couples with other relatives,124900.0
2018,"Toronto, Ontario",data.Couples with other relatives,129300.0
2019,"Toronto, Ontario",data.Couples with other relatives,144200.0
2010,"Toronto, Ontario",data.Lone-parent families,45900.0
2011,"Toronto, Ontario",data.Lone-parent families,51900.0
2012,"Toronto, Ontario",data.Lone-parent families,46900.0
2013,"Toronto, Ontario",data.Lone-parent families,40600.0
2014,"Toronto, Ontario",data.Lone-parent families,52200.0
2015,"Toronto, Ontario",data.Lone-parent families,46200.0
2016,"Toronto, Ontario",data.Lone-parent families,40100.0
2017,"Toronto, Ontario",data.Lone-parent families,57200.0
2018,"Toronto, Ontario",data.Lone-parent families,54100.0
2019,"Toronto, Ontario",data.Lone-parent families,42700.0
2010,"Toronto, Ontario",data.Male lone-parent families,
2011,"Toronto, Ontario",data.Male lone-parent families,
2012,"Toronto, Ontario",data.Male lone-parent families,
2013,"Toronto, Ontario",data.Male lone-parent families,
2014,"Toronto, Ontario",data.Male lone-parent families,
2015,"Toronto, Ontario",data.Male lone-parent families,
2016,"Toronto, Ontario",data.Male lone-parent families,
2017,"Toronto, Ontario",data.Male lone-parent families,
2018,"Toronto, Ontario",data.Male lone-parent families,
2019,"Toronto, Ontario",data.Male lone-parent families,
2010,"Toronto, Ontario",data.Female lone-parent families,44000.0
2011,"Toronto, Ontario",data.Female lone-parent families,53300.0
2012,"Toronto, Ontario",data.Female lone-parent families,37800.0
2013,"Toronto, Ontario",data.Female lone-parent families,35300.0
2014,"Toronto, Ontario",data.Female lone-parent families,51800.0
2015,"Toronto, Ontario",data.Female lone-parent families,44500.0
2016,"Toronto, Ontario",data.Female lone-parent families,40100.0
2017,"Toronto, Ontario",data.Female lone-parent families,56700.0
2018,"Toronto, Ontario",data.Female lone-parent families,52800.0
2019,"Toronto, Ontario",data.Female lone-parent families,39600.0
2010,"Toronto, Ontario",data.Other non-elderly families,73900.0
2011,"Toronto, Ontario",data.Other non-elderly families,70700.0
2012,"Toronto, Ontario",data.Other non-elderly families,79000.0
2013,"Toronto, Ontario",data.Other non-elderly families,74200.0
2014,"Toronto, Ontario",data.Other non-elderly families,78600.0
2015,"Toronto, Ontario",data.Other non-elderly families,74400.0
2016,"Toronto, Ontario",data.Other non-elderly families,87600.0
2017,"Toronto, Ontario",data.Other non-elderly families,79600.0
2018,"Toronto, Ontario",data.Other non-elderly families,81600.0
2019,"Toronto, Ontario",data.Other non-elderly families,80000.0
2010,"Toronto, Ontario",Personnes hors famille économique,34300.0
2011,"Toronto, Ontario",Personnes hors famille économique,28100.0
2012,"Toronto, Ontario",Personnes hors famille économique,28900.0
2013,"Toronto, Ontario",Personnes hors famille économique,34200.0
2014,"Toronto, Ontario",Personnes hors famille économique,30700.0
2015,"Toronto, Ontario",Personnes hors famille économique,28900.0
2016,"Toronto, Ontario",Personnes hors famille économique,30600.0
2017,"Toronto, Ontario",Personnes hors famille économique,33800.0
2018,"Toronto, Ontario",Personnes hors famille économique,30500.0
2019,"Toronto, Ontario",Personnes hors famille économique,36100.0
2010,"Toronto, Ontario",Personnes âgées hors famille économique,32500.0
2011,"Toronto, Ontario",Personnes âgées hors famille économique,27100.0
2012,"Toronto, Ontario",Personnes âgées hors famille économique,27300.0
2013,"Toronto, Ontario",Personnes âgées hors famille économique,31700.0
2014,"Toronto, Ontario",Personnes âgées hors famille économique,34900.0
2015,"Toronto, Ontario",Personnes âgées hors famille économique,29300.0
2016,"Toronto, Ontario",Personnes âgées hors famille économique,29100.0
2017,"Toronto, Ontario",Personnes âgées hors famille économique,31000.0
2018,"Toronto, Ontario",Personnes âgées hors famille économique,30500.0
2019,"Toronto, Ontario",Personnes âgées hors famille économique,30700.0
2010,"Toronto, Ontario",data.Elderly males not in an economic family,39300.0
2011,"Toronto, Ontario",data.Elderly males not in an economic family,27100.0
2012,"Toronto, Ontario",data.Elderly males not in an economic family,27300.0
2013,"Toronto, Ontario",data.Elderly males not in an economic family,34100.0
2014,"Toronto, Ontario",data.Elderly males not in an economic family,38100.0
2015,"Toronto, Ontario",data.Elderly males not in an economic family,33500.0
2016,"Toronto, Ontario",data.Elderly males not in an economic family,27700.0
2017,"Toronto, Ontario",data.Elderly males not in an economic family,29100.0
2018,"Toronto, Ontario",data.Elderly males not in an economic family,26700.0
2019,"Toronto, Ontario",data.Elderly males not in an economic family,31100.0
2010,"Toronto, Ontario",data.Elderly females not in an economic family,29100.0
2011,"Toronto, Ontario",data.Elderly females not in an economic family,25600.0
2012,"Toronto, Ontario",data.Elderly females not in an economic family,28600.0
2013,"Toronto, Ontario",data.Elderly females not in an economic family,29400.0
2014,"Toronto, Ontario",data.Elderly females not in an economic family,34700.0
2015,"Toronto, Ontario",data.Elderly females not in an economic family,29200.0
2016,"Toronto, Ontario",data.Elderly females not in an economic family,30300.0
2017,"Toronto, Ontario",data.Elderly females not in an economic family,32200.0
2018,"Toronto, Ontario",data.Elderly females not in an economic family,31200.0
2019,"Toronto, Ontario",data.Elderly females not in an economic family,30600.0
2010,"Toronto, Ontario",Personnes non âgées hors famille économique,34400.0
2011,"Toronto, Ontario",Personnes non âgées hors famille économique,29000.0
2012,"Toronto, Ontario",Personnes non âgées hors famille économique,30800.0
2013,"Toronto, Ontario",Personnes non âgées hors famille économique,34500.0
2014,"Toronto, Ontario",Personnes non âgées hors famille économique,28100.0
2015,"Toronto, Ontario",Personnes non âgées hors famille économique,28100.0
2016,"Toronto, Ontario",Personnes non âgées hors famille économique,31200.0
2017,"Toronto, Ontario",Personnes non âgées hors famille économique,34400.0
2018,"Toronto, Ontario",Personnes non âgées hors famille économique,30900.0
2019,"Toronto, Ontario",Personnes non âgées hors famille économique,37400.0
2010,"Toronto, Ontario",Hommes non âgés hors famille économique,33300.0
2011,"Toronto, Ontario",Hommes non âgés hors famille économique,38400.0
2012,"Toronto, Ontario",Hommes non âgés hors famille économique,33400.0
2013,"Toronto, Ontario",Hommes non âgés hors famille économique,36900.0
2014,"Toronto, Ontario",Hommes non âgés hors famille économique,27800.0
2015,"Toronto, Ontario",Hommes non âgés hors famille économique,36500.0
2016,"Toronto, Ontario",Hommes non âgés hors famille économique,33600.0
2017,"Toronto, Ontario",Hommes non âgés hors famille économique,34100.0
2018,"Toronto, Ontario",Hommes non âgés hors famille économique,27200.0
2019,"Toronto, Ontario",Hommes non âgés hors famille économique,40900.0
2010,"Toronto, Ontario",Femmes non âgées hors famille économique,44100.0
2011,"Toronto, Ontario",Femmes non âgées hors famille économique,23300.0
2012,"Toronto, Ontario",Femmes non âgées hors famille économique,24500.0
2013,"Toronto, Ontario",Femmes non âgées hors famille économique,29600.0
2014,"Toronto, Ontario",Femmes non âgées hors famille économique,31700.0
2015,"Toronto, Ontario",Femmes non âgées hors famille économique,26800.0
2016,"Toronto, Ontario",Femmes non âgées hors famille économique,28200.0
2017,"Toronto, Ontario",Femmes non âgées hors famille économique,34500.0
2018,"Toronto, Ontario",Femmes non âgées hors famille économique,32900.0
2019,"Toronto, Ontario",Femmes non âgées hors famille économique,34200.0
2010,"Winnipeg, Manitoba",data.Economic families and persons not in an economic family,57300.0
2011,"Winnipeg, Manitoba",data.Economic families and persons not in an economic family,57200.0
2012,"Winnipeg, Manitoba",data.Economic families and persons not in an economic family,55800.0
2013,"Winnipeg, Manitoba",data.Economic families and persons not in an economic family,58500.0
2014,"Winnipeg, Manitoba",data.Economic families and persons not in an economic family,60100.0
2015,"Winnipeg, Manitoba",data.Economic families and persons not in an economic family,60100.0
2016,"Winnipeg, Manitoba",data.Economic families and persons not in an economic family,60600.0
2017,"Winnipeg, Manitoba",data.Economic families and persons not in an economic family,59800.0
2018,"Winnipeg, Manitoba",data.Economic families and persons not in an economic family,60700.0
2019,"Winnipeg, Manitoba",data.Economic families and persons not in an economic family,62500.0
2010,"Winnipeg, Manitoba",data.Economic families,82200.0
2011,"Winnipeg, Manitoba",data.Economic families,81200.0
2012,"Winnipeg, Manitoba",data.Economic families,79200.0
2013,"Winnipeg, Manitoba",data.Economic families,79300.0
2014,"Winnipeg, Manitoba",data.Economic families,80400.0
2015,"Winnipeg, Manitoba",data.Economic families,82300.0
2016,"Winnipeg, Manitoba",data.Economic families,81800.0
2017,"Winnipeg, Manitoba",data.Economic families,84300.0
2018,"Winnipeg, Manitoba",data.Economic families,83100.0
2019,"Winnipeg, Manitoba",data.Economic families,81700.0
2010,"Winnipeg, Manitoba",data.Elderly families,62600.0
2011,"Winnipeg, Manitoba",data.Elderly families,60100.0
2012,"Winnipeg, Manitoba",data.Elderly families,58600.0
2013,"Winnipeg, Manitoba",data.Elderly families,63000.0
2014,"Winnipeg, Manitoba",data.Elderly families,63900.0
2015,"Winnipeg, Manitoba",data.Elderly families,70500.0
2016,"Winnipeg, Manitoba",data.Elderly families,70200.0
2017,"Winnipeg, Manitoba",data.Elderly families,63200.0
2018,"Winnipeg, Manitoba",data.Elderly families,68500.0
2019,"Winnipeg, Manitoba",data.Elderly families,66900.0
2010,"Winnipeg, Manitoba",data.Elderly couples,58100.0
2011,"Winnipeg, Manitoba",data.Elderly couples,58500.0
2012,"Winnipeg, Manitoba",data.Elderly couples,59300.0
2013,"Winnipeg, Manitoba",data.Elderly couples,60800.0
2014,"Winnipeg, Manitoba",data.Elderly couples,62100.0
2015,"Winnipeg, Manitoba",data.Elderly couples,66300.0
2016,"Winnipeg, Manitoba",data.Elderly couples,69400.0
2017,"Winnipeg, Manitoba",data.Elderly couples,62400.0
2018,"Winnipeg, Manitoba",data.Elderly couples,66200.0
2019,"Winnipeg, Manitoba",data.Elderly couples,65900.0
2010,"Winnipeg, Manitoba",data.Other elderly families,
2011,"Winnipeg, Manitoba",data.Other elderly families,
2012,"Winnipeg, Manitoba",data.Other elderly families,54400.0
2013,"Winnipeg, Manitoba",data.Other elderly families,
2014,"Winnipeg, Manitoba",data.Other elderly families,80400.0
2015,"Winnipeg, Manitoba",data.Other elderly families,82300.0
2016,"Winnipeg, Manitoba",data.Other elderly families,75800.0
2017,"Winnipeg, Manitoba",data.Other elderly families,71500.0
2018,"Winnipeg, Manitoba",data.Other elderly families,76000.0
2019,"Winnipeg, Manitoba",data.Other elderly families,74400.0
2010,"Winnipeg, Manitoba",data.Non-elderly families,87300.0
2011,"Winnipeg, Manitoba",data.Non-elderly families,86000.0
2012,"Winnipeg, Manitoba",data.Non-elderly families,83900.0
2013,"Winnipeg, Manitoba",data.Non-elderly families,83700.0
2014,"Winnipeg, Manitoba",data.Non-elderly families,85800.0
2015,"Winnipeg, Manitoba",data.Non-elderly families,86700.0
2016,"Winnipeg, Manitoba",data.Non-elderly families,84600.0
2017,"Winnipeg, Manitoba",data.Non-elderly families,89800.0
2018,"Winnipeg, Manitoba",data.Non-elderly families,87200.0
2019,"Winnipeg, Manitoba",data.Non-elderly families,85200.0
2010,"Winnipeg, Manitoba",data.Couples,82600.0
2011,"Winnipeg, Manitoba",data.Couples,76700.0
2012,"Winnipeg, Manitoba",data.Couples,77600.0
2013,"Winnipeg, Manitoba",data.Couples,80900.0
2014,"Winnipeg, Manitoba",data.Couples,79800.0
2015,"Winnipeg, Manitoba",data.Couples,79100.0
2016,"Winnipeg, Manitoba",data.Couples,75100.0
2017,"Winnipeg, Manitoba",data.Couples,82400.0
2018,"Winnipeg, Manitoba",data.Couples,78500.0
2019,"Winnipeg, Manitoba",data.Couples,80500.0
2010,"Winnipeg, Manitoba",data.Couples with children,90600.0
2011,"Winnipeg, Manitoba",data.Couples with children,93900.0
2012,"Winnipeg, Manitoba",data.Couples with children,93100.0
2013,"Winnipeg, Manitoba",data.Couples with children,94700.0
2014,"Winnipeg, Manitoba",data.Couples with children,86700.0
2015,"Winnipeg, Manitoba",data.Couples with children,93200.0
2016,"Winnipeg, Manitoba",data.Couples with children,94200.0
2017,"Winnipeg, Manitoba",data.Couples with children,94200.0
2018,"Winnipeg, Manitoba",data.Couples with children,96400.0
2019,"Winnipeg, Manitoba",data.Couples with children,88500.0
2010,"Winnipeg, Manitoba",data.Couples with other relatives,110500.0
2011,"Winnipeg, Manitoba",data.Couples with other relatives,120700.0
2012,"Winnipeg, Manitoba",data.Couples with other relatives,121100.0
2013,"Winnipeg, Manitoba",data.Couples with other relatives,129400.0
2014,"Winnipeg, Manitoba",data.Couples with other relatives,122300.0
2015,"Winnipeg, Manitoba",data.Couples with other relatives,126800.0
2016,"Winnipeg, Manitoba",data.Couples with other relatives,123700.0
2017,"Winnipeg, Manitoba",data.Couples with other relatives,132700.0
2018,"Winnipeg, Manitoba",data.Couples with other relatives,123800.0
2019,"Winnipeg, Manitoba",data.Couples with other relatives,138900.0
2010,"Winnipeg, Manitoba",data.Lone-parent families,43800.0
2011,"Winnipeg, Manitoba",data.Lone-parent families,45600.0
2012,"Winnipeg, Manitoba",data.Lone-parent families,42700.0
2013,"Winnipeg, Manitoba",data.Lone-parent families,46700.0
2014,"Winnipeg, Manitoba",data.Lone-parent families,45700.0
2015,"Winnipeg, Manitoba",data.Lone-parent families,41500.0
2016,"Winnipeg, Manitoba",data.Lone-parent families,45200.0
2017,"Winnipeg, Manitoba",data.Lone-parent families,50900.0
2018,"Winnipeg, Manitoba",data.Lone-parent families,45000.0
2019,"Winnipeg, Manitoba",data.Lone-parent families,43000.0
2010,"Winnipeg, Manitoba",data.Male lone-parent families,
2011,"Winnipeg, Manitoba",data.Male lone-parent families,
2012,"Winnipeg, Manitoba",data.Male lone-parent families,
2013,"Winnipeg, Manitoba",data.Male lone-parent families,
2014,"Winnipeg, Manitoba",data.Male lone-parent families,
2015,"Winnipeg, Manitoba",data.Male lone-parent families,
2016,"Winnipeg, Manitoba",data.Male lone-parent families,
2017,"Winnipeg, Manitoba",data.Male lone-parent families,71000.0
2018,"Winnipeg, Manitoba",data.Male lone-parent families,
2019,"Winnipeg, Manitoba",data.Male lone-parent families,
2010,"Winnipeg, Manitoba",data.Female lone-parent families,42400.0
2011,"Winnipeg, Manitoba",data.Female lone-parent families,42800.0
2012,"Winnipeg, Manitoba",data.Female lone-parent families,38500.0
2013,"Winnipeg, Manitoba",data.Female lone-parent families,45000.0
2014,"Winnipeg, Manitoba",data.Female lone-parent families,43700.0
2015,"Winnipeg, Manitoba",data.Female lone-parent families,40300.0
2016,"Winnipeg, Manitoba",data.Female lone-parent families,42400.0
2017,"Winnipeg, Manitoba",data.Female lone-parent families,45200.0
2018,"Winnipeg, Manitoba",data.Female lone-parent families,44000.0
2019,"Winnipeg, Manitoba",data.Female lone-parent families,38600.0
2010,"Winnipeg, Manitoba",data.Other non-elderly families,78300.0
2011,"Winnipeg, Manitoba",data.Other non-elderly families,72700.0
2012,"Winnipeg, Manitoba",data.Other non-elderly families,72900.0
2013,"Winnipeg, Manitoba",data.Other non-elderly families,65600.0
2014,"Winnipeg, Manitoba",data.Other non-elderly families,83500.0
2015,"Winnipeg, Manitoba",data.Other non-elderly families,69500.0
2016,"Winnipeg, Manitoba",data.Other non-elderly families,68700.0
2017,"Winnipeg, Manitoba",data.Other non-elderly families,73800.0
2018,"Winnipeg, Manitoba",data.Other non-elderly families,72800.0
2019,"Winnipeg, Manitoba",data.Other non-elderly families,68200.0
2010,"Winnipeg, Manitoba",Personnes hors famille économique,28700.0
2011,"Winnipeg, Manitoba",Personnes hors famille économique,30700.0
2012,"Winnipeg, Manitoba",Personnes hors famille économique,30900.0
2013,"Winnipeg, Manitoba",Personnes hors famille économique,32400.0
2014,"Winnipeg, Manitoba",Personnes hors famille économique,32700.0
2015,"Winnipeg, Manitoba",Personnes hors famille économique,33700.0
2016,"Winnipeg, Manitoba",Personnes hors famille économique,33700.0
2017,"Winnipeg, Manitoba",Personnes hors famille économique,31000.0
2018,"Winnipeg, Manitoba",Personnes hors famille économique,34700.0
2019,"Winnipeg, Manitoba",Personnes hors famille économique,32400.0
2010,"Winnipeg, Manitoba",Personnes âgées hors famille économique,28500.0
2011,"Winnipeg, Manitoba",Personnes âgées hors famille économique,28500.0
2012,"Winnipeg, Manitoba",Personnes âgées hors famille économique,29800.0
2013,"Winnipeg, Manitoba",Personnes âgées hors famille économique,32400.0
2014,"Winnipeg, Manitoba",Personnes âgées hors famille économique,31800.0
2015,"Winnipeg, Manitoba",Personnes âgées hors famille économique,31200.0
2016,"Winnipeg, Manitoba",Personnes âgées hors famille économique,34600.0
2017,"Winnipeg, Manitoba",Personnes âgées hors famille économique,30800.0
2018,"Winnipeg, Manitoba",Personnes âgées hors famille économique,34900.0
2019,"Winnipeg, Manitoba",Personnes âgées hors famille économique,29200.0
2010,"Winnipeg, Manitoba",data.Elderly males not in an economic family,26800.0
2011,"Winnipeg, Manitoba",data.Elderly males not in an economic family,28100.0
2012,"Winnipeg, Manitoba",data.Elderly males not in an economic family,32300.0
2013,"Winnipeg, Manitoba",data.Elderly males not in an economic family,41000.0
2014,"Winnipeg, Manitoba",data.Elderly males not in an economic family,31800.0
2015,"Winnipeg, Manitoba",data.Elderly males not in an economic family,37300.0
2016,"Winnipeg, Manitoba",data.Elderly males not in an economic family,38700.0
2017,"Winnipeg, Manitoba",data.Elderly males not in an economic family,33000.0
2018,"Winnipeg, Manitoba",data.Elderly males not in an economic family,35100.0
2019,"Winnipeg, Manitoba",data.Elderly males not in an economic family,26000.0
2010,"Winnipeg, Manitoba",data.Elderly females not in an economic family,28900.0
2011,"Winnipeg, Manitoba",data.Elderly females not in an economic family,28700.0
2012,"Winnipeg, Manitoba",data.Elderly females not in an economic family,28500.0
2013,"Winnipeg, Manitoba",data.Elderly females not in an economic family,32200.0
2014,"Winnipeg, Manitoba",data.Elderly females not in an economic family,31000.0
2015,"Winnipeg, Manitoba",data.Elderly females not in an economic family,28200.0
2016,"Winnipeg, Manitoba",data.Elderly females not in an economic family,32000.0
2017,"Winnipeg, Manitoba",data.Elderly females not in an economic family,30800.0
2018,"Winnipeg, Manitoba",data.Elderly females not in an economic family,33600.0
2019,"Winnipeg, Manitoba",data.Elderly females not in an economic family,31900.0
2010,"Winnipeg, Manitoba",Personnes non âgées hors famille économique,30400.0
2011,"Winnipeg, Manitoba",Personnes non âgées hors famille économique,32700.0
2012,"Winnipeg, Manitoba",Personnes non âgées hors famille économique,31700.0
2013,"Winnipeg, Manitoba",Personnes non âgées hors famille économique,32400.0
2014,"Winnipeg, Manitoba",Personnes non âgées hors famille économique,33300.0
2015,"Winnipeg, Manitoba",Personnes non âgées hors famille économique,34000.0
2016,"Winnipeg, Manitoba",Personnes non âgées hors famille économique,33400.0
2017,"Winnipeg, Manitoba",Personnes non âgées hors famille économique,31300.0
2018,"Winnipeg, Manitoba",Personnes non âgées hors famille économique,34600.0
2019,"Winnipeg, Manitoba",Personnes non âgées hors famille économique,32600.0
2010,"Winnipeg, Manitoba",Hommes non âgés hors famille économique,32700.0
2011,"Winnipeg, Manitoba",Hommes non âgés hors famille économique,37700.0
2012,"Winnipeg, Manitoba",Hommes non âgés hors famille économique,32600.0
2013,"Winnipeg, Manitoba",Hommes non âgés hors famille économique,32700.0
2014,"Winnipeg, Manitoba",Hommes non âgés hors famille économique,35800.0
2015,"Winnipeg, Manitoba",Hommes non âgés hors famille économique,35400.0
2016,"Winnipeg, Manitoba",Hommes non âgés hors famille économique,31900.0
2017,"Winnipeg, Manitoba",Hommes non âgés hors famille économique,32000.0
2018,"Winnipeg, Manitoba",Hommes non âgés hors famille économique,35000.0
2019,"Winnipeg, Manitoba",Hommes non âgés hors famille économique,33100.0
2010,"Winnipeg, Manitoba",Femmes non âgées hors famille économique,25600.0
2011,"Winnipeg, Manitoba",Femmes non âgées hors famille économique,26900.0
2012,"Winnipeg, Manitoba",Femmes non âgées hors famille économique,30800.0
2013,"Winnipeg, Manitoba",Femmes non âgées hors famille économique,30200.0
2014,"Winnipeg, Manitoba",Femmes non âgées hors famille économique,30800.0
2015,"Winnipeg, Manitoba",Femmes non âgées hors famille économique,33000.0
2016,"Winnipeg, Manitoba",Femmes non âgées hors famille économique,34800.0
2017,"Winnipeg, Manitoba",Femmes non âgées hors famille économique,29800.0
2018,"Winnipeg, Manitoba",Femmes non âgées hors famille économique,33200.0
2019,"Winnipeg, Manitoba",Femmes non âgées hors famille économique,32300.0
2010,"Calgary, Alberta",data.Economic families and persons not in an economic family,67800.0
2011,"Calgary, Alberta",data.Economic families and persons not in an economic family,76200.0
2012,"Calgary, Alberta",data.Economic families and persons not in an economic family,77100.0
2013,"Calgary, Alberta",data.Economic families and persons not in an economic family,80000.0
2014,"Calgary, Alberta",data.Economic families and persons not in an economic family,88400.0
2015,"Calgary, Alberta",data.Economic families and persons not in an economic family,74700.0
2016,"Calgary, Alberta",data.Economic families and persons not in an economic family,71700.0
2017,"Calgary, Alberta",data.Economic families and persons not in an economic family,77200.0
2018,"Calgary, Alberta",data.Economic families and persons not in an economic family,74100.0
2019,"Calgary, Alberta",data.Economic families and persons not in an economic family,75300.0
2010,"Calgary, Alberta",data.Economic families,97400.0
2011,"Calgary, Alberta",data.Economic families,104800.0
2012,"Calgary, Alberta",data.Economic families,113800.0
2013,"Calgary, Alberta",data.Economic families,114300.0
2014,"Calgary, Alberta",data.Economic families,115200.0
2015,"Calgary, Alberta",data.Economic families,105100.0
2016,"Calgary, Alberta",data.Economic families,95000.0
2017,"Calgary, Alberta",data.Economic families,104200.0
2018,"Calgary, Alberta",data.Economic families,103900.0
2019,"Calgary, Alberta",data.Economic families,104600.0
2010,"Calgary, Alberta",data.Elderly families,69900.0
2011,"Calgary, Alberta",data.Elderly families,68600.0
2012,"Calgary, Alberta",data.Elderly families,98900.0
2013,"Calgary, Alberta",data.Elderly families,60900.0
2014,"Calgary, Alberta",data.Elderly families,86000.0
2015,"Calgary, Alberta",data.Elderly families,79100.0
2016,"Calgary, Alberta",data.Elderly families,77200.0
2017,"Calgary, Alberta",data.Elderly families,81700.0
2018,"Calgary, Alberta",data.Elderly families,76900.0
2019,"Calgary, Alberta",data.Elderly families,69800.0
2010,"Calgary, Alberta",data.Elderly couples,64600.0
2011,"Calgary, Alberta",data.Elderly couples,66800.0
2012,"Calgary, Alberta",data.Elderly couples,98900.0
2013,"Calgary, Alberta",data.Elderly couples,60100.0
2014,"Calgary, Alberta",data.Elderly couples,79200.0
2015,"Calgary, Alberta",data.Elderly couples,78200.0
2016,"Calgary, Alberta",data.Elderly couples,82700.0
2017,"Calgary, Alberta",data.Elderly couples,71100.0
2018,"Calgary, Alberta",data.Elderly couples,77000.0
2019,"Calgary, Alberta",data.Elderly couples,69800.0
2010,"Calgary, Alberta",data.Other elderly families,
2011,"Calgary, Alberta",data.Other elderly families,
2012,"Calgary, Alberta",data.Other elderly families,
2013,"Calgary, Alberta",data.Other elderly families,
2014,"Calgary, Alberta",data.Other elderly families,
2015,"Calgary, Alberta",data.Other elderly families,
2016,"Calgary, Alberta",data.Other elderly families,
2017,"Calgary, Alberta",data.Other elderly families,
2018,"Calgary, Alberta",data.Other elderly families,
2019,"Calgary, Alberta",data.Other elderly families,
2010,"Calgary, Alberta",data.Non-elderly families,100800.0
2011,"Calgary, Alberta",data.Non-elderly families,106600.0
2012,"Calgary, Alberta",data.Non-elderly families,115000.0
2013,"Calgary, Alberta",data.Non-elderly families,120800.0
2014,"Calgary, Alberta",data.Non-elderly families,117900.0
2015,"Calgary, Alberta",data.Non-elderly families,107400.0
2016,"Calgary, Alberta",data.Non-elderly families,96500.0
2017,"Calgary, Alberta",data.Non-elderly families,107000.0
2018,"Calgary, Alberta",data.Non-elderly families,107800.0
2019,"Calgary, Alberta",data.Non-elderly families,113000.0
2010,"Calgary, Alberta",data.Couples,103100.0
2011,"Calgary, Alberta",data.Couples,111300.0
2012,"Calgary, Alberta",data.Couples,105500.0
2013,"Calgary, Alberta",data.Couples,109000.0
2014,"Calgary, Alberta",data.Couples,105600.0
2015,"Calgary, Alberta",data.Couples,111400.0
2016,"Calgary, Alberta",data.Couples,80100.0
2017,"Calgary, Alberta",data.Couples,104000.0
2018,"Calgary, Alberta",data.Couples,96700.0
2019,"Calgary, Alberta",data.Couples,93600.0
2010,"Calgary, Alberta",data.Couples with children,102800.0
2011,"Calgary, Alberta",data.Couples with children,110700.0
2012,"Calgary, Alberta",data.Couples with children,130300.0
2013,"Calgary, Alberta",data.Couples with children,137100.0
2014,"Calgary, Alberta",data.Couples with children,123000.0
2015,"Calgary, Alberta",data.Couples with children,116900.0
2016,"Calgary, Alberta",data.Couples with children,98300.0
2017,"Calgary, Alberta",data.Couples with children,106700.0
2018,"Calgary, Alberta",data.Couples with children,118800.0
2019,"Calgary, Alberta",data.Couples with children,117000.0
2010,"Calgary, Alberta",data.Couples with other relatives,149200.0
2011,"Calgary, Alberta",data.Couples with other relatives,168100.0
2012,"Calgary, Alberta",data.Couples with other relatives,132900.0
2013,"Calgary, Alberta",data.Couples with other relatives,169700.0
2014,"Calgary, Alberta",data.Couples with other relatives,161900.0
2015,"Calgary, Alberta",data.Couples with other relatives,139000.0
2016,"Calgary, Alberta",data.Couples with other relatives,161200.0
2017,"Calgary, Alberta",data.Couples with other relatives,142500.0
2018,"Calgary, Alberta",data.Couples with other relatives,132300.0
2019,"Calgary, Alberta",data.Couples with other relatives,156500.0
2010,"Calgary, Alberta",data.Lone-parent families,
2011,"Calgary, Alberta",data.Lone-parent families,46700.0
2012,"Calgary, Alberta",data.Lone-parent families,62900.0
2013,"Calgary, Alberta",data.Lone-parent families,54100.0
2014,"Calgary, Alberta",data.Lone-parent families,
2015,"Calgary, Alberta",data.Lone-parent families,69900.0
